Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Revenue,104.97,81.59,100.23,112.11,108.28,124.53,142.07,161.63,147.94,129.19,Upgrade
Revenue Growth (YoY),28.65%,-18.60%,-10.60%,3.54%,-13.05%,-12.34%,-12.10%,9.26%,14.51%,13.93%,Upgrade
Cost of Revenue,22.48,17.91,21.29,23.37,27.53,29.65,34.33,47.26,42.12,38.08,Upgrade
Gross Profit,82.48,63.68,78.93,88.73,80.74,94.89,107.74,114.37,105.81,91.11,Upgrade
"Selling, General & Admin",3.89,4.1,4.65,4.75,4.59,6.24,7.17,5.76,5.81,6.02,Upgrade
Other Operating Expenses,0,0,2.18,2.16,0,0,0,0,0,0,Upgrade
Operating Expenses,3.89,4.1,6.83,6.91,4.59,6.24,7.17,5.76,5.81,6.02,Upgrade
Operating Income,78.59,59.58,72.1,81.82,76.15,88.65,100.57,108.61,100,85.09,Upgrade
Interest Expense / Income,28.76,22.51,32.17,28.94,22.82,26.64,27.6,26.36,20.26,15.38,Upgrade
Other Expense / Income,73.77,-130.14,54.7,35.75,5.62,-1.41,51.88,92.5,-31.32,-22.02,Upgrade
Pretax Income,-23.94,167.22,-14.77,17.12,47.71,63.41,21.09,-10.25,111.06,91.72,Upgrade
Income Tax,0.8,0.6,1.2,1.2,0,1.7,2.35,0,0.07,-0.05,Upgrade
Net Income,-24.74,166.62,-15.97,15.92,47.71,61.71,18.74,-10.25,110.98,91.78,Upgrade
Net Income Growth,-,-,-,-66.62%,-22.68%,229.36%,-,-,20.93%,44.87%,Upgrade
Shares Outstanding (Basic),65,67,67,67,70,71,71,74,67,66,Upgrade
Shares Change,-2.43%,-,-,-4.20%,-1.51%,-,-4.31%,11.51%,0.14%,17.67%,Upgrade
EPS (Basic),-0.37,2.49,-0.24,0.24,0.68,0.87,0.26,-0.14,1.66,1.39,Upgrade
EPS (Diluted),-0.37,2.49,-0.24,0.24,0.68,0.87,0.26,-0.14,1.66,1.39,Upgrade
EPS Growth,-,-,-,-64.71%,-21.84%,234.62%,-,-,19.42%,15.83%,Upgrade
Free Cash Flow Per Share,-0.30,0.12,-1.93,-1.21,0.96,0.97,2.22,0.04,-2.59,0.61,Upgrade
Dividend Per Share,0.555,0.480,0.600,0.720,0.720,0.820,1.120,1.120,1.120,1.120,Upgrade
Dividend Growth,15.63%,-20.00%,-16.67%,0%,-12.20%,-26.79%,0%,0%,0%,0%,Upgrade
Gross Margin,78.58%,78.05%,78.75%,79.15%,74.57%,76.19%,75.83%,70.76%,71.53%,70.52%,Upgrade
Operating Margin,74.87%,73.03%,71.94%,72.98%,70.33%,71.18%,70.79%,67.20%,67.60%,65.86%,Upgrade
Profit Margin,-23.57%,204.22%,-15.93%,14.21%,44.07%,49.55%,13.19%,-6.34%,75.02%,71.04%,Upgrade
Free Cash Flow Margin,-18.48%,9.69%,-129.31%,-72.36%,61.82%,55.61%,111.01%,1.87%,-116.63%,31.21%,Upgrade
Effective Tax Rate,-,0.36%,-,7.01%,-,2.68%,11.14%,-,0.07%,-0.06%,Upgrade
EBITDA,4.82,189.72,17.4,46.07,70.53,90.05,48.69,16.11,131.32,107.11,Upgrade
EBITDA Margin,4.59%,232.54%,17.36%,41.09%,65.14%,72.31%,34.27%,9.97%,88.77%,82.91%,Upgrade
EBIT,4.82,189.72,17.4,46.07,70.53,90.05,48.69,16.11,131.32,107.11,Upgrade
EBIT Margin,4.59%,232.54%,17.36%,41.09%,65.14%,72.31%,34.27%,9.97%,88.77%,82.91%,Upgrade
