Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,143.27,145.25,125.74,119.56,114.9,109.02,109.16,112.09,120.68,113.21,Upgrade
Revenue Growth (YoY),-1.36%,15.52%,5.17%,4.06%,5.39%,-0.13%,-2.62%,-7.11%,6.60%,-6.51%,Upgrade
Gross Profit,143.27,145.25,125.74,119.56,114.9,109.02,109.16,112.09,120.68,113.21,Upgrade
"Selling, General & Admin",60.41,56.86,56.56,48.25,47.22,47.18,50.56,50.64,52,53.23,Upgrade
Other Operating Expenses,22.71,21.86,23.07,21.51,21.45,19.72,20.66,23.83,25.85,25.75,Upgrade
Operating Expenses,83.12,78.72,79.63,69.76,68.68,66.9,71.21,74.47,77.85,78.99,Upgrade
Operating Income,60.16,66.53,46.11,49.8,46.22,42.11,37.95,37.62,42.82,34.22,Upgrade
Other Expense / Income,-,-,-,-,1.1,-,-,1.7,5.01,-,Upgrade
Pretax Income,60.16,66.53,46.11,49.8,45.12,42.11,37.95,35.92,37.81,34.22,Upgrade
Income Tax,13.5,15.36,10.19,10.99,8.78,20.63,12.82,11.38,12.32,10.91,Upgrade
Net Income,46.66,51.17,35.93,38.8,36.34,21.49,25.13,24.54,25.49,23.31,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0.11,0.91,1.02,Upgrade
Net Income Common,46.66,51.17,35.93,38.8,36.34,21.49,25.13,24.44,24.58,22.29,Upgrade
Net Income Growth,-8.81%,42.43%,-7.41%,6.77%,69.14%,-14.49%,2.83%,-0.59%,10.28%,-19.01%,Upgrade
Shares Outstanding (Basic),17,17,18,16,17,17,17,19,18,20,Upgrade
Shares Outstanding (Diluted),17,17,18,16,17,17,17,19,19,21,Upgrade
Shares Change,-4.83%,-2.32%,13.07%,-5.46%,-2.41%,-1.66%,-7.27%,-3.88%,-7.05%,2.66%,Upgrade
EPS (Basic),2.82,2.95,2.02,2.47,2.19,1.26,1.45,1.32,1.34,1.13,Upgrade
EPS (Diluted),2.82,2.94,2.02,2.46,2.18,1.26,1.45,1.31,1.31,1.11,Upgrade
EPS Growth,-4.08%,45.54%,-17.89%,12.84%,73.02%,-13.10%,10.69%,0%,18.02%,-20.71%,Upgrade
Free Cash Flow Per Share,3.60,2.76,2.56,3.20,2.89,2.00,2.44,3.09,2.21,2.13,Upgrade
Dividend Per Share,1.120,1.040,1.000,0.960,1.260,0.680,0.600,0.540,0.500,0.480,Upgrade
Dividend Growth,7.69%,4.00%,4.17%,-23.81%,85.29%,13.33%,11.11%,8.00%,4.17%,11.63%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.99%,45.80%,36.67%,41.65%,40.23%,38.63%,34.76%,33.56%,35.49%,30.23%,Upgrade
Profit Margin,32.57%,35.23%,28.57%,32.45%,31.63%,19.71%,23.02%,21.80%,20.37%,19.69%,Upgrade
Free Cash Flow Margin,41.46%,32.90%,36.19%,41.99%,41.69%,31.26%,38.75%,51.10%,33.64%,37.30%,Upgrade
Effective Tax Rate,22.43%,23.09%,22.09%,22.08%,19.46%,48.98%,33.78%,31.68%,32.59%,31.88%,Upgrade
EBITDA,65.76,72.45,52.02,54.24,49.07,46.73,42.64,41.17,43.01,39.62,Upgrade
EBITDA Margin,45.90%,49.88%,41.37%,45.37%,42.71%,42.86%,39.07%,36.73%,35.64%,34.99%,Upgrade
Depreciation & Amortization,5.6,5.92,5.91,4.45,3.95,4.62,4.7,5.25,5.19,5.4,Upgrade
EBIT,60.16,66.53,46.11,49.8,45.12,42.11,37.95,35.92,37.81,34.22,Upgrade
EBIT Margin,41.99%,45.80%,36.67%,41.65%,39.27%,38.63%,34.76%,32.05%,31.34%,30.23%,Upgrade
