Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,122.46,77.99,59.45,59.45,57.97,51.6,53.05,48.87,47.47,24.55,Upgrade
Revenue Growth (YoY),57.03%,31.19%,-0.01%,2.55%,12.35%,-2.73%,8.55%,2.93%,93.36%,5.13%,Upgrade
Gross Profit,122.46,77.99,59.45,59.45,57.97,51.6,53.05,48.87,47.47,24.55,Upgrade
"Selling, General & Admin",76.17,47.54,37.81,36.53,35.61,33.14,36.51,36.93,38.5,39.07,Upgrade
Other Operating Expenses,4.15,9.27,0.59,1.03,1.22,0.5,0.64,0.42,0.86,1.61,Upgrade
Operating Expenses,80.32,56.81,38.4,37.56,36.83,33.64,37.15,37.35,39.36,40.69,Upgrade
Operating Income,42.14,21.18,21.05,21.89,21.14,17.96,15.9,11.52,8.11,-16.14,Upgrade
Other Expense / Income,-,-,-,0.11,-14.16,-1.83,-,-,-,-,Upgrade
Pretax Income,42.14,21.18,21.05,21.78,35.3,19.79,15.9,11.52,8.11,-16.14,Upgrade
Income Tax,10.96,5.81,5.32,5.58,10.3,8.52,6.26,4.41,3.06,-6.5,Upgrade
Net Income,31.18,15.37,15.73,16.2,25,11.26,9.64,7.11,5.05,-9.63,Upgrade
Net Income Growth,102.87%,-2.30%,-2.89%,-35.20%,121.96%,16.85%,35.59%,40.72%,-,-,Upgrade
Shares Outstanding (Basic),20,20,12,13,13,13,13,13,13,8,Upgrade
Shares Change,0.26%,64.57%,-5.15%,-0.48%,0.48%,0.18%,0.27%,0.13%,49.09%,0.05%,Upgrade
EPS (Basic),1.57,1.17,1.27,1.27,1.96,0.89,0.76,0.56,0.46,-1.14,Upgrade
EPS (Diluted),1.57,1.17,1.27,1.27,1.96,0.89,0.76,0.56,0.46,-1.14,Upgrade
EPS Growth,34.19%,-7.87%,0%,-35.20%,120.22%,17.11%,35.71%,21.74%,-,-,Upgrade
Free Cash Flow Per Share,2.53,-0.55,1.33,1.10,1.35,1.44,1.45,1.08,0.88,2.28,Upgrade
Dividend Per Share,0.600,0.480,0.480,0.420,0.320,0.220,0.140,0.040,-,-,Upgrade
Dividend Growth,25.00%,0%,14.29%,31.25%,45.45%,57.14%,250.00%,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.41%,27.16%,35.41%,36.83%,36.47%,34.80%,29.97%,23.57%,17.09%,-65.72%,Upgrade
Profit Margin,25.46%,19.71%,26.46%,27.25%,43.12%,21.83%,18.17%,14.55%,10.64%,-39.24%,Upgrade
Free Cash Flow Margin,41.00%,-14.04%,27.01%,23.47%,29.60%,35.39%,34.54%,27.83%,23.39%,78.64%,Upgrade
Effective Tax Rate,26.02%,27.44%,25.26%,25.63%,29.19%,43.08%,39.38%,38.28%,37.73%,-,Upgrade
EBITDA,48,24.27,23.52,24.17,37.6,21.43,18.35,13.95,10.42,-13.74,Upgrade
EBITDA Margin,39.20%,31.12%,39.57%,40.66%,64.85%,41.54%,34.59%,28.55%,21.96%,-55.98%,Upgrade
Depreciation & Amortization,5.86,3.09,2.48,2.39,2.3,1.65,2.45,2.43,2.31,2.39,Upgrade
EBIT,42.14,21.18,21.05,21.78,35.3,19.79,15.9,11.52,8.11,-16.14,Upgrade
EBIT Margin,34.41%,27.16%,35.41%,36.64%,60.89%,38.34%,29.97%,23.57%,17.09%,-65.72%,Upgrade
