Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,993.29,"1,227.24",899.57,798.95,828.64,795.62,720.86,805.47,828.7,685.84,Upgrade
Revenue Growth (YoY),-19.06%,36.43%,12.59%,-3.58%,4.15%,10.37%,-10.50%,-2.80%,20.83%,35.65%,Upgrade
Gross Profit,993.29,"1,227.24",899.57,798.95,828.64,795.62,720.86,805.47,828.7,685.84,Upgrade
"Selling, General & Admin",649.19,686.75,541.24,515.5,523.69,509.21,486.63,523.08,521.8,947.05,Upgrade
Operating Expenses,649.19,686.75,541.24,515.5,523.69,509.21,486.63,523.08,521.8,947.05,Upgrade
Operating Income,344.1,540.49,358.32,283.46,304.94,286.41,234.23,282.39,306.9,-261.2,Upgrade
Interest Expense / Income,9.91,10.8,10.8,11.05,11.22,11.45,11.65,11.71,11.57,11.87,Upgrade
Other Expense / Income,63.98,86.15,74.11,88.06,87.81,-195.15,98.07,142.11,176.87,-324.27,Upgrade
Pretax Income,270.21,443.54,273.41,184.35,205.91,470.11,124.51,128.57,118.46,51.2,Upgrade
Income Tax,63.45,107.03,60.8,27.81,47.6,420.51,51.48,46.77,48.83,26.39,Upgrade
Net Income,206.76,336.52,212.62,156.54,158.31,49.6,73.03,81.8,69.63,24.81,Upgrade
Net Income Growth,-38.56%,58.27%,35.83%,-1.12%,219.18%,-32.08%,-10.72%,17.48%,180.68%,-,Upgrade
Shares Outstanding (Basic),62,60,56,51,49,45,38,35,28,14,Upgrade
Shares Outstanding (Diluted),62,60,56,51,49,45,38,35,28,14,Upgrade
Shares Change,4.37%,7.63%,8.82%,4.64%,9.44%,17.07%,7.59%,28.84%,99.66%,-79.23%,Upgrade
EPS (Basic),2.94,5.10,3.40,2.65,2.84,0.75,1.57,1.86,-0.37,-2.04,Upgrade
EPS (Diluted),2.94,5.09,3.40,2.65,2.84,0.75,1.57,1.86,-0.37,-2.04,Upgrade
EPS Growth,-42.24%,49.71%,28.30%,-6.69%,278.67%,-52.23%,-15.59%,-,-,-,Upgrade
Free Cash Flow Per Share,4.69,6.56,5.67,5.38,6.54,4.93,6.90,8.86,12.43,7.91,Upgrade
Dividend Per Share,3.670,4.230,3.390,3.390,3.190,2.760,2.800,2.400,3.830,0.860,Upgrade
Dividend Growth,-13.24%,24.78%,0%,6.27%,15.58%,-1.43%,16.67%,-37.34%,345.35%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.64%,44.04%,39.83%,35.48%,36.80%,36.00%,32.49%,35.06%,37.03%,-38.09%,Upgrade
Profit Margin,20.82%,27.42%,23.64%,19.59%,19.10%,6.23%,10.13%,10.16%,8.40%,3.62%,Upgrade
Free Cash Flow Margin,29.50%,31.99%,35.08%,34.42%,38.56%,27.67%,36.50%,38.97%,41.26%,15.89%,Upgrade
Effective Tax Rate,23.48%,24.13%,22.24%,15.09%,23.12%,89.45%,41.35%,36.38%,41.22%,51.55%,Upgrade
EBITDA,289.78,459.35,289.34,203.17,226.88,489.24,141.44,144.8,133.28,66.29,Upgrade
EBITDA Margin,29.17%,37.43%,32.16%,25.43%,27.38%,61.49%,19.62%,17.98%,16.08%,9.67%,Upgrade
Depreciation & Amortization,9.66,5,5.13,7.77,9.75,7.69,5.27,4.52,3.25,3.23,Upgrade
EBIT,280.12,454.35,284.22,195.4,217.13,481.56,136.17,140.28,130.03,63.07,Upgrade
EBIT Margin,28.20%,37.02%,31.59%,24.46%,26.20%,60.53%,18.89%,17.42%,15.69%,9.20%,Upgrade
