Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,236.14,203.83,156.96,170.97,155.81,139.92,117.85,101.07,83.83,69.95,Upgrade
Revenue Growth (YoY),15.85%,29.86%,-8.19%,9.73%,11.36%,18.72%,16.61%,20.57%,19.84%,8.56%,Upgrade
Gross Profit,236.14,203.83,156.96,170.97,155.81,139.92,117.85,101.07,83.83,69.95,Upgrade
"Selling, General & Admin",131.19,121.85,113.78,104.57,95.64,83.25,70.35,66.77,59.54,55.18,Upgrade
Other Operating Expenses,2.61,4.31,1.98,0.28,2.44,2.37,4.76,2.15,0,0,Upgrade
Operating Expenses,133.8,126.17,115.75,104.85,98.09,85.61,75.11,68.93,59.54,55.18,Upgrade
Operating Income,102.34,77.66,41.21,66.12,57.72,54.31,42.74,32.14,24.29,14.76,Upgrade
Other Expense / Income,-,-,9.21,-,-,-,-,-,-,-,Upgrade
Pretax Income,102.34,77.66,32,66.12,57.72,54.31,42.74,32.14,24.29,14.76,Upgrade
Income Tax,28.1,21.04,5.81,18.69,13.55,17.81,16.26,12.17,9.4,5.5,Upgrade
Net Income,74.25,56.62,26.19,47.43,44.17,36.5,26.48,19.97,14.89,9.26,Upgrade
Net Income Growth,31.13%,116.18%,-44.78%,7.39%,21.02%,37.84%,32.57%,34.13%,60.78%,0.42%,Upgrade
Shares Outstanding (Basic),18,19,19,19,19,18,17,16,12,9,Upgrade
Shares Change,-3.83%,-1.58%,-0.58%,-1.01%,5.36%,7.74%,7.20%,28.64%,35.35%,2.24%,Upgrade
EPS (Basic),4.09,3.01,1.39,2.46,2.33,2.07,1.62,1.31,1.23,1.02,Upgrade
EPS (Diluted),4.00,2.93,1.37,2.44,2.31,2.03,1.60,1.29,1.22,1.01,Upgrade
EPS Growth,36.52%,113.87%,-43.85%,5.63%,13.79%,26.87%,24.03%,5.74%,20.79%,-3.81%,Upgrade
Free Cash Flow Per Share,6.45,3.84,1.78,4.44,3.28,2.93,2.34,1.79,1.90,3.32,Upgrade
Dividend Per Share,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.34%,38.10%,26.26%,38.67%,37.05%,38.81%,36.27%,31.80%,28.97%,21.11%,Upgrade
Profit Margin,31.44%,27.78%,16.69%,27.74%,28.35%,26.08%,22.47%,19.76%,17.76%,13.24%,Upgrade
Free Cash Flow Margin,48.98%,35.10%,21.44%,49.48%,40.56%,38.28%,33.69%,28.08%,27.84%,43.11%,Upgrade
Effective Tax Rate,27.45%,27.09%,18.16%,28.26%,23.48%,32.80%,38.05%,37.86%,38.69%,37.27%,Upgrade
EBITDA,107.39,82.45,36.42,70.29,62.03,57.9,45.96,36.14,27.28,18.3,Upgrade
EBITDA Margin,45.48%,40.45%,23.20%,41.11%,39.81%,41.38%,39.00%,35.76%,32.54%,26.16%,Upgrade
Depreciation & Amortization,5.04,4.79,4.41,4.17,4.31,3.6,3.22,4,2.99,3.54,Upgrade
EBIT,102.34,77.66,32,66.12,57.72,54.31,42.74,32.14,24.29,14.76,Upgrade
EBIT Margin,43.34%,38.10%,20.39%,38.67%,37.05%,38.81%,36.27%,31.80%,28.97%,21.11%,Upgrade
