Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,118.62,102.23,83.46,85.93,80.51,67.26,61.16,58.3,51.05,47.4,Upgrade
Revenue Growth (YoY),16.02%,22.49%,-2.87%,6.73%,19.71%,9.98%,4.91%,14.20%,7.68%,60.28%,Upgrade
Gross Profit,118.62,102.23,83.46,85.93,80.51,67.26,61.16,58.3,51.05,47.4,Upgrade
"Selling, General & Admin",40.84,39.37,40.15,40.83,38.34,33.1,35.72,33.45,27.61,25.67,Upgrade
Other Operating Expenses,14.66,13.01,12.74,14.75,17.92,13.94,12.18,13,10.8,5.77,Upgrade
Operating Expenses,55.51,52.38,52.89,55.58,56.27,47.04,47.9,46.45,38.41,31.44,Upgrade
Operating Income,63.11,49.86,30.57,30.34,24.25,20.21,13.26,11.84,12.64,15.97,Upgrade
Other Expense / Income,-,1.6,1.15,-,-,-,-,-,-,-,Upgrade
Pretax Income,63.11,48.26,29.42,30.34,24.25,20.21,13.26,11.84,12.64,15.97,Upgrade
Income Tax,17.53,14.02,8.57,9.31,7.48,10.23,5.26,4.81,5.05,6.55,Upgrade
Net Income,45.58,34.24,20.86,21.03,16.76,9.98,8,7.03,7.59,9.42,Upgrade
Preferred Dividends,0.8,1.16,1.3,1.35,0.95,0.61,0.94,0.92,0.8,0.56,Upgrade
Net Income Common,44.78,33.08,19.56,19.69,15.81,9.37,7.07,6.11,6.79,8.86,Upgrade
Net Income Growth,35.38%,69.15%,-0.67%,24.53%,68.77%,32.56%,15.61%,-9.97%,-23.34%,-,Upgrade
Shares Outstanding (Basic),17,17,17,16,16,12,11,9,8,8,Upgrade
Shares Outstanding (Diluted),17,17,17,16,16,13,11,9,8,8,Upgrade
Shares Change,0.64%,0.08%,4.89%,4.87%,25.21%,11.17%,26.77%,5.64%,-0.01%,-6.05%,Upgrade
EPS (Basic),2.64,1.94,1.14,1.20,1.02,0.76,0.63,0.69,0.81,1.06,Upgrade
EPS (Diluted),2.64,1.94,1.14,1.20,1.02,0.76,0.63,0.69,0.81,1.06,Upgrade
EPS Growth,36.08%,70.18%,-5.00%,17.65%,34.21%,20.63%,-8.70%,-14.81%,-23.58%,-,Upgrade
Free Cash Flow Per Share,2.38,2.71,8.45,1.33,2.47,1.54,0.10,0.46,0.33,1.71,Upgrade
Dividend Per Share,0.640,0.600,0.560,0.560,0.560,0.560,0.560,0.560,0.540,0.480,Upgrade
Dividend Growth,6.67%,7.14%,0%,0%,0%,0%,0%,3.70%,12.50%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,53.21%,48.77%,36.63%,35.31%,30.11%,30.05%,21.68%,20.32%,24.76%,33.68%,Upgrade
Profit Margin,37.75%,32.36%,23.43%,22.91%,19.64%,13.93%,11.56%,10.49%,13.30%,18.68%,Upgrade
Free Cash Flow Margin,34.04%,45.30%,174.19%,25.32%,47.77%,28.44%,1.90%,7.05%,5.38%,30.28%,Upgrade
Effective Tax Rate,27.78%,29.05%,29.11%,30.68%,30.86%,50.62%,39.65%,40.65%,39.94%,41.03%,Upgrade
EBITDA,63.75,50.48,29.87,30.19,24.07,21.28,13.88,13.54,13.33,17.96,Upgrade
EBITDA Margin,53.74%,49.38%,35.78%,35.14%,29.90%,31.64%,22.69%,23.23%,26.11%,37.89%,Upgrade
Depreciation & Amortization,0.64,2.22,0.44,-0.15,-0.18,1.06,0.62,1.7,0.69,1.99,Upgrade
EBIT,63.11,48.26,29.42,30.34,24.25,20.21,13.26,11.84,12.64,15.97,Upgrade
EBIT Margin,53.21%,47.20%,35.25%,35.31%,30.11%,30.05%,21.68%,20.32%,24.76%,33.68%,Upgrade
