Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,48.74,47.76,45.48,52.52,42.83,33.43,31.09,32.26,22.82,17.07,Upgrade
Revenue Growth (YoY),2.05%,5.03%,-13.42%,22.62%,28.15%,7.50%,-3.63%,41.38%,33.68%,27.08%,Upgrade
Cost of Revenue,8.34,11.94,9.19,13.03,10.72,7.96,7.85,7.85,4.17,3.44,Upgrade
Gross Profit,40.41,35.83,36.29,39.49,32.11,25.47,23.25,24.41,18.65,13.64,Upgrade
"Selling, General & Admin",5.03,4.86,5.18,4.56,4.5,3.78,3.8,4.04,3.94,3.57,Upgrade
Other Operating Expenses,0,0,-1.08,0,0,0,0,0,0,0,Upgrade
Operating Expenses,5.03,4.86,4.11,4.56,4.5,3.78,3.8,4.04,3.94,3.57,Upgrade
Operating Income,35.38,30.97,32.18,34.93,27.62,21.69,19.45,20.37,14.71,10.07,Upgrade
Interest Expense / Income,17.03,17.52,18.81,15.83,9.23,5.81,5.3,6.96,5.58,3.38,Upgrade
Other Expense / Income,25.94,-43.41,9.68,9.55,8.81,7.97,0.32,-4.82,-0.81,-0.99,Upgrade
Pretax Income,-7.59,56.86,3.69,9.55,9.57,7.91,13.83,18.23,9.94,7.68,Upgrade
Net Income,-7.59,56.86,3.69,9.55,9.57,7.91,13.83,18.23,9.94,7.68,Upgrade
Net Income Growth,-,1439.36%,-61.33%,-0.20%,21.01%,-42.80%,-24.15%,83.41%,29.51%,23.47%,Upgrade
Shares Outstanding (Basic),13,13,13,13,13,12,10,10,10,10,Upgrade
Shares Outstanding (Diluted),13,13,13,13,13,12,10,10,10,10,Upgrade
Shares Change,0.03%,0.15%,0.22%,0.12%,7.61%,27.97%,0.23%,0.37%,0.15%,0.43%,Upgrade
EPS (Basic),-0.57,4.24,0.28,0.71,0.72,0.64,1.43,1.89,1.03,0.80,Upgrade
EPS (Diluted),-0.57,4.24,0.28,0.71,0.72,0.64,1.43,1.89,1.03,0.80,Upgrade
EPS Growth,-,1414.29%,-60.56%,-1.39%,12.50%,-55.24%,-24.34%,83.50%,28.75%,-,Upgrade
Free Cash Flow Per Share,0.22,-0.90,6.02,-7.61,-7.57,0.86,-1.17,8.66,-6.77,3.03,Upgrade
Dividend Per Share,1.160,0.910,0.860,1.360,1.390,1.360,1.360,1.360,1.360,1.190,Upgrade
Dividend Growth,27.47%,5.81%,-36.76%,-2.16%,2.21%,0%,0%,0%,14.29%,-,Upgrade
Gross Margin,82.89%,75.01%,79.79%,75.19%,74.97%,76.18%,74.76%,75.66%,81.73%,79.88%,Upgrade
Operating Margin,72.58%,64.83%,70.76%,66.50%,64.47%,64.89%,62.54%,63.14%,64.47%,58.97%,Upgrade
Profit Margin,-15.56%,119.05%,8.12%,18.19%,22.35%,23.66%,44.47%,56.51%,43.56%,44.96%,Upgrade
Free Cash Flow Margin,6.04%,-25.14%,177.30%,-193.51%,-236.00%,31.93%,-36.39%,259.54%,-285.75%,170.93%,Upgrade
EBITDA,9.85,74.6,22.71,25.58,19,13.92,19.33,25.39,15.73,11.06,Upgrade
EBITDA Margin,20.20%,156.19%,49.94%,48.70%,44.35%,41.64%,62.15%,78.68%,68.92%,64.79%,Upgrade
Depreciation & Amortization,0.41,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0,Upgrade
EBIT,9.44,74.38,22.5,25.38,18.8,13.72,19.13,25.19,15.52,11.06,Upgrade
EBIT Margin,19.36%,155.73%,49.48%,48.33%,43.90%,41.05%,61.52%,78.07%,68.00%,64.79%,Upgrade
