Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,73.64,77.03,62.44,56.6,52.46,50.11,47.24,49.67,48.2,48.16,Upgrade
Revenue Growth (YoY),-4.40%,23.38%,10.31%,7.89%,4.68%,6.09%,-4.90%,3.05%,0.09%,14.57%,Upgrade
Gross Profit,73.64,77.03,62.44,56.6,52.46,50.11,47.24,49.67,48.2,48.16,Upgrade
"Selling, General & Admin",37.29,38.89,35.71,30.9,32.51,30.67,28.74,28.98,28.41,27.67,Upgrade
Other Operating Expenses,11.25,10.08,9.31,7.9,7.82,8.13,8.07,7.51,8.1,13.09,Upgrade
Operating Expenses,48.54,48.97,45.02,38.8,40.33,38.8,36.81,36.49,36.51,40.76,Upgrade
Operating Income,25.1,28.07,17.42,17.79,12.13,11.31,10.43,13.18,11.7,7.4,Upgrade
Other Expense / Income,0.01,-0.15,-0.06,-2.14,-0.26,-0.01,-0.6,-,-,-,Upgrade
Pretax Income,25.09,28.21,17.48,19.94,12.38,11.32,11.03,13.18,11.7,7.4,Upgrade
Income Tax,4.34,5.7,3.18,3.82,1.67,7.9,3.75,4.58,4.04,2.42,Upgrade
Net Income,20.75,22.52,14.29,16.11,10.71,3.41,7.28,8.6,7.65,4.97,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0.62,Upgrade
Net Income Common,20.75,22.52,14.29,16.11,10.71,3.41,7.28,8.6,7.65,4.36,Upgrade
Net Income Growth,-7.84%,57.54%,-11.30%,50.40%,213.83%,-53.12%,-15.32%,12.35%,75.59%,319.94%,Upgrade
Shares Outstanding (Basic),7,7,7,7,7,7,7,7,7,7,Upgrade
Shares Change,-1.64%,-1.82%,-0.72%,4.00%,0.04%,-0.83%,-0.65%,-0.00%,-,0.00%,Upgrade
EPS (Basic),3.06,3.27,2.04,2.29,1.52,0.48,1.06,1.25,1.11,0.63,Upgrade
EPS (Diluted),3.06,3.27,2.04,2.29,1.52,0.48,1.06,1.25,1.11,0.63,Upgrade
EPS Growth,-6.42%,60.29%,-10.84%,50.92%,215.83%,-54.63%,-15.22%,12.43%,75.63%,315.79%,Upgrade
Free Cash Flow Per Share,2.66,4.31,2.76,2.44,2.06,1.65,1.79,1.81,1.78,2.55,Upgrade
Dividend Per Share,0.654,0.547,0.449,0.409,0.327,0.229,0.171,0.157,0.151,0.108,Upgrade
Dividend Growth,19.56%,21.83%,9.78%,25.08%,42.79%,33.92%,8.92%,3.97%,39.81%,3.85%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.09%,36.43%,27.89%,31.44%,23.12%,22.57%,22.08%,26.53%,24.26%,15.36%,Upgrade
Profit Margin,28.18%,29.23%,22.89%,28.47%,20.42%,6.81%,15.42%,17.31%,15.88%,9.05%,Upgrade
Free Cash Flow Margin,24.48%,38.51%,31.02%,30.44%,26.67%,22.40%,25.99%,25.13%,25.47%,36.52%,Upgrade
Effective Tax Rate,17.29%,20.19%,18.21%,19.18%,13.47%,69.83%,33.99%,34.75%,34.56%,32.75%,Upgrade
EBITDA,27.23,30.5,19.74,22,14.18,13.05,12.81,14.99,13.45,9.14,Upgrade
EBITDA Margin,36.98%,39.59%,31.62%,38.87%,27.03%,26.04%,27.13%,30.18%,27.91%,18.97%,Upgrade
Depreciation & Amortization,2.14,2.28,2.27,2.06,1.8,1.74,1.78,1.81,1.76,1.74,Upgrade
EBIT,25.09,28.21,17.48,19.94,12.38,11.32,11.03,13.18,11.7,7.4,Upgrade
EBIT Margin,34.07%,36.63%,27.99%,35.23%,23.60%,22.58%,23.35%,26.53%,24.26%,15.36%,Upgrade
