Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,59.66,58.85,50.13,48.45,46.05,38.5,34.63,33.08,31.06,25.71,Upgrade
Revenue Growth (YoY),1.39%,17.39%,3.47%,5.21%,19.59%,11.20%,4.67%,6.50%,20.81%,2.71%,Upgrade
Gross Profit,59.66,58.85,50.13,48.45,46.05,38.5,34.63,33.08,31.06,25.71,Upgrade
"Selling, General & Admin",30.96,29.91,29.02,26.56,24.33,21.79,20.08,19,17.87,15.14,Upgrade
Other Operating Expenses,10.29,9.29,8.52,8.05,7.8,7.57,5.69,5.68,6.09,5.28,Upgrade
Operating Expenses,41.25,39.2,37.53,34.62,32.12,29.36,25.78,24.68,23.96,20.42,Upgrade
Operating Income,18.41,19.65,12.6,13.83,13.92,9.15,8.85,8.4,7.1,5.29,Upgrade
Pretax Income,18.41,19.65,12.6,13.83,13.92,9.15,8.85,8.4,7.1,5.29,Upgrade
Income Tax,3.8,4.18,2.5,2.86,2.69,3.33,2.17,2.28,1.98,1.15,Upgrade
Net Income,14.61,15.47,10.1,10.97,11.23,5.82,6.68,6.13,5.12,4.14,Upgrade
Net Income Growth,-5.51%,53.13%,-7.95%,-2.30%,93.10%,-12.98%,9.06%,19.64%,23.79%,25.67%,Upgrade
Shares Outstanding (Basic),8,8,7,7,8,7,7,7,7,5,Upgrade
Shares Change,0.37%,0.69%,0.95%,-2.72%,13.77%,0.05%,0.28%,0.36%,25.76%,1.38%,Upgrade
EPS (Basic),1.94,2.06,1.36,1.46,1.48,0.85,1.01,0.93,0.78,0.78,Upgrade
EPS (Diluted),1.92,2.05,1.35,1.45,1.45,0.83,0.98,0.91,0.78,0.78,Upgrade
EPS Growth,-6.34%,51.85%,-6.90%,0%,74.70%,-15.31%,7.69%,16.67%,0%,-1.27%,Upgrade
Free Cash Flow Per Share,2.90,7.76,-2.42,0.31,2.58,2.28,0.58,1.77,1.32,2.45,Upgrade
Dividend Per Share,0.520,0.480,0.480,0.440,0.400,0.360,0.320,0.280,0.240,0.220,Upgrade
Dividend Growth,8.33%,0%,9.09%,10.00%,11.11%,12.50%,14.29%,16.67%,9.09%,37.50%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,30.86%,33.39%,25.13%,28.55%,30.24%,23.75%,25.56%,25.40%,22.87%,20.57%,Upgrade
Profit Margin,24.49%,26.28%,20.15%,22.65%,24.39%,15.10%,19.30%,18.52%,16.49%,16.09%,Upgrade
Free Cash Flow Margin,36.78%,99.49%,-36.17%,4.82%,42.68%,39.68%,11.26%,35.78%,28.30%,50.40%,Upgrade
Effective Tax Rate,20.63%,21.29%,19.82%,20.67%,19.35%,36.41%,24.49%,27.09%,27.90%,21.80%,Upgrade
EBITDA,20.23,21.56,14.6,15.95,16.01,10.94,10.5,10.04,8.5,6.31,Upgrade
EBITDA Margin,33.91%,36.64%,29.11%,32.92%,34.76%,28.40%,30.32%,30.36%,27.37%,24.54%,Upgrade
Depreciation & Amortization,1.82,1.92,2,2.12,2.08,1.79,1.65,1.64,1.4,1.02,Upgrade
EBIT,18.41,19.65,12.6,13.83,13.92,9.15,8.85,8.4,7.1,5.29,Upgrade
EBIT Margin,30.86%,33.39%,25.13%,28.55%,30.24%,23.75%,25.56%,25.40%,22.87%,20.57%,Upgrade
