Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"22,362","22,390","20,523","20,740","18,955","17,162","16,291","15,997","18,614","20,673",Upgrade
Revenue Growth (YoY),-0.13%,9.10%,-1.05%,9.42%,10.45%,5.35%,1.84%,-14.06%,-9.96%,-6.40%,Upgrade
Cost of Revenue,"13,142","12,729","11,805","11,472","11,165","10,174","9,961","9,325","10,805","11,048",Upgrade
Gross Profit,"9,220","9,661","8,718","9,268","7,790","6,988","6,330","6,672","7,809","9,625",Upgrade
"Selling, General & Admin","4,830","4,779","4,480","4,580","4,281","4,563","3,525","3,459","4,028","4,176",Upgrade
Other Operating Expenses,"1,919","1,752","1,882","1,779","1,452","1,386","2,031","1,368","1,706","1,794",Upgrade
Operating Expenses,"6,749","6,531","6,362","6,359","5,733","5,949","5,556","4,827","5,734","5,970",Upgrade
Operating Income,"2,471","3,130","2,356","2,909","2,057","1,039",774,"1,845","2,075","3,655",Upgrade
Interest Expense / Income,213,234,236,259,298,316,327,346,376,397,Upgrade
Other Expense / Income,-,-,-,90,-316,"2,869",-283,-472,551,"2,836",Upgrade
Pretax Income,"2,258","2,896","2,120","2,560","2,075","-2,146",730,"1,971","1,148",422,Upgrade
Income Tax,443,531,383,475,268,985,-166,289,350,246,Upgrade
Net Income,"1,815","2,365","1,737","2,085","1,807","-3,131",896,"1,682",798,176,Upgrade
Preferred Dividends,21,21,21,21,6,0,0,0,0,0,Upgrade
Net Income Common,"1,794","2,344","1,716","2,064","1,801","-3,131",896,"1,682",798,176,Upgrade
Net Income Growth,-23.46%,36.60%,-16.86%,14.60%,-,-,-46.73%,110.78%,353.41%,-,Upgrade
Shares Outstanding (Basic),318,340,358,360,359,357,378,410,431,447,Upgrade
Shares Change,-6.54%,-5.02%,-0.58%,0.47%,0.57%,-5.56%,-7.78%,-5.07%,-3.49%,2.47%,Upgrade
EPS (Basic),5.52,6.71,4.79,5.72,5.03,-8.61,2.31,4.05,1.81,0.37,Upgrade
EPS (Diluted),5.44,6.62,4.76,5.66,4.95,-8.61,2.27,3.96,1.73,0.36,Upgrade
EPS Growth,-17.82%,39.08%,-15.90%,14.34%,-,-,-42.68%,128.90%,380.56%,-,Upgrade
Free Cash Flow Per Share,12.05,11.63,10.48,9.39,7.58,5.43,4.88,5.98,4.09,2.62,Upgrade
Dividend Per Share,1.580,1.435,1.300,1.200,1.100,0.940,0.860,0.780,0.660,0.500,Upgrade
Dividend Growth,10.10%,10.38%,8.33%,9.09%,17.02%,9.30%,10.26%,18.18%,32.00%,25.00%,Upgrade
Gross Margin,41.23%,43.15%,42.48%,44.69%,41.10%,40.72%,38.86%,41.71%,41.95%,46.56%,Upgrade
Operating Margin,11.05%,13.98%,11.48%,14.03%,10.85%,6.05%,4.75%,11.53%,11.15%,17.68%,Upgrade
Profit Margin,8.02%,10.47%,8.36%,9.95%,9.50%,-18.24%,5.50%,10.51%,4.29%,0.85%,Upgrade
Free Cash Flow Margin,17.14%,17.69%,18.31%,16.32%,14.36%,11.28%,11.31%,15.31%,9.48%,5.67%,Upgrade
Effective Tax Rate,19.62%,18.34%,18.07%,18.55%,12.92%,-,-22.74%,14.66%,30.49%,58.29%,Upgrade
EBITDA,"3,096","3,810","2,918","3,270","2,840","-1,431","1,455","2,690","1,800","1,008",Upgrade
EBITDA Margin,13.84%,17.02%,14.22%,15.77%,14.98%,-8.34%,8.93%,16.82%,9.67%,4.88%,Upgrade
Depreciation & Amortization,625,680,562,451,467,399,398,373,276,189,Upgrade
EBIT,"2,471","3,130","2,356","2,819","2,373","-1,830","1,057","2,317","1,524",819,Upgrade
EBIT Margin,11.05%,13.98%,11.48%,13.59%,12.52%,-10.66%,6.49%,14.48%,8.19%,3.96%,Upgrade
