Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,889.15,784.26,732.85,634.12,542.34,446.57,419.51,386.88,361.34,320.98,Upgrade
Revenue Growth (YoY),13.37%,7.01%,15.57%,16.92%,21.44%,6.45%,8.43%,7.07%,12.58%,11.45%,Upgrade
Gross Profit,889.15,784.26,732.85,634.12,542.34,446.57,419.51,386.88,361.34,320.98,Upgrade
"Selling, General & Admin",407.71,345.46,322.05,285.26,251.27,209.69,200.5,179.77,160.59,140.5,Upgrade
Other Operating Expenses,111.16,89.37,82.76,89.66,68.86,55.88,58.22,56.99,52.09,54.82,Upgrade
Operating Expenses,518.87,434.82,404.81,374.93,320.13,265.57,258.71,236.76,212.68,195.32,Upgrade
Operating Income,370.28,349.44,328.04,259.19,222.21,181,160.79,150.13,148.66,125.66,Upgrade
Pretax Income,370.28,349.44,328.04,259.19,222.21,181,160.79,150.13,148.66,125.66,Upgrade
Income Tax,67.08,64.68,61.64,48.65,40.33,64.63,39.66,34,35.91,30.02,Upgrade
Net Income,303.2,284.76,266.4,210.54,181.88,116.38,121.13,116.13,112.76,95.64,Upgrade
Net Income Growth,6.48%,6.89%,26.53%,15.76%,56.28%,-3.92%,4.31%,2.99%,17.89%,26.65%,Upgrade
Shares Outstanding (Basic),111,99,95,88,84,78,76,76,75,73,Upgrade
Shares Outstanding (Diluted),111,99,95,88,84,78,76,76,75,73,Upgrade
Shares Change,11.50%,4.70%,7.41%,5.63%,7.82%,1.66%,0.99%,1.22%,1.95%,1.85%,Upgrade
EPS (Basic),2.74,2.87,2.81,2.39,2.18,1.50,1.59,1.54,1.51,1.31,Upgrade
EPS (Diluted),2.74,2.86,2.81,2.38,2.17,1.50,1.59,1.54,1.51,1.31,Upgrade
EPS Growth,-4.20%,1.78%,18.07%,9.68%,44.67%,-5.66%,3.25%,1.99%,15.27%,24.76%,Upgrade
Free Cash Flow Per Share,4.04,5.67,1.87,2.38,3.13,3.15,2.42,2.10,2.25,4.44,Upgrade
Dividend Per Share,1.420,1.420,1.380,1.410,1.010,1.440,1.100,1.050,0.680,0.600,Upgrade
Dividend Growth,0%,2.90%,-2.13%,39.60%,-29.86%,30.91%,4.76%,54.41%,13.33%,-9.09%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.64%,44.56%,44.76%,40.87%,40.97%,40.53%,38.33%,38.80%,41.14%,39.15%,Upgrade
Profit Margin,34.10%,36.31%,36.35%,33.20%,33.54%,26.06%,28.87%,30.02%,31.20%,29.80%,Upgrade
Free Cash Flow Margin,50.32%,71.74%,24.27%,33.16%,48.32%,54.78%,44.05%,40.98%,46.59%,101.29%,Upgrade
Effective Tax Rate,18.12%,18.51%,18.79%,18.77%,18.15%,35.70%,24.67%,22.65%,24.15%,23.89%,Upgrade
EBITDA,406.77,381.48,358.83,286.27,244.5,198.25,179.06,167.46,163.58,138.55,Upgrade
EBITDA Margin,45.75%,48.64%,48.96%,45.14%,45.08%,44.39%,42.68%,43.28%,45.27%,43.16%,Upgrade
Depreciation & Amortization,36.49,32.04,30.79,27.08,22.29,17.25,18.26,17.33,14.92,12.89,Upgrade
EBIT,370.28,349.44,328.04,259.19,222.21,181,160.79,150.13,148.66,125.66,Upgrade
EBIT Margin,41.64%,44.56%,44.76%,40.87%,40.97%,40.53%,38.33%,38.80%,41.14%,39.15%,Upgrade
