Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,419,626.07,897.02,597.35,507.22,858.34,770.36,"1,322.98","1,542.28","1,895.92",Upgrade
Revenue Growth (YoY),-33.07%,-30.21%,50.17%,17.77%,-40.91%,11.42%,-41.77%,-14.22%,-18.65%,54.57%,Upgrade
Cost of Revenue,2.75,2.82,0.05,0.65,0.41,9.39,0.35,303.77,185.89,99.84,Upgrade
Gross Profit,416.25,623.25,896.97,596.7,506.82,848.95,770.01,"1,019.21","1,356.4","1,796.09",Upgrade
"Selling, General & Admin",439.97,532.67,641.42,568.31,494.7,588.62,"1,056.35",670.52,625.51,703.94,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,14.06,16.08,16.09,Upgrade
Operating Expenses,439.97,532.67,641.42,568.31,494.7,588.62,"1,056.35",684.58,641.6,720.03,Upgrade
Operating Income,-23.72,90.57,255.55,28.39,12.12,260.33,-286.34,334.63,714.8,"1,076.06",Upgrade
Interest Expense / Income,15.52,15.59,21.1,24.9,24.18,23.19,23.78,21.44,8.17,7.01,Upgrade
Other Expense / Income,-16.06,43.96,-18.45,-37.68,-0.28,-101.5,-196.32,155.23,425.14,711.59,Upgrade
Pretax Income,-23.18,31.02,252.91,41.17,-11.78,338.63,-113.79,157.96,281.49,357.45,Upgrade
Income Tax,-6.97,13.71,75.27,34.11,12.5,317.56,10.89,132.22,139.05,95.69,Upgrade
Net Income,-16.21,17.32,177.63,7.05,-24.28,21.08,-124.68,25.74,142.45,261.77,Upgrade
Preferred Dividends,-4.2,25.92,6.95,-44.36,0,2.85,6.08,0,0,0,Upgrade
Net Income Common,-12.01,-8.61,170.68,51.42,-24.28,18.22,-130.76,25.74,142.45,261.77,Upgrade
Net Income Growth,-,-,231.95%,-,-,-,-,-81.93%,-45.58%,-,Upgrade
Shares Outstanding (Basic),25,25,23,21,19,19,18,18,17,16,Upgrade
Shares Outstanding (Diluted),26,41,50,46,19,19,48,18,18,47,Upgrade
Shares Change,-35.64%,-18.17%,7.71%,140.26%,2.95%,-61.00%,165.34%,1.52%,-61.96%,227.65%,Upgrade
EPS (Basic),-0.48,-0.34,7.55,2.48,-1.26,0.98,-7.16,1.40,8.20,16.80,Upgrade
EPS (Diluted),-1.77,-0.56,3.00,1.57,-1.26,0.97,-7.29,1.40,8.00,16.20,Upgrade
EPS Growth,-,-,91.08%,-,-,-,-,-82.50%,-50.62%,-,Upgrade
Free Cash Flow Per Share,-13.47,18.91,0.27,10.11,9.46,-12.39,-15.89,22.39,50.65,67.66,Upgrade
Dividend Per Share,0.250,3.470,0.530,0.950,1.300,0.700,-,8.700,17.200,14.200,Upgrade
Dividend Growth,-92.80%,554.72%,-44.21%,-26.92%,85.71%,-,-,-49.42%,21.13%,255.00%,Upgrade
Gross Margin,99.34%,99.55%,99.99%,99.89%,99.92%,98.91%,99.95%,77.04%,87.95%,94.73%,Upgrade
Operating Margin,-5.66%,14.47%,28.49%,4.75%,2.39%,30.33%,-37.17%,25.29%,46.35%,56.76%,Upgrade
Profit Margin,-2.87%,-1.37%,19.03%,8.61%,-4.79%,2.12%,-16.97%,1.95%,9.24%,13.81%,Upgrade
Free Cash Flow Margin,-81.08%,75.36%,0.67%,35.16%,35.95%,-26.92%,-37.68%,30.12%,56.76%,55.67%,Upgrade
Effective Tax Rate,-,44.18%,29.76%,82.86%,-,93.78%,-,83.71%,49.40%,26.77%,Upgrade
EBITDA,16.28,87.72,302.53,95.74,22.7,372.16,-70.14,190.74,296.65,372.72,Upgrade
EBITDA Margin,3.88%,14.01%,33.73%,16.03%,4.48%,43.36%,-9.10%,14.42%,19.23%,19.66%,Upgrade
Depreciation & Amortization,23.94,41.11,28.52,29.67,10.31,10.33,19.88,11.33,6.99,8.25,Upgrade
EBIT,-7.66,46.61,274.01,66.07,12.4,361.83,-90.02,179.41,289.66,364.47,Upgrade
EBIT Margin,-1.83%,7.44%,30.55%,11.06%,2.44%,42.15%,-11.69%,13.56%,18.78%,19.22%,Upgrade
