Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 2002
Revenue,"3,087,375","4,677,671","3,796,781","3,856,312","4,406,199","3,164,146","4,437,202","4,989,541","3,888,763","3,794,470",Upgrade
Revenue Growth (YoY),-34.00%,23.20%,-1.54%,-12.48%,39.25%,-28.69%,-11.07%,28.31%,2.49%,19.60%,Upgrade
Gross Profit,"3,087,375","4,677,671","3,796,781","3,856,312","4,406,199","3,164,146","4,437,202","4,989,541","3,888,763","3,794,470",Upgrade
"Selling, General & Admin","2,128,956","2,108,940","2,121,121","2,003,148","1,976,607","1,903,790","1,930,113","1,810,730","1,677,616","1,538,548",Upgrade
Other Operating Expenses,"1,017,146","960,389","1,242,440","982,322","767,773","987,813","1,344,419","916,155","790,704","840,051",Upgrade
Operating Expenses,"3,146,102","3,069,329","3,363,561","2,985,470","2,744,380","2,891,603","3,274,532","2,726,885","2,468,320","2,378,599",Upgrade
Operating Income,"-58,727","1,608,342","433,220","870,842","1,661,819","272,543","1,162,670","2,262,656","1,420,443","1,415,871",Upgrade
Other Expense / Income,"39,104","46,096","12,760","18,960","25,836","-24,590","-9,094","65,509","67,133","50,727",Upgrade
Pretax Income,"-97,831","1,562,246","420,460","851,882","1,635,983","297,133","1,171,764","2,197,147","1,353,310","1,365,144",Upgrade
Income Tax,"-14,511","444,948","114,505","133,237","407,823","94,453","369,432","666,020","337,917","296,020",Upgrade
Net Income,"-83,320","1,117,298","305,955","718,645","1,228,160","202,680","802,332","1,531,127","1,015,393","1,069,124",Upgrade
Preferred Dividends,0,0,0,0,0,0,0,"8,970","21,241","17,940",Upgrade
Net Income Common,"-83,320","1,117,298","305,955","718,645","1,228,160","202,680","802,332","1,522,157","994,152","1,051,184",Upgrade
Net Income Growth,-,265.18%,-57.43%,-41.49%,505.96%,-74.74%,-47.29%,53.11%,-5.43%,163.92%,Upgrade
Shares Outstanding (Basic),"12,798","12,860","12,913","13,059","13,292","13,574","13,886","14,118","14,159","14,148",Upgrade
Shares Outstanding (Diluted),"12,798","12,860","12,913","13,059","13,293","13,585","13,903","14,138","14,180","14,169",Upgrade
Shares Change,-0.48%,-0.41%,-1.12%,-1.76%,-2.15%,-2.29%,-1.66%,-0.30%,0.08%,0.13%,Upgrade
EPS (Basic),-6.51,86.88,23.69,55.03,92.40,14.93,57.78,107.81,70.21,74.30,Upgrade
EPS (Diluted),-6.93,86.56,23.47,54.74,92.10,14.68,57.51,107.50,69.98,74.16,Upgrade
EPS Growth,-,268.81%,-57.12%,-40.56%,527.38%,-74.47%,-46.50%,53.62%,-5.64%,164.01%,Upgrade
Free Cash Flow Per Share,48.32,-44.35,-133.46,-11.40,-71.50,27.18,277.41,143.16,40.22,-171.74,Upgrade
Dividend Per Share,-,0.233,0.231,0.182,0.147,0.159,0.226,0.131,0.141,0.131,Upgrade
Dividend Growth,-,0.87%,26.92%,23.81%,-7.55%,-29.65%,72.52%,-7.09%,7.63%,-5.07%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,-1.90%,34.38%,11.41%,22.58%,37.72%,8.61%,26.20%,45.35%,36.53%,37.31%,Upgrade
Profit Margin,-2.70%,23.89%,8.06%,18.64%,27.87%,6.41%,18.08%,30.51%,25.56%,27.70%,Upgrade
Free Cash Flow Margin,20.03%,-12.19%,-45.39%,-3.86%,-21.57%,11.66%,86.81%,40.51%,14.64%,-64.03%,Upgrade
Effective Tax Rate,-,28.48%,27.23%,15.64%,24.93%,31.79%,31.53%,30.31%,24.97%,21.68%,Upgrade
EBITDA,"245,847","1,899,657","771,277","1,185,832","1,966,539","624,849","1,508,786","2,528,159","1,655,171","1,666,747",Upgrade
EBITDA Margin,7.96%,40.61%,20.31%,30.75%,44.63%,19.75%,34.00%,50.67%,42.56%,43.93%,Upgrade
Depreciation & Amortization,"343,678","337,411","350,817","333,950","330,556","327,716","337,022","331,012","301,861","301,603",Upgrade
EBIT,"-97,831","1,562,246","420,460","851,882","1,635,983","297,133","1,171,764","2,197,147","1,353,310","1,365,144",Upgrade
EBIT Margin,-3.17%,33.40%,11.07%,22.09%,37.13%,9.39%,26.41%,44.04%,34.80%,35.98%,Upgrade
