Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,93.99,88.91,70.38,65.03,60.73,52.48,48.1,41.22,34.24,31.68,Upgrade
Revenue Growth (YoY),5.72%,26.33%,8.23%,7.09%,15.72%,9.11%,16.68%,20.38%,8.09%,2.96%,Upgrade
Gross Profit,93.99,88.91,70.38,65.03,60.73,52.48,48.1,41.22,34.24,31.68,Upgrade
"Selling, General & Admin",41.03,38.88,37.75,34.1,32.79,28.85,26.11,25.04,23.53,22.87,Upgrade
Other Operating Expenses,1.54,1.9,1.51,0.61,0.63,1.2,1.52,1.81,1.16,1.12,Upgrade
Operating Expenses,42.57,40.78,39.26,34.72,33.42,30.04,27.63,26.85,24.69,24,Upgrade
Operating Income,51.42,48.13,31.12,30.32,27.31,22.43,20.47,14.37,9.55,7.68,Upgrade
Pretax Income,51.42,48.13,31.12,30.32,27.31,22.43,20.47,14.37,9.55,7.68,Upgrade
Income Tax,12.96,12.01,7.48,6.66,5.39,9.54,7.26,4.81,3.15,2.57,Upgrade
Net Income,38.46,36.12,23.64,23.65,21.92,12.89,13.21,9.56,6.41,5.12,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0.99,Upgrade
Net Income Common,38.46,36.12,23.64,23.65,21.92,12.89,13.21,9.56,6.41,4.13,Upgrade
Net Income Growth,6.47%,52.76%,-0.04%,7.91%,70.01%,-2.39%,38.21%,49.14%,55.27%,56.21%,Upgrade
Shares Outstanding (Basic),11,10,11,11,11,11,9,9,9,8,Upgrade
Shares Outstanding (Diluted),11,11,11,11,11,11,10,9,9,9,Upgrade
Shares Change,1.51%,-2.48%,-1.95%,1.04%,1.55%,12.30%,2.03%,7.35%,1.73%,0.21%,Upgrade
EPS (Basic),3.66,3.47,2.21,2.18,2.04,1.22,1.40,1.03,0.74,0.50,Upgrade
EPS (Diluted),3.59,3.43,2.19,2.14,2.01,1.20,1.38,1.02,0.74,0.48,Upgrade
EPS Growth,4.66%,56.62%,2.34%,6.47%,67.50%,-13.04%,35.29%,38.59%,52.70%,55.99%,Upgrade
Free Cash Flow Per Share,3.92,3.01,2.03,3.16,3.46,1.23,-0.09,0.22,1.29,0.80,Upgrade
Dividend Per Share,0.430,0.360,0.320,0.310,0.270,0.230,0.168,0.127,0.091,0.027,Upgrade
Dividend Growth,19.44%,12.50%,3.23%,14.81%,17.39%,36.90%,32.28%,39.56%,237.04%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,54.71%,54.13%,44.22%,46.62%,44.97%,42.75%,42.55%,34.86%,27.90%,24.25%,Upgrade
Profit Margin,40.91%,40.62%,33.59%,36.37%,36.09%,24.57%,27.46%,23.19%,18.71%,13.03%,Upgrade
Free Cash Flow Margin,43.82%,35.18%,30.92%,52.77%,61.06%,24.66%,-1.68%,4.93%,32.48%,21.01%,Upgrade
Effective Tax Rate,25.21%,24.96%,24.02%,21.98%,19.73%,42.53%,35.46%,33.48%,32.92%,33.42%,Upgrade
EBITDA,54.18,49.74,33.03,31.93,29.24,23.67,21.2,14.9,10.94,8.95,Upgrade
EBITDA Margin,57.64%,55.94%,46.93%,49.11%,48.16%,45.11%,44.08%,36.14%,31.94%,28.25%,Upgrade
Depreciation & Amortization,2.76,1.61,1.91,1.62,1.94,1.24,0.73,0.53,1.39,1.27,Upgrade
EBIT,51.42,48.13,31.12,30.32,27.31,22.43,20.47,14.37,9.55,7.68,Upgrade
EBIT Margin,54.71%,54.13%,44.22%,46.62%,44.97%,42.75%,42.55%,34.86%,27.90%,24.25%,Upgrade
