Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"6,743","7,683","5,665","5,923","6,178","6,026","4,724","4,062","4,033","3,953",Upgrade
Revenue Growth (YoY),-12.23%,35.62%,-4.36%,-4.13%,2.52%,27.56%,16.30%,0.72%,2.02%,1.59%,Upgrade
Gross Profit,"6,743","7,683","5,665","5,923","6,178","6,026","4,724","4,062","4,033","3,953",Upgrade
"Selling, General & Admin","3,602","3,598","3,259","3,139","3,218","3,260","3,042","2,375","2,311","2,346",Upgrade
Other Operating Expenses,808,831,850,762,757,838,714,465,450,466,Upgrade
Operating Expenses,"4,410","4,429","4,109","3,901","3,975","4,098","3,756","2,840","2,761","2,812",Upgrade
Operating Income,"2,333","3,254","1,556","2,022","2,203","1,928",968,"1,222","1,272","1,141",Upgrade
Other Expense / Income,-6,-13,-14,-9,-7,-5,-2,3,46,-40,Upgrade
Pretax Income,"2,339","3,267","1,570","2,031","2,210","1,933",970,"1,219","1,226","1,181",Upgrade
Income Tax,422,642,227,314,344,637,179,303,326,271,Upgrade
Net Income,"1,917","2,625","1,343","1,717","1,866","1,296",791,916,900,910,Upgrade
Preferred Dividends,118,106,106,97,66,70,37,23,22,23,Upgrade
Net Income Common,"1,799","2,519","1,237","1,620","1,800","1,226",754,893,878,887,Upgrade
Net Income Growth,-28.58%,103.64%,-23.64%,-10.00%,46.82%,62.60%,-15.57%,1.71%,-1.01%,6.10%,Upgrade
Shares Outstanding (Basic),924,947,968,992,"1,041","1,072",928,837,871,907,Upgrade
Shares Outstanding (Diluted),933,957,975,"1,002","1,055","1,089",939,844,878,913,Upgrade
Shares Change,-2.54%,-1.78%,-2.74%,-4.97%,-3.12%,15.99%,11.14%,-3.84%,-3.77%,-3.25%,Upgrade
EPS (Basic),1.94,2.65,1.28,1.63,1.73,1.14,0.81,1.06,1.01,0.98,Upgrade
EPS (Diluted),1.93,2.63,1.27,1.62,1.71,1.13,0.80,1.05,0.99,0.97,Upgrade
EPS Growth,-26.62%,107.09%,-21.60%,-5.26%,51.33%,41.25%,-23.81%,6.06%,2.06%,8.99%,Upgrade
Free Cash Flow Per Share,4.75,1.15,1.66,2.86,2.31,1.59,1.66,1.26,1.41,1.60,Upgrade
Dividend Per Share,0.790,0.750,0.740,0.710,0.565,0.380,0.330,0.290,0.250,0.215,Upgrade
Dividend Growth,5.33%,1.35%,4.23%,25.66%,48.68%,15.15%,13.79%,16.00%,16.28%,19.44%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.60%,42.35%,27.47%,34.14%,35.66%,31.99%,20.49%,30.08%,31.54%,28.86%,Upgrade
Profit Margin,26.68%,32.79%,21.84%,27.35%,29.14%,20.35%,15.96%,21.98%,21.77%,22.44%,Upgrade
Free Cash Flow Margin,65.09%,14.20%,28.42%,47.93%,38.99%,28.26%,32.68%,26.02%,30.35%,36.81%,Upgrade
Effective Tax Rate,18.04%,19.65%,14.46%,15.46%,15.57%,32.95%,18.45%,24.86%,26.59%,22.95%,Upgrade
EBITDA,"2,476","3,299","1,681","2,272","2,592","2,340","1,284","1,466","1,472","1,402",Upgrade
EBITDA Margin,36.72%,42.94%,29.67%,38.36%,41.96%,38.83%,27.18%,36.09%,36.50%,35.47%,Upgrade
Depreciation & Amortization,137,32,111,241,382,407,314,247,246,221,Upgrade
EBIT,"2,339","3,267","1,570","2,031","2,210","1,933",970,"1,219","1,226","1,181",Upgrade
EBIT Margin,34.69%,42.52%,27.71%,34.29%,35.77%,32.08%,20.53%,30.01%,30.40%,29.88%,Upgrade
