Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,721.42,489.2,426.67,502.43,381.9,338.9,304.2,289.32,255.58,240.39,Upgrade
Revenue Growth (YoY),47.47%,14.66%,-15.08%,31.56%,12.69%,11.41%,5.14%,13.20%,6.32%,10.90%,Upgrade
Gross Profit,721.42,489.2,426.67,502.43,381.9,338.9,304.2,289.32,255.58,240.39,Upgrade
"Selling, General & Admin",273.49,224.02,201.76,199.78,165.38,155.31,145.17,141.04,127.41,121.89,Upgrade
Other Operating Expenses,100.17,108.51,70.35,83.08,60.59,49.05,46.52,54.75,44.41,51.76,Upgrade
Operating Expenses,373.66,332.53,272.12,282.86,225.97,204.36,191.69,195.79,171.82,173.65,Upgrade
Operating Income,347.75,156.68,154.55,219.57,155.93,134.55,112.51,93.52,83.77,66.74,Upgrade
Other Expense / Income,-,-,1.72,1.46,-,-,0.44,1.35,0.02,-,Upgrade
Pretax Income,347.75,156.68,152.84,218.11,155.93,134.55,112.08,92.18,83.74,66.74,Upgrade
Income Tax,83.94,35.68,31.67,52.93,34.3,47.34,35.43,27.22,23.9,16.48,Upgrade
Net Income,263.81,120.99,121.17,165.18,121.62,87.2,76.65,64.96,59.85,50.25,Upgrade
Net Income Growth,118.04%,-0.14%,-26.64%,35.81%,39.47%,13.77%,17.99%,8.55%,19.09%,17.89%,Upgrade
Shares Outstanding (Basic),46,35,33,33,28,27,26,26,24,23,Upgrade
Shares Outstanding (Diluted),46,35,33,33,28,27,26,26,24,23,Upgrade
Shares Change,32.97%,4.82%,1.31%,18.81%,1.03%,3.46%,1.91%,8.20%,3.92%,5.85%,Upgrade
EPS (Basic),5.69,3.47,3.64,5.03,4.41,3.19,2.90,2.51,2.50,2.18,Upgrade
EPS (Diluted),5.69,3.47,3.64,5.03,4.40,3.19,2.90,2.50,2.49,2.18,Upgrade
EPS Growth,63.98%,-4.67%,-27.63%,14.32%,37.93%,10.00%,16.00%,0.40%,14.22%,11.79%,Upgrade
Free Cash Flow Per Share,8.68,4.74,1.75,6.21,4.82,4.11,3.14,3.10,3.51,5.74,Upgrade
Dividend Per Share,2.080,1.920,1.840,1.760,1.520,1.280,1.160,1.040,0.960,0.880,Upgrade
Dividend Growth,8.33%,4.35%,4.55%,15.79%,18.75%,10.34%,11.54%,8.33%,9.09%,4.76%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.20%,32.03%,36.22%,43.70%,40.83%,39.70%,36.99%,32.33%,32.77%,27.76%,Upgrade
Profit Margin,36.57%,24.73%,28.40%,32.88%,31.85%,25.73%,25.20%,22.45%,23.42%,20.91%,Upgrade
Free Cash Flow Margin,55.79%,33.77%,13.63%,40.55%,34.81%,33.09%,27.24%,27.75%,32.81%,54.94%,Upgrade
Effective Tax Rate,24.14%,22.78%,20.72%,24.27%,22.00%,35.19%,31.61%,29.53%,28.54%,24.70%,Upgrade
EBITDA,386.55,189.5,180.1,237.55,171.56,150.31,126.43,104.49,95.85,75.23,Upgrade
EBITDA Margin,53.58%,38.74%,42.21%,47.28%,44.92%,44.35%,41.56%,36.11%,37.50%,31.29%,Upgrade
Depreciation & Amortization,38.8,32.82,27.26,19.44,15.63,15.76,14.35,12.31,12.11,8.49,Upgrade
EBIT,347.75,156.68,152.84,218.11,155.93,134.55,112.08,92.18,83.74,66.74,Upgrade
EBIT Margin,48.20%,32.03%,35.82%,43.41%,40.83%,39.70%,36.84%,31.86%,32.77%,27.76%,Upgrade
