Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,183.77,184.58,153.37,149.74,137.99,125.8,124.01,118.21,90.81,61.53,Upgrade
Revenue Growth (YoY),-0.44%,20.35%,2.42%,8.51%,9.69%,1.45%,4.90%,30.18%,47.58%,6.46%,Upgrade
Gross Profit,183.77,184.58,153.37,149.74,137.99,125.8,124.01,118.21,90.81,61.53,Upgrade
"Selling, General & Admin",90.9,90.47,82.83,74.16,70.3,63.58,61.23,59.96,47.26,28.38,Upgrade
Other Operating Expenses,17.08,20.4,15.69,15.12,15.87,16.14,15.89,19.42,18.35,8.02,Upgrade
Operating Expenses,107.98,110.87,98.52,89.28,86.17,79.72,77.12,79.38,65.61,36.4,Upgrade
Operating Income,75.79,73.72,54.85,60.46,51.82,46.08,46.89,38.83,25.2,25.13,Upgrade
Pretax Income,75.79,73.72,54.85,60.46,51.82,46.08,46.89,38.83,25.2,25.13,Upgrade
Income Tax,14.73,14.7,10.71,11,9.8,14.81,14.97,11.81,7.87,8.09,Upgrade
Net Income,61.06,59.02,44.14,49.46,42.02,31.27,31.91,27.02,17.33,17.03,Upgrade
Net Income Growth,3.46%,33.72%,-10.75%,17.69%,34.37%,-2.00%,18.11%,55.91%,1.75%,48.05%,Upgrade
Shares Outstanding (Basic),16,16,16,16,17,16,16,16,17,9,Upgrade
Shares Change,1.25%,-3.47%,-0.63%,-1.56%,0.62%,1.16%,0.22%,-3.54%,93.66%,0.80%,Upgrade
EPS (Basic),3.85,3.69,2.71,3.01,2.53,1.90,1.96,1.63,1.28,1.96,Upgrade
EPS (Diluted),3.85,3.69,2.71,3.01,2.53,1.90,1.96,1.62,1.28,1.95,Upgrade
EPS Growth,4.34%,36.16%,-9.97%,18.97%,33.16%,-3.06%,20.99%,26.56%,-34.36%,50.00%,Upgrade
Free Cash Flow Per Share,7.55,3.81,1.79,1.97,3.46,2.02,2.00,2.15,0.73,3.26,Upgrade
Dividend Per Share,1.260,1.180,1.120,1.060,1.680,0.740,1.160,0.580,2.480,0.450,Upgrade
Dividend Growth,6.78%,5.36%,5.66%,-36.90%,127.03%,-36.21%,100.00%,-76.61%,451.11%,400.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.24%,39.94%,35.76%,40.38%,37.55%,36.63%,37.81%,32.85%,27.75%,40.84%,Upgrade
Profit Margin,33.23%,31.98%,28.78%,33.03%,30.45%,24.86%,25.74%,22.86%,19.09%,27.68%,Upgrade
Free Cash Flow Margin,65.21%,32.36%,18.94%,21.46%,41.58%,26.44%,26.31%,29.54%,13.51%,46.09%,Upgrade
Effective Tax Rate,19.43%,19.93%,19.53%,18.20%,18.91%,32.14%,31.94%,30.42%,31.22%,32.21%,Upgrade
EBITDA,88.74,87.39,64.27,70.01,61.59,56.44,56.46,50.49,32.81,27.33,Upgrade
EBITDA Margin,48.29%,47.35%,41.91%,46.76%,44.63%,44.87%,45.53%,42.71%,36.13%,44.42%,Upgrade
Depreciation & Amortization,12.95,13.68,9.43,9.55,9.77,10.36,9.58,11.65,7.61,2.21,Upgrade
EBIT,75.79,73.72,54.85,60.46,51.82,46.08,46.89,38.83,25.2,25.13,Upgrade
EBIT Margin,41.24%,39.94%,35.76%,40.38%,37.55%,36.63%,37.81%,32.85%,27.75%,40.84%,Upgrade
