Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"6,749.2","6,546","5,975.8","6,087.6","5,974.7","5,403.3","4,987.8","4,745.6","4,325.2","4,069.3",Upgrade
Revenue Growth (YoY),3.10%,9.54%,-1.84%,1.89%,10.58%,8.33%,5.10%,9.72%,6.29%,5.12%,Upgrade
Gross Profit,"6,749.2","6,546","5,975.8","6,087.6","5,974.7","5,403.3","4,987.8","4,745.6","4,325.2","4,069.3",Upgrade
"Selling, General & Admin","4,623.6","4,236.8","4,001.5","3,813.7","3,686.3","3,437.8","3,106.3","2,952.6","2,862.9","2,679.6",Upgrade
Other Operating Expenses,359.3,299.1,346.7,329.8,330.6,331.6,364.4,328,272.1,314.2,Upgrade
Operating Expenses,"4,982.9","4,535.9","4,348.2","4,143.5","4,016.9","3,769.4","3,470.7","3,280.6","3,135","2,993.8",Upgrade
Operating Income,"1,766.3","2,010.1","1,627.6","1,944.1","1,957.8","1,633.9","1,517.1","1,465","1,190.2","1,075.5",Upgrade
Pretax Income,"1,766.3","2,010.1","1,627.6","1,944.1","1,957.8","1,633.9","1,517.1","1,465","1,190.2","1,075.5",Upgrade
Income Tax,430.3,464.8,418.3,451.9,401.4,434.9,484.6,491.2,378.4,344.2,Upgrade
Net Income,"1,336","1,545.3","1,209.3","1,492.2","1,556.4","1,199","1,032.5",973.8,811.8,731.3,Upgrade
Preferred Dividends,41.8,41.8,56.2,46.4,46.4,49.8,23.4,23.4,9.5,0,Upgrade
Net Income Common,"1,294.2","1,503.5","1,153.1","1,445.8","1,510","1,149.2","1,009.1",950.4,802.3,731.3,Upgrade
Net Income Growth,-13.92%,30.39%,-20.24%,-4.25%,31.40%,13.88%,6.18%,18.46%,9.71%,6.40%,Upgrade
Shares Outstanding (Basic),208,208,208,215,223,228,228,232,236,239,Upgrade
Shares Outstanding (Diluted),208,208,208,215,223,228,228,232,236,239,Upgrade
Shares Change,0.11%,-0.12%,-2.89%,-3.86%,-2.24%,0.30%,-2.02%,-1.51%,-1.44%,-0.48%,Upgrade
EPS (Basic),6.16,7.16,5.48,6.66,6.68,4.95,4.35,4.03,3.34,3.01,Upgrade
EPS (Diluted),6.14,7.14,5.46,6.63,6.64,4.92,4.32,3.99,3.32,2.99,Upgrade
EPS Growth,-14.01%,30.77%,-17.65%,-0.15%,34.96%,13.89%,8.27%,20.18%,11.04%,6.41%,Upgrade
Free Cash Flow Per Share,8.01,4.04,6.42,9.29,5.65,5.47,4.55,6.03,2.23,1.90,Upgrade
Dividend Per Share,2.900,2.800,2.800,2.600,1.940,1.600,1.480,1.410,1.300,1.230,Upgrade
Dividend Growth,3.57%,0%,7.69%,34.02%,21.25%,8.11%,4.96%,8.46%,5.69%,4.24%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,26.17%,30.71%,27.24%,31.94%,32.77%,30.24%,30.42%,30.87%,27.52%,26.43%,Upgrade
Profit Margin,19.18%,22.97%,19.30%,23.75%,25.27%,21.27%,20.23%,20.03%,18.55%,17.97%,Upgrade
Free Cash Flow Margin,24.73%,12.85%,22.36%,32.73%,21.11%,23.09%,20.78%,29.52%,12.17%,11.17%,Upgrade
Effective Tax Rate,24.36%,23.12%,25.70%,23.24%,20.50%,26.62%,31.94%,33.53%,31.79%,32.00%,Upgrade
EBITDA,"2,319.9","2,525.7","2,127.9","2,403","2,418.7","2,055.6","1,890.4","1,816.6","1,525.9","1,394",Upgrade
EBITDA Margin,34.37%,38.58%,35.61%,39.47%,40.48%,38.04%,37.90%,38.28%,35.28%,34.26%,Upgrade
Depreciation & Amortization,553.6,515.6,500.3,458.9,460.9,421.7,373.3,351.6,335.7,318.5,Upgrade
EBIT,"1,766.3","2,010.1","1,627.6","1,944.1","1,957.8","1,633.9","1,517.1","1,465","1,190.2","1,075.5",Upgrade
EBIT Margin,26.17%,30.71%,27.24%,31.94%,32.77%,30.24%,30.42%,30.87%,27.52%,26.43%,Upgrade
