Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Revenue,156.21,123.87,99.64,93.93,81.26,61.12,49.5,42.95,36.9,39.37,Upgrade
Revenue Growth (YoY),26.11%,24.31%,6.08%,15.58%,32.96%,23.48%,15.26%,16.40%,-6.29%,59.47%,Upgrade
Gross Profit,156.21,123.87,99.64,93.93,81.26,61.12,49.5,42.95,36.9,39.37,Upgrade
"Selling, General & Admin",91.57,85.83,78.99,62.1,53.67,39.97,31.82,29.04,25.44,25.53,Upgrade
Other Operating Expenses,30.93,31.59,25.5,21.63,21.61,16.32,15.27,11.51,14.97,10.37,Upgrade
Operating Expenses,122.51,117.42,104.49,83.72,75.28,56.29,47.09,40.55,40.41,35.9,Upgrade
Operating Income,33.7,6.44,-4.85,10.21,5.99,4.83,2.41,2.4,-3.52,3.47,Upgrade
Pretax Income,33.7,6.44,-4.85,10.21,5.99,4.83,2.41,2.4,-3.52,3.47,Upgrade
Income Tax,8.53,1.39,-1.35,1.58,-2.92,-0.12,-0.03,-0.05,-0.04,-0.14,Upgrade
Net Income,25.18,5.05,-3.5,8.63,8.91,4.95,2.43,2.44,-3.48,3.61,Upgrade
Preferred Dividends,3.5,0.92,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,21.68,4.13,-3.5,8.63,8.91,4.95,2.43,2.44,-3.48,3.61,Upgrade
Net Income Growth,424.72%,-,-,-3.12%,80.08%,103.25%,-0.37%,-,-,-,Upgrade
Shares Outstanding (Basic),59,59,59,59,57,38,38,38,26,26,Upgrade
Shares Change,1.01%,0.03%,0.09%,3.16%,50.30%,0.27%,0.00%,45.59%,-,-,Upgrade
EPS (Basic),0.37,0.07,-0.06,0.15,0.16,0.13,0.06,0.07,-0.13,0.14,Upgrade
EPS (Diluted),0.33,0.07,-0.06,0.15,0.15,0.12,0.06,0.07,-0.13,0.14,Upgrade
EPS Growth,371.43%,-,-,0%,25.00%,100.00%,-14.29%,-,-,-,Upgrade
Free Cash Flow Per Share,-1.60,-0.43,-0.28,0.36,-0.41,-0.24,-0.25,-0.15,-0.09,0.26,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,21.58%,5.20%,-4.87%,10.86%,7.37%,7.90%,4.86%,5.58%,-9.53%,8.81%,Upgrade
Profit Margin,13.88%,3.34%,-3.51%,9.18%,10.96%,8.09%,4.92%,5.69%,-9.43%,9.18%,Upgrade
Free Cash Flow Margin,-61.02%,-20.28%,-16.50%,22.86%,-28.93%,-14.73%,-19.35%,-13.65%,-6.28%,17.09%,Upgrade
Effective Tax Rate,25.30%,21.57%,-,15.46%,-48.76%,-2.47%,-1.08%,-1.92%,-,-4.15%,Upgrade
EBITDA,42.12,14.62,1.63,15.65,10.67,8.39,5.49,4.78,-1.41,5.48,Upgrade
EBITDA Margin,26.96%,11.80%,1.64%,16.66%,13.12%,13.72%,11.09%,11.13%,-3.82%,13.91%,Upgrade
Depreciation & Amortization,8.42,8.18,6.48,5.45,4.68,3.56,3.08,2.38,2.11,2.01,Upgrade
EBIT,33.7,6.44,-4.85,10.21,5.99,4.83,2.41,2.4,-3.52,3.47,Upgrade
EBIT Margin,21.58%,5.20%,-4.87%,10.86%,7.37%,7.90%,4.86%,5.58%,-9.53%,8.81%,Upgrade
