Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,805.62","1,332.28","1,176.21","1,088.35",958.75,761.81,709.51,625.97,550.49,560.28,Upgrade
Revenue Growth (YoY),35.53%,13.27%,8.07%,13.52%,25.85%,7.37%,13.34%,13.71%,-1.75%,-4.27%,Upgrade
Gross Profit,"1,805.62","1,332.28","1,176.21","1,088.35",958.75,761.81,709.51,625.97,550.49,560.28,Upgrade
"Selling, General & Admin",865.46,582.87,524,476.32,488.82,391.34,358.14,339.49,291.83,289.38,Upgrade
Other Operating Expenses,159.49,100.26,110.12,123.25,140.24,117.74,117.99,108.46,101.29,91.96,Upgrade
Operating Expenses,"1,024.95",683.14,634.11,599.56,629.06,509.07,476.13,447.95,393.12,381.34,Upgrade
Operating Income,780.67,649.15,542.1,488.79,329.69,252.74,233.38,178.02,157.37,178.94,Upgrade
Other Expense / Income,-,8.41,12.04,32,-,-,-,51.13,10.13,-,Upgrade
Pretax Income,780.67,640.74,530.07,456.8,329.69,252.74,233.38,126.9,147.23,178.94,Upgrade
Income Tax,211.82,166.9,139.46,147,68.27,90.83,65.23,23.94,31.06,46.98,Upgrade
Net Income,568.85,473.84,390.61,309.79,261.43,161.91,168.15,102.96,116.17,131.96,Upgrade
Preferred Dividends,13.15,12.69,12.69,12.69,12.69,9.45,7.19,3.81,0,0,Upgrade
Net Income Common,555.71,461.15,377.92,297.11,248.74,152.46,160.96,99.14,116.17,131.96,Upgrade
Net Income Growth,20.50%,22.02%,27.20%,19.44%,63.15%,-5.28%,62.35%,-14.66%,-11.96%,-8.12%,Upgrade
Shares Outstanding (Basic),485,407,404,338,331,264,255,234,206,199,Upgrade
Shares Outstanding (Diluted),488,410,405,340,333,265,255,234,206,199,Upgrade
Shares Change,18.97%,1.23%,19.09%,2.23%,25.60%,3.77%,8.89%,13.96%,3.21%,0.99%,Upgrade
EPS (Basic),1.14,1.13,0.94,0.88,0.75,0.58,0.63,0.42,0.56,0.66,Upgrade
EPS (Diluted),1.14,1.12,0.93,0.87,0.75,0.58,0.63,0.42,0.56,0.66,Upgrade
EPS Growth,1.79%,20.43%,6.90%,16.00%,29.31%,-7.94%,50.00%,-25.00%,-15.15%,-9.59%,Upgrade
Free Cash Flow Per Share,2.82,1.98,0.39,1.03,0.86,2.31,1.64,0.62,1.00,1.45,Upgrade
Dividend Per Share,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.590,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,-25.42%,-63.85%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.24%,48.72%,46.09%,44.91%,34.39%,33.18%,32.89%,28.44%,28.59%,31.94%,Upgrade
Profit Margin,30.78%,34.61%,32.13%,27.30%,25.94%,20.01%,22.69%,15.84%,21.10%,23.55%,Upgrade
Free Cash Flow Margin,75.90%,60.55%,13.44%,31.94%,29.76%,80.13%,59.06%,23.12%,37.33%,51.50%,Upgrade
Effective Tax Rate,27.13%,26.05%,26.31%,32.18%,20.71%,35.94%,27.95%,18.86%,21.10%,26.25%,Upgrade
EBITDA,853.38,695.67,587.68,510.11,357.25,277.58,257.81,147.98,166.7,198.65,Upgrade
EBITDA Margin,47.26%,52.22%,49.96%,46.87%,37.26%,36.44%,36.34%,23.64%,30.28%,35.46%,Upgrade
Depreciation & Amortization,72.71,54.93,57.62,53.32,27.55,24.85,24.43,21.08,19.47,19.71,Upgrade
EBIT,780.67,640.74,530.07,456.8,329.69,252.74,233.38,126.9,147.23,178.94,Upgrade
EBIT Margin,43.24%,48.09%,45.07%,41.97%,34.39%,33.18%,32.89%,20.27%,26.75%,31.94%,Upgrade
