Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,97.72,83.66,69.58,64.23,50.4,46.63,43.75,40.23,38.73,36.8,Upgrade
Revenue Growth (YoY),16.81%,20.24%,8.33%,27.45%,8.07%,6.59%,8.76%,3.86%,5.23%,-2.84%,Upgrade
Gross Profit,97.72,83.66,69.58,64.23,50.4,46.63,43.75,40.23,38.73,36.8,Upgrade
"Selling, General & Admin",53.84,48.67,40.68,38.52,29.47,26.8,25.39,25.65,24.71,23.63,Upgrade
Other Operating Expenses,3.66,5.06,3.69,2.95,2.68,1.93,2.05,0.42,0.5,0.57,Upgrade
Operating Expenses,57.51,53.73,44.37,41.47,32.15,28.73,27.43,26.07,25.21,24.2,Upgrade
Operating Income,40.22,29.93,25.21,22.76,18.25,17.9,16.32,14.16,13.52,12.6,Upgrade
Other Expense / Income,-0.26,0.43,0.01,-,-,-,-,-,-,-,Upgrade
Pretax Income,40.48,29.5,25.21,22.76,18.25,17.9,16.32,14.16,13.52,12.6,Upgrade
Income Tax,7.96,6,5.11,4.36,3.3,5.18,4.66,3.82,3.87,3.6,Upgrade
Net Income,32.52,23.5,20.1,18.4,14.95,12.72,11.66,10.34,9.65,9.01,Upgrade
Net Income Growth,38.39%,16.92%,9.20%,23.10%,17.52%,9.05%,12.80%,7.19%,7.09%,-7.98%,Upgrade
Shares Outstanding (Basic),14,13,11,11,9,9,9,9,9,9,Upgrade
Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,9,9,Upgrade
Shares Change,4.14%,17.09%,0.19%,19.94%,0.20%,0.27%,-0.08%,-0.08%,-1.03%,-0.41%,Upgrade
EPS (Basic),2.46,2.01,1.80,1.66,1.61,1.38,1.27,1.12,1.04,0.96,Upgrade
EPS (Diluted),2.46,2.01,1.80,1.66,1.61,1.38,1.27,1.12,1.04,0.96,Upgrade
EPS Growth,22.39%,11.67%,8.43%,3.11%,16.67%,8.66%,13.39%,7.69%,7.77%,-7.21%,Upgrade
Free Cash Flow Per Share,2.80,2.51,2.17,1.83,0.87,1.70,1.08,1.42,1.76,1.72,Upgrade
Dividend Per Share,0.812,0.710,0.660,0.610,0.560,0.500,0.455,0.435,0.420,0.405,Upgrade
Dividend Growth,14.37%,7.58%,8.20%,8.93%,12.00%,9.89%,4.60%,3.57%,3.70%,3.85%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.15%,35.78%,36.23%,35.44%,36.21%,38.39%,37.30%,35.20%,34.90%,34.24%,Upgrade
Profit Margin,33.27%,28.08%,28.88%,28.65%,29.66%,27.28%,26.66%,25.70%,24.91%,24.47%,Upgrade
Free Cash Flow Margin,38.96%,39.18%,34.72%,31.79%,16.09%,33.80%,22.91%,32.55%,41.97%,43.66%,Upgrade
Effective Tax Rate,19.67%,20.35%,20.28%,19.15%,18.09%,28.95%,28.53%,26.97%,28.64%,28.53%,Upgrade
EBITDA,44.49,34.49,29.5,26.28,20.49,20.05,18.53,16.22,15.63,14.53,Upgrade
EBITDA Margin,45.53%,41.22%,42.40%,40.92%,40.66%,43.00%,42.34%,40.32%,40.37%,39.48%,Upgrade
Depreciation & Amortization,4.02,4.99,4.3,3.52,2.24,2.15,2.21,2.06,2.12,1.93,Upgrade
EBIT,40.48,29.5,25.21,22.76,18.25,17.9,16.32,14.16,13.52,12.6,Upgrade
EBIT Margin,41.42%,35.26%,36.22%,35.44%,36.21%,38.39%,37.30%,35.20%,34.90%,34.24%,Upgrade
