Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,81.14,79.42,69.77,36.94,28.95,27.89,27.22,25.96,24.57,23.54,Upgrade
Revenue Growth (YoY),2.16%,13.83%,88.87%,27.61%,3.80%,2.44%,4.85%,5.70%,4.35%,6.77%,Upgrade
Gross Profit,81.14,79.42,69.77,36.94,28.95,27.89,27.22,25.96,24.57,23.54,Upgrade
"Selling, General & Admin",44.79,43.12,40.52,22.1,16.64,16.12,15.45,14.66,13.42,12.99,Upgrade
Other Operating Expenses,8.69,9.8,10.37,6.37,3.82,3.21,3.52,3.62,3.38,3.68,Upgrade
Operating Expenses,53.48,52.92,50.88,28.48,20.46,19.33,18.97,18.28,16.79,16.66,Upgrade
Operating Income,27.66,26.5,18.89,8.47,8.49,8.56,8.25,7.69,7.77,6.88,Upgrade
Pretax Income,27.66,26.5,18.89,8.47,8.49,8.56,8.25,7.69,7.77,6.88,Upgrade
Income Tax,4.02,4.46,3.27,1.29,1.16,2.39,2.16,1.95,2.08,1.78,Upgrade
Net Income,23.64,22.04,15.61,7.17,7.33,6.17,6.09,5.74,5.7,5.09,Upgrade
Net Income Growth,7.25%,41.18%,117.72%,-2.21%,18.89%,1.28%,6.04%,0.84%,11.80%,19.52%,Upgrade
Shares Outstanding (Basic),8,8,8,7,4,4,4,4,4,4,Upgrade
Shares Change,-0.79%,-2.83%,7.58%,100.41%,-0.25%,0.35%,-0.50%,-0.24%,0.18%,-0.22%,Upgrade
EPS (Basic),3.15,2.87,2.08,1.58,2.03,1.70,1.68,1.59,1.57,1.41,Upgrade
EPS (Diluted),3.15,2.86,2.07,1.58,2.02,1.70,1.68,1.58,1.56,1.40,Upgrade
EPS Growth,10.14%,38.16%,31.01%,-21.78%,18.82%,1.19%,6.26%,1.35%,11.67%,19.40%,Upgrade
Free Cash Flow Per Share,5.84,4.61,0.85,1.16,1.59,1.77,2.52,0.81,1.84,2.63,Upgrade
Dividend Per Share,1.010,0.940,0.820,1.400,0.720,0.680,0.680,0.660,0.590,0.540,Upgrade
Dividend Growth,7.45%,14.63%,-41.43%,94.44%,5.88%,0%,3.03%,11.86%,9.26%,8.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.09%,33.36%,27.07%,22.91%,29.32%,30.68%,30.31%,29.61%,31.63%,29.21%,Upgrade
Profit Margin,29.14%,27.75%,22.38%,19.41%,25.33%,22.12%,22.37%,22.12%,23.18%,21.64%,Upgrade
Free Cash Flow Margin,54.05%,43.99%,9.50%,22.84%,19.86%,23.07%,33.46%,11.32%,27.22%,40.62%,Upgrade
Effective Tax Rate,14.53%,16.82%,17.33%,15.29%,13.61%,27.90%,26.20%,25.30%,26.71%,25.93%,Upgrade
EBITDA,41,38.92,26.59,11.59,10.56,11.01,10.86,10.17,10.25,9.44,Upgrade
EBITDA Margin,50.53%,49.01%,38.11%,31.38%,36.49%,39.46%,39.89%,39.17%,41.73%,40.10%,Upgrade
Depreciation & Amortization,13.34,12.43,7.71,3.13,2.08,2.45,2.61,2.48,2.48,2.56,Upgrade
EBIT,27.66,26.5,18.89,8.47,8.49,8.56,8.25,7.69,7.77,6.88,Upgrade
EBIT Margin,34.09%,33.36%,27.07%,22.91%,29.32%,30.68%,30.31%,29.61%,31.63%,29.21%,Upgrade
