Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,"1,843.89","1,591.45","1,494.11","1,435.35","1,350.15","1,221.18","1,127.09","1,006.77",920.34,858.11,Upgrade
Revenue Growth (YoY),15.86%,6.51%,4.09%,6.31%,10.56%,8.35%,11.95%,9.39%,7.25%,6.49%,Upgrade
Cost of Revenue,871.11,786.4,695.45,663.45,659.3,566.58,487.41,405.34,353.69,306.38,Upgrade
Gross Profit,972.79,805.05,798.67,771.91,690.85,654.6,639.68,601.43,566.65,551.73,Upgrade
"Selling, General & Admin",433.03,331,342.51,333.87,324.65,302.46,290.01,269.51,264.43,282.31,Upgrade
Other Operating Expenses,64.27,0,16.5,0,-1.92,0,0,0,0,0,Upgrade
Operating Expenses,497.3,331,359.01,333.87,322.73,302.46,290.01,269.51,264.43,282.31,Upgrade
Operating Income,475.48,474.04,439.66,438.04,368.12,352.14,349.68,331.92,302.22,269.42,Upgrade
Interest Expense / Income,29.52,6.39,9.83,16.62,16.29,6.6,1.14,-1.84,-1.25,0,Upgrade
Other Expense / Income,2.37,0.03,2.7,-0.55,-,1.22,-112.45,-,-,-1.49,Upgrade
Pretax Income,443.59,467.62,427.13,421.97,351.84,344.31,460.99,333.75,303.46,270.91,Upgrade
Income Tax,46.68,68.03,54.2,69.18,84.75,86.05,122.18,92.7,91.92,72.27,Upgrade
Net Income,396.92,399.59,372.94,352.79,267.09,258.26,338.82,241.05,211.54,198.64,Upgrade
Net Income Growth,-0.67%,7.15%,5.71%,32.09%,3.42%,-23.78%,40.56%,13.95%,6.50%,5.21%,Upgrade
Shares Outstanding (Basic),38,38,38,38,39,39,41,42,42,44,Upgrade
Shares Outstanding (Diluted),39,39,39,39,39,40,41,42,43,45,Upgrade
Shares Change,0.43%,-0.20%,-0.58%,-1.28%,-0.67%,-4.17%,-2.06%,-1.71%,-3.71%,-2.59%,Upgrade
EPS (Basic),10.48,10.56,9.83,9.25,6.90,6.55,8.29,5.80,4.98,4.53,Upgrade
EPS (Diluted),10.25,10.36,9.65,9.08,6.78,6.51,8.19,5.71,4.92,4.45,Upgrade
EPS Growth,-1.06%,7.36%,6.28%,33.92%,4.15%,-20.51%,43.43%,16.06%,10.56%,8.01%,Upgrade
Free Cash Flow Per Share,12.87,13.05,11.29,9.64,9.09,7.19,6.93,6.75,5.83,5.72,Upgrade
Dividend Per Share,3.420,3.180,2.980,2.720,2.400,2.120,1.880,1.660,1.480,1.320,Upgrade
Dividend Growth,7.55%,6.71%,9.56%,13.33%,13.21%,12.77%,13.25%,12.16%,12.12%,13.79%,Upgrade
Gross Margin,52.76%,50.59%,53.45%,53.78%,51.17%,53.60%,56.76%,59.74%,61.57%,64.30%,Upgrade
Operating Margin,25.79%,29.79%,29.43%,30.52%,27.27%,28.84%,31.02%,32.97%,32.84%,31.40%,Upgrade
Profit Margin,21.53%,25.11%,24.96%,24.58%,19.78%,21.15%,30.06%,23.94%,22.99%,23.15%,Upgrade
Free Cash Flow Margin,26.42%,31.03%,28.66%,25.62%,26.08%,23.23%,25.14%,27.89%,26.87%,29.28%,Upgrade
Effective Tax Rate,10.52%,14.55%,12.69%,16.39%,24.09%,24.99%,26.50%,27.78%,30.29%,26.68%,Upgrade
EBITDA,602.83,581.33,537.76,499.05,425.41,399.21,500.18,363.27,336.65,306.69,Upgrade
EBITDA Margin,32.69%,36.53%,35.99%,34.77%,31.51%,32.69%,44.38%,36.08%,36.58%,35.74%,Upgrade
Depreciation & Amortization,129.72,107.32,100.8,60.46,57.29,48.29,38.05,31.35,34.44,35.78,Upgrade
EBIT,473.12,474.01,436.96,438.59,368.12,350.91,462.13,331.92,302.22,270.91,Upgrade
EBIT Margin,25.66%,29.78%,29.25%,30.56%,27.27%,28.74%,41.00%,32.97%,32.84%,31.57%,Upgrade
