Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,"513,983","469,822","386,064","280,522","232,887","177,866","135,987","107,006","88,988","74,452",Upgrade
Revenue Growth (YoY),9.40%,21.70%,37.62%,20.45%,30.93%,30.80%,27.08%,20.25%,19.52%,21.87%,Upgrade
Cost of Revenue,"288,831","272,344","233,307","165,536","139,156","111,934","88,265","71,651","62,752","54,181",Upgrade
Gross Profit,"225,152","197,478","152,757","114,986","93,731","65,932","47,722","35,355","26,236","20,271",Upgrade
"Selling, General & Admin","54,129","41,374","28,676","24,081","18,150","13,743","9,665","7,001","5,884","4,262",Upgrade
Research & Development,"73,213","56,052","42,740","35,931","28,837","22,620","16,085","12,540","9,275","6,565",Upgrade
Other Operating Expenses,"85,562","75,173","58,442","40,433","34,323","25,463","17,786","13,581","10,899","8,699",Upgrade
Operating Expenses,"212,904","172,599","129,858","100,445","81,310","61,826","43,536","33,122","26,058","19,526",Upgrade
Operating Income,"12,248","24,879","22,899","14,541","12,421","4,106","4,186","2,233",178,745,Upgrade
Interest Expense / Income,"2,367","1,809","1,647","1,600","1,417",848,484,459,210,141,Upgrade
Other Expense / Income,"15,820","-15,085","-2,942","-1,021",-266,-544,-94,228,42,169,Upgrade
Pretax Income,"-5,939","38,155","24,194","13,962","11,270","3,802","3,796","1,546",-74,435,Upgrade
Income Tax,"-3,217","4,791","2,863","2,374","1,197",769,"1,425",950,167,161,Upgrade
Net Income,"-2,722","33,364","21,331","11,588","10,073","3,033","2,371",596,-241,274,Upgrade
Net Income Growth,-,56.41%,84.08%,15.04%,232.11%,27.92%,297.82%,-,-,-,Upgrade
Shares Outstanding (Basic),"10,189","10,117","10,005","9,880","9,740","9,600","9,480","9,340","9,240","9,140",Upgrade
Shares Outstanding (Diluted),"10,189","10,296","10,198","10,080","10,000","9,860","9,680","9,540","9,240","9,300",Upgrade
Shares Change,-1.04%,0.96%,1.17%,0.80%,1.42%,1.86%,1.47%,3.25%,-0.65%,2.65%,Upgrade
EPS (Basic),-0.27,3.30,2.13,1.17,1.03,0.32,0.25,0.06,-0.03,0.03,Upgrade
EPS (Diluted),-0.27,3.24,2.09,1.15,1.01,0.31,0.24,0.06,-0.03,0.03,Upgrade
EPS Growth,-,55.02%,81.58%,14.30%,228.01%,25.31%,295.16%,-,-,-,Upgrade
Free Cash Flow Per Share,-1.14,-0.90,3.10,2.61,1.99,0.86,1.10,0.80,0.21,0.22,Upgrade
Gross Margin,43.81%,42.03%,39.57%,40.99%,40.25%,37.07%,35.09%,33.04%,29.48%,27.23%,Upgrade
Operating Margin,2.38%,5.30%,5.93%,5.18%,5.33%,2.31%,3.08%,2.09%,0.20%,1.00%,Upgrade
Profit Margin,-0.53%,7.10%,5.53%,4.13%,4.33%,1.71%,1.74%,0.56%,-0.27%,0.37%,Upgrade
Free Cash Flow Margin,-2.25%,-1.93%,8.03%,9.21%,8.33%,4.67%,7.70%,6.96%,2.19%,2.73%,Upgrade
Effective Tax Rate,-,12.56%,11.83%,17.00%,10.62%,20.23%,37.54%,61.45%,-,37.01%,Upgrade
EBITDA,"38,349","74,397","51,021","37,351","28,028","16,128","12,396","8,286","4,882","3,829",Upgrade
EBITDA Margin,7.46%,15.84%,13.22%,13.31%,12.04%,9.07%,9.12%,7.74%,5.49%,5.14%,Upgrade
Depreciation & Amortization,"41,921","34,433","25,180","21,789","15,341","11,478","8,116","6,281","4,746","3,253",Upgrade
EBIT,"-3,572","39,964","25,841","15,562","12,687","4,650","4,280","2,005",136,576,Upgrade
EBIT Margin,-0.69%,8.51%,6.69%,5.55%,5.45%,2.61%,3.15%,1.87%,0.15%,0.77%,Upgrade
