Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,"1,000.82","1,028.51",955.15,867.57,719.35,576.51,458.26,353.29,239.47,131.4,Upgrade
Revenue Growth (YoY),-2.69%,7.68%,10.10%,20.60%,24.78%,25.80%,29.71%,47.53%,82.24%,169.73%,Upgrade
Cost of Revenue,-174.7,31.06,301.29,32.99,11.58,27.23,15.53,11.91,6.31,2.32,Upgrade
Gross Profit,"1,175.53",997.45,653.86,834.58,707.78,549.28,442.73,341.39,233.16,129.08,Upgrade
"Selling, General & Admin",171.73,166.86,154.69,165.37,150.9,145.53,130.43,112.99,97.23,71.06,Upgrade
Operating Expenses,171.73,166.86,154.69,165.37,150.9,145.53,130.43,112.99,97.23,71.06,Upgrade
Operating Income,"1,003.8",830.6,499.17,669.21,556.88,403.75,312.31,228.4,135.93,58.03,Upgrade
Interest Expense / Income,15.61,8.28,9.07,10.15,10.18,5.18,0.43,0,0,0,Upgrade
Pretax Income,988.19,822.31,490.1,659.06,546.7,398.57,311.88,228.4,135.93,58.03,Upgrade
Income Tax,156.83,140.53,77.06,103.35,79.34,18.82,89.28,71.07,47.43,-7.39,Upgrade
Net Income,831.35,681.78,413.04,555.71,467.36,379.75,222.61,157.33,88.5,65.41,Upgrade
Net Income Growth,21.94%,65.06%,-25.67%,18.90%,23.07%,70.59%,41.49%,77.78%,35.29%,-,Upgrade
Shares Outstanding (Basic),107,111,106,98,97,93,91,90,84,14,Upgrade
Shares Outstanding (Diluted),108,112,106,98,98,95,92,92,86,18,Upgrade
Shares Change,-3.50%,4.87%,8.30%,0.26%,2.90%,3.22%,0.55%,7.17%,372.86%,-34.04%,Upgrade
EPS (Basic),7.75,6.13,3.89,5.68,4.80,4.07,2.45,1.74,1.05,0.90,Upgrade
EPS (Diluted),7.72,6.11,3.88,5.66,4.77,3.99,2.41,1.72,1.03,0.70,Upgrade
EPS Growth,26.35%,57.47%,-31.45%,18.66%,19.55%,65.56%,40.12%,66.99%,47.14%,-,Upgrade
Free Cash Flow Per Share,5.46,6.36,6.84,6.00,6.38,3.92,2.98,2.45,1.78,8.28,Upgrade
Dividend Per Share,0.860,0.700,0.640,0.300,-,-,-,-,-,-,Upgrade
Dividend Growth,22.86%,9.38%,113.33%,-,-,-,-,-,-,-,Upgrade
Gross Margin,117.46%,96.98%,68.46%,96.20%,98.39%,95.28%,96.61%,96.63%,97.37%,98.23%,Upgrade
Operating Margin,100.30%,80.76%,52.26%,77.14%,77.41%,70.03%,68.15%,64.65%,56.76%,44.16%,Upgrade
Profit Margin,83.07%,66.29%,43.24%,64.05%,64.97%,65.87%,48.58%,44.53%,36.96%,49.78%,Upgrade
Free Cash Flow Margin,58.44%,68.72%,75.95%,67.60%,86.36%,63.45%,59.22%,62.72%,62.56%,88.54%,Upgrade
Effective Tax Rate,15.87%,17.09%,15.72%,15.68%,14.51%,4.72%,28.62%,31.12%,34.89%,-12.73%,Upgrade
EBITDA,"1,006.82",833.98,502.5,672.98,560.28,407.67,316.37,231.62,138.39,60.28,Upgrade
EBITDA Margin,100.60%,81.09%,52.61%,77.57%,77.89%,70.71%,69.04%,65.56%,57.79%,45.87%,Upgrade
Depreciation & Amortization,3.02,3.38,3.33,3.77,3.4,3.92,4.06,3.22,2.46,2.25,Upgrade
EBIT,"1,003.8",830.6,499.17,669.21,556.88,403.75,312.31,228.4,135.93,58.03,Upgrade
EBIT Margin,100.30%,80.76%,52.26%,77.14%,77.41%,70.03%,68.15%,64.65%,56.76%,44.16%,Upgrade
