Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,172.79","1,185.68","1,199.15","1,213.98","1,123.85","1,066.05","1,062.48","1,041.29",942.63,"1,039.44",Upgrade
Revenue Growth (YoY),-1.09%,-1.12%,-1.22%,8.02%,5.42%,0.34%,2.04%,10.47%,-9.31%,-24.59%,Upgrade
Cost of Revenue,-254.57,64.58,364.77,118.58,36.56,53.71,240.16,319.8,471.37,813.41,Upgrade
Gross Profit,"1,427.35","1,121.1",834.37,"1,095.4","1,087.29","1,012.35",822.33,721.49,471.27,226.03,Upgrade
"Selling, General & Admin",249.06,211.05,188.78,194.77,190.14,170.75,160.41,164.37,146.06,192.52,Upgrade
Operating Expenses,249.06,211.05,188.78,194.77,190.14,170.75,160.41,164.37,146.06,192.52,Upgrade
Operating Income,"1,178.29",910.05,645.59,900.63,897.14,841.6,661.92,557.13,325.21,33.51,Upgrade
Interest Expense / Income,48.05,71.36,59.6,52.66,52.99,57.04,56.67,68.93,69.65,79.66,Upgrade
Other Expense / Income,40.2,36.91,26.74,-,-,0.07,90.53,0.51,0.84,-,Upgrade
Pretax Income,"1,090.03",801.78,559.26,847.98,844.15,784.5,514.71,487.69,254.72,-46.15,Upgrade
Income Tax,224.69,166.79,113.17,174.21,174.05,428.74,172.2,-684.31,2.77,3.7,Upgrade
Net Income,865.35,634.98,446.09,673.76,670.1,355.76,342.52,"1,172",251.95,-49.85,Upgrade
Net Income Growth,36.28%,42.34%,-33.79%,0.55%,88.36%,3.87%,-70.78%,365.17%,-,-,Upgrade
Shares Outstanding (Basic),306,334,340,353,365,362,343,340,339,312,Upgrade
Shares Outstanding (Diluted),311,351,359,374,386,395,432,468,414,312,Upgrade
Shares Change,-11.41%,-2.22%,-3.91%,-3.15%,-2.20%,-8.62%,-7.70%,13.18%,32.64%,54.42%,Upgrade
EPS (Basic),2.83,1.90,1.31,1.91,1.83,0.98,1.00,3.45,0.74,-0.16,Upgrade
EPS (Diluted),2.79,1.85,1.29,1.85,1.78,0.95,0.86,2.60,0.64,-0.16,Upgrade
EPS Growth,50.81%,43.41%,-30.27%,3.93%,87.37%,10.47%,-66.92%,306.25%,-,-,Upgrade
Free Cash Flow Per Share,2.12,2.07,2.14,1.71,1.45,1.08,0.63,0.46,-1.21,-3.12,Upgrade
Dividend Per Share,0.360,0.280,0.240,0.120,-,-,-,-,-,-,Upgrade
Dividend Growth,28.57%,16.67%,100.00%,-,-,-,-,-,-,-,Upgrade
Gross Margin,121.71%,94.55%,69.58%,90.23%,96.75%,94.96%,77.40%,69.29%,49.99%,21.75%,Upgrade
Operating Margin,100.47%,76.75%,53.84%,74.19%,79.83%,78.94%,62.30%,53.50%,34.50%,3.22%,Upgrade
Profit Margin,73.79%,53.55%,37.20%,55.50%,59.63%,33.37%,32.24%,112.55%,26.73%,-4.80%,Upgrade
Free Cash Flow Margin,55.15%,58.38%,60.79%,49.75%,47.18%,36.64%,20.16%,15.05%,-43.49%,-93.47%,Upgrade
Effective Tax Rate,20.61%,20.80%,20.24%,20.54%,20.62%,54.65%,33.45%,-140.32%,1.09%,-,Upgrade
EBITDA,"1,192.34",939.15,676.67,949.42,955.36,905.96,632.73,609.18,373.23,102.71,Upgrade
EBITDA Margin,101.67%,79.21%,56.43%,78.21%,85.01%,84.98%,59.55%,58.50%,39.59%,9.88%,Upgrade
Depreciation & Amortization,54.25,66.01,57.81,48.78,58.22,64.43,61.34,52.56,48.86,69.2,Upgrade
EBIT,"1,138.09",873.14,618.86,900.63,897.14,841.53,571.39,556.62,324.37,33.51,Upgrade
EBIT Margin,97.04%,73.64%,51.61%,74.19%,79.83%,78.94%,53.78%,53.45%,34.41%,3.22%,Upgrade
