Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,526.68,588.55,484.09,538.15,183.03,645.68,588.37,123.05,479.8,764.33,Upgrade
Revenue Growth (YoY),-10.51%,21.58%,-10.05%,194.03%,-71.65%,9.74%,378.15%,-74.35%,-37.23%,40.14%,Upgrade
Cost of Revenue,316.49,374.98,337.83,388.49,363.87,502.4,380.82,317.1,234.99,338.49,Upgrade
Gross Profit,210.2,213.57,146.26,149.67,-180.84,143.27,207.55,-194.05,244.82,425.84,Upgrade
"Selling, General & Admin",174.75,174.33,135.69,146.91,170.65,188.1,160.34,139.64,132.17,192.83,Upgrade
Other Operating Expenses,6.72,11.66,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,181.47,185.98,135.69,146.91,170.65,188.1,160.34,139.64,132.17,192.83,Upgrade
Operating Income,28.73,27.59,10.57,2.76,-351.49,-44.83,47.21,-333.69,112.65,233.01,Upgrade
Interest Expense / Income,4.2,6.26,6.28,6.26,2.51,0,0,0,0,0,Upgrade
Other Expense / Income,-,-,-,-,-4.28,0.58,1.82,-5.51,3.68,6.77,Upgrade
Pretax Income,24.53,21.32,4.29,-3.5,-349.72,-45.4,45.39,-328.18,108.97,226.24,Upgrade
Income Tax,-0.82,3.75,0.42,0.48,0.33,-0.45,0.51,-1.76,-0.62,0.54,Upgrade
Net Income,25.34,17.58,3.87,-3.99,-350.05,-44.95,44.88,-326.43,109.59,225.7,Upgrade
Net Income Growth,44.17%,354.68%,-,-,-,-,-,-,-51.44%,1446.10%,Upgrade
Shares Outstanding (Basic),34,34,36,36,36,37,37,37,37,37,Upgrade
Shares Outstanding (Diluted),40,34,36,36,36,37,37,37,38,38,Upgrade
Shares Change,15.77%,-5.31%,0.55%,0.36%,-2.84%,-0.90%,1.83%,-3.18%,0.77%,0.60%,Upgrade
EPS (Basic),0.75,0.51,0.11,-0.11,-9.74,-1.21,1.20,-8.90,2.94,6.13,Upgrade
EPS (Diluted),0.73,0.51,0.11,-0.11,-9.74,-1.21,1.20,-8.90,2.89,6.01,Upgrade
EPS Growth,43.14%,363.64%,-,-,-,-,-,-,-51.91%,1441.03%,Upgrade
Free Cash Flow Per Share,-0.94,-1.65,-2.52,0.04,-1.65,2.55,-0.96,-1.57,-3.59,-2.54,Upgrade
Gross Margin,39.91%,36.29%,30.21%,27.81%,-98.81%,22.19%,35.28%,-157.70%,51.02%,55.71%,Upgrade
Operating Margin,5.45%,4.69%,2.18%,0.51%,-192.04%,-6.94%,8.02%,-271.18%,23.48%,30.49%,Upgrade
Profit Margin,4.81%,2.99%,0.80%,-0.74%,-191.26%,-6.96%,7.63%,-265.28%,22.84%,29.53%,Upgrade
Free Cash Flow Margin,-6.04%,-9.57%,-18.86%,0.30%,-32.40%,14.62%,-6.08%,-46.68%,-27.87%,-12.26%,Upgrade
Effective Tax Rate,-3.33%,17.57%,9.88%,-,-,-,1.12%,-,-0.57%,0.24%,Upgrade
EBITDA,28.73,27.6,10.59,2.78,-346.96,-45.04,45.78,-327.78,109.4,226.56,Upgrade
EBITDA Margin,5.45%,4.69%,2.19%,0.52%,-189.56%,-6.97%,7.78%,-266.38%,22.80%,29.64%,Upgrade
Depreciation & Amortization,0,0.02,0.02,0.02,0.26,0.37,0.39,0.41,0.44,0.33,Upgrade
EBIT,28.73,27.59,10.57,2.76,-347.22,-45.4,45.39,-328.18,108.97,226.24,Upgrade
EBIT Margin,5.45%,4.69%,2.18%,0.51%,-189.71%,-7.03%,7.71%,-266.70%,22.71%,29.60%,Upgrade
