Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,405.36,538.2,582.77,506.2,251.4,190.71,193.32,189.54,179.68,179.18,Upgrade
Revenue Growth (YoY),-24.68%,-7.65%,15.13%,101.36%,31.82%,-1.35%,2.00%,5.49%,0.28%,15.25%,Upgrade
Cost of Revenue,1.65,1.99,4.08,2.74,1.23,0.58,0.86,4.18,4.49,5.46,Upgrade
Gross Profit,403.71,536.21,578.69,503.46,250.17,190.12,192.46,185.36,175.18,173.72,Upgrade
"Selling, General & Admin",266.9,347,285.79,214.4,128.77,105.84,107.43,105.81,97.28,100.9,Upgrade
Research & Development,78.81,83.8,65.19,47.09,31.97,32.89,32.75,36.35,40.39,32.58,Upgrade
Other Operating Expenses,160.72,231.05,174.39,136.49,74.58,60.84,49.46,48.85,44.27,36.51,Upgrade
Operating Expenses,506.42,661.85,525.37,397.98,235.32,199.58,189.64,191.01,181.95,169.99,Upgrade
Operating Income,-102.71,-125.65,53.32,105.49,14.85,-9.45,2.82,-5.65,-6.76,3.73,Upgrade
Other Expense / Income,3.68,-0.76,-0.67,21.99,11.55,-1.18,-1.15,-0.05,0.1,0.09,Upgrade
Pretax Income,-106.39,-124.89,53.99,83.5,3.31,-8.27,3.97,-5.61,-6.86,3.64,Upgrade
Income Tax,-17.67,-20.52,8.54,16.61,3.07,-33.7,3.67,-0.84,9.35,1.92,Upgrade
Net Income,-88.72,-104.38,45.45,66.89,0.24,25.43,0.3,-4.76,-16.21,1.72,Upgrade
Preferred Dividends,30.69,18.57,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,-119.41,-122.94,45.45,66.89,0.24,25.43,0.3,-4.76,-16.21,1.72,Upgrade
Net Income Growth,-,-,-32.05%,27653.94%,-99.05%,8263.82%,-,-,-,-75.67%,Upgrade
Shares Outstanding (Basic),27,27,26,23,19,19,18,18,18,19,Upgrade
Shares Outstanding (Diluted),27,27,27,25,20,19,18,18,18,20,Upgrade
Shares Change,2.16%,-0.86%,10.09%,20.24%,7.15%,4.00%,1.70%,-1.95%,-7.45%,-4.37%,Upgrade
EPS (Basic),-4.36,-4.59,1.75,2.90,0.01,1.37,0.02,-0.26,-0.88,0.09,Upgrade
EPS (Diluted),-4.36,-4.59,1.68,2.73,0.01,1.33,0.02,-0.26,-0.88,0.09,Upgrade
EPS Growth,-,-,-38.46%,27200.00%,-99.25%,6550.00%,-,-,-,-73.53%,Upgrade
Free Cash Flow Per Share,-1.55,-6.85,-5.06,-3.83,-0.73,-1.11,0.02,0.59,-0.34,0.71,Upgrade
Gross Margin,99.59%,99.63%,99.30%,99.46%,99.51%,99.69%,99.55%,97.80%,97.50%,96.95%,Upgrade
Operating Margin,-25.34%,-23.35%,9.15%,20.84%,5.91%,-4.96%,1.46%,-2.98%,-3.76%,2.08%,Upgrade
Profit Margin,-29.46%,-22.84%,7.80%,13.21%,0.10%,13.33%,0.16%,-2.51%,-9.02%,0.96%,Upgrade
Free Cash Flow Margin,-10.45%,-34.09%,-22.58%,-17.46%,-5.59%,-10.81%,0.18%,5.65%,-3.52%,7.60%,Upgrade
Effective Tax Rate,-,-,15.82%,19.89%,92.71%,-,92.35%,-,-,52.66%,Upgrade
EBITDA,-102.54,-118.92,59.18,88.67,7.88,-4.39,8.55,-0.31,-1.14,8.32,Upgrade
EBITDA Margin,-25.30%,-22.10%,10.15%,17.52%,3.13%,-2.30%,4.42%,-0.16%,-0.63%,4.64%,Upgrade
Depreciation & Amortization,3.85,5.97,5.19,5.17,4.57,3.88,4.58,5.3,5.72,4.68,Upgrade
EBIT,-106.39,-124.89,53.99,83.5,3.31,-8.27,3.97,-5.61,-6.86,3.64,Upgrade
EBIT Margin,-26.25%,-23.21%,9.26%,16.50%,1.32%,-4.34%,2.05%,-2.96%,-3.82%,2.03%,Upgrade
