Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,118.77,133.96,127.06,103.38,96.88,90.79,88.48,83.56,81.05,78.17,Upgrade
Revenue Growth (YoY),-11.33%,5.43%,22.90%,6.71%,6.71%,2.61%,5.89%,3.10%,3.68%,4.13%,Upgrade
Gross Profit,118.77,133.96,127.06,103.38,96.88,90.79,88.48,83.56,81.05,78.17,Upgrade
"Selling, General & Admin",56.43,67.44,66.31,55.11,49.72,51.33,49.57,47.75,45.12,38.56,Upgrade
Other Operating Expenses,25.38,28.44,29.34,24.34,24.62,21.5,20.99,18.42,18.44,18.04,Upgrade
Operating Expenses,81.81,95.88,95.64,79.45,74.34,72.82,70.56,66.17,63.56,56.6,Upgrade
Operating Income,36.96,38.08,31.42,23.93,22.54,17.97,17.92,17.38,17.49,21.57,Upgrade
Other Expense / Income,0.21,0.46,2.5,-0.01,-,-,-,-,-,-,Upgrade
Pretax Income,36.75,37.63,28.91,23.94,22.54,17.97,17.92,17.38,17.49,21.57,Upgrade
Income Tax,7.6,8.96,6.8,5.08,4.52,11.39,4.46,4.85,5.14,7.13,Upgrade
Net Income,29.16,28.67,22.12,18.86,18.02,6.57,13.46,12.53,12.34,14.44,Upgrade
Net Income Growth,1.72%,29.62%,17.28%,4.66%,174.19%,-51.17%,7.41%,1.51%,-14.54%,-10.12%,Upgrade
Shares Outstanding (Basic),3,4,4,3,4,3,3,3,3,3,Upgrade
Shares Outstanding (Diluted),-,-,-,-,4,3,3,3,3,-,Upgrade
Shares Change,-1.71%,-3.04%,6.61%,-2.22%,0.42%,0.89%,1.59%,-1.00%,2.49%,3.71%,Upgrade
EPS (Basic),8.29,7.95,6.06,5.47,5.15,1.89,3.90,3.68,3.63,4.37,Upgrade
EPS (Diluted),8.29,7.95,6.06,5.47,5.15,1.88,3.89,3.68,3.59,4.19,Upgrade
EPS Growth,4.28%,31.19%,10.79%,6.21%,173.94%,-51.67%,5.71%,2.51%,-14.32%,-13.79%,Upgrade
Free Cash Flow Per Share,25.63,43.12,-24.73,-5.06,12.62,6.19,7.32,3.98,9.51,17.88,Upgrade
Dividend Per Share,1.640,1.580,1.520,1.490,1.410,1.330,1.290,1.220,1.190,1.160,Upgrade
Dividend Growth,3.80%,3.95%,2.01%,5.67%,6.02%,3.10%,5.74%,2.52%,2.59%,7.41%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,31.12%,28.43%,24.73%,23.15%,23.27%,19.79%,20.25%,20.80%,21.58%,27.60%,Upgrade
Profit Margin,24.55%,21.40%,17.41%,18.24%,18.60%,7.24%,15.21%,15.00%,15.23%,18.48%,Upgrade
Free Cash Flow Margin,75.04%,113.92%,-71.04%,-16.77%,45.60%,23.79%,28.58%,16.19%,39.93%,76.68%,Upgrade
Effective Tax Rate,20.66%,23.81%,23.50%,21.23%,20.06%,63.42%,24.89%,27.92%,29.41%,33.05%,Upgrade
EBITDA,41.11,42.37,33.1,27.81,26.21,21.41,21.34,19.89,20.23,23.92,Upgrade
EBITDA Margin,34.61%,31.63%,26.05%,26.90%,27.06%,23.59%,24.12%,23.81%,24.96%,30.60%,Upgrade
Depreciation & Amortization,4.36,4.74,4.19,3.87,3.67,3.45,3.42,2.51,2.74,2.35,Upgrade
EBIT,36.75,37.63,28.91,23.94,22.54,17.97,17.92,17.38,17.49,21.57,Upgrade
EBIT Margin,30.94%,28.09%,22.75%,23.16%,23.27%,19.79%,20.25%,20.80%,21.58%,27.60%,Upgrade
