Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,64.58,60.75,57.77,58.53,55.54,54.09,52.16,51.37,52.3,47.8,Upgrade
Revenue Growth (YoY),6.31%,5.16%,-1.31%,5.39%,2.67%,3.70%,1.54%,-1.78%,9.41%,24.25%,Upgrade
Gross Profit,64.58,60.75,57.77,58.53,55.54,54.09,52.16,51.37,52.3,47.8,Upgrade
"Selling, General & Admin",36.53,35.1,33.27,33.42,32.89,31.6,29.73,27.97,31.23,27.94,Upgrade
Other Operating Expenses,6.47,5.8,5.8,5.81,5.12,5.26,5.36,5.77,2.66,2.33,Upgrade
Operating Expenses,43,40.91,39.07,39.23,38.01,36.86,35.09,33.74,33.89,30.27,Upgrade
Operating Income,21.59,19.84,18.7,19.3,17.53,17.23,17.07,17.63,18.41,17.54,Upgrade
Other Expense / Income,-,0.02,0.02,0.49,0.01,-,-,-,-,-,Upgrade
Pretax Income,21.59,19.83,18.68,18.81,17.52,17.23,17.07,17.63,18.41,17.54,Upgrade
Income Tax,4.16,3.79,3.47,3.14,2.82,7.46,4.6,3.74,3.8,3.45,Upgrade
Net Income,17.42,16.03,15.21,15.67,14.7,9.77,12.48,13.9,14.61,14.08,Upgrade
Net Income Growth,8.66%,5.44%,-2.97%,6.58%,50.46%,-21.66%,-10.24%,-4.86%,3.72%,1.69%,Upgrade
Shares Outstanding (Basic),7,7,7,7,7,7,7,7,7,7,Upgrade
Shares Outstanding (Diluted),7,7,7,7,7,7,7,7,7,7,Upgrade
Shares Change,-0.03%,0.25%,-0.97%,1.11%,-0.33%,-0.63%,-0.77%,-0.91%,9.19%,14.93%,Upgrade
EPS (Basic),2.47,2.27,2.16,2.23,2.09,1.39,1.76,1.94,2.02,2.13,Upgrade
EPS (Diluted),2.47,2.27,2.16,2.20,2.09,1.39,1.76,1.94,2.02,2.13,Upgrade
EPS Growth,8.81%,5.09%,-1.82%,5.26%,50.36%,-21.02%,-9.28%,-3.96%,-5.03%,-11.63%,Upgrade
Free Cash Flow Per Share,3.35,2.38,2.79,1.65,2.17,1.80,1.70,1.88,2.21,1.88,Upgrade
Dividend Per Share,1.280,1.280,1.280,1.260,1.253,1.253,1.253,1.253,1.253,1.420,Upgrade
Dividend Growth,0%,0%,1.59%,0.56%,0%,0%,0%,0%,-11.76%,13.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.42%,32.66%,32.37%,32.97%,31.56%,31.86%,32.73%,34.33%,35.20%,36.68%,Upgrade
Profit Margin,26.98%,26.39%,26.32%,26.78%,26.48%,18.07%,23.92%,27.05%,27.93%,29.46%,Upgrade
Free Cash Flow Margin,36.64%,27.64%,34.05%,19.89%,27.49%,23.47%,23.10%,26.18%,30.48%,25.96%,Upgrade
Effective Tax Rate,19.29%,19.14%,18.60%,16.68%,16.09%,43.29%,26.93%,21.19%,20.66%,19.68%,Upgrade
EBITDA,25.21,23.73,21.98,22.03,20.34,20.2,20.58,21.31,21.84,19.2,Upgrade
EBITDA Margin,39.03%,39.06%,38.06%,37.63%,36.62%,37.34%,39.46%,41.49%,41.75%,40.16%,Upgrade
Depreciation & Amortization,3.62,3.9,3.3,3.22,2.82,2.97,3.51,3.68,3.42,1.66,Upgrade
EBIT,21.59,19.83,18.68,18.81,17.52,17.23,17.07,17.63,18.41,17.54,Upgrade
EBIT Margin,33.42%,32.64%,32.34%,32.14%,31.55%,31.86%,32.73%,34.33%,35.20%,36.68%,Upgrade
