Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,510","1,347","1,099","1,034","1,104.3","1,309.64","1,428.77",633.84,"1,360.53","1,354.69",Upgrade
Revenue Growth (YoY),12.10%,22.57%,6.29%,-6.37%,-15.68%,-8.34%,125.41%,-53.41%,0.43%,-2.85%,Upgrade
Gross Profit,"1,510","1,347","1,099","1,034","1,104.3","1,309.64","1,428.77",633.84,"1,360.53","1,354.69",Upgrade
"Selling, General & Admin",604,518,511,511,546.63,641.22,638.11,615.6,579.17,591.78,Upgrade
Other Operating Expenses,80,23,0,0,0,0.21,13.54,9.05,8.3,15.78,Upgrade
Operating Expenses,684,541,511,511,546.63,641.43,651.65,624.65,587.47,607.56,Upgrade
Operating Income,826,806,588,523,557.67,668.22,777.13,9.2,773.07,747.13,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,141.21,-,-,Upgrade
Pretax Income,826,806,588,523,557.67,668.22,777.13,-132.01,773.07,747.13,Upgrade
Income Tax,176,210,77,128,135.25,202.01,281.73,-84.86,287.67,271.58,Upgrade
Net Income,650,596,511,395,422.42,466.2,495.4,-47.16,485.4,475.55,Upgrade
Preferred Dividends,33,33,33,33,32.83,24.62,0,0,0,0,Upgrade
Net Income Common,617,563,478,362,389.59,441.58,495.4,-47.16,485.4,475.55,Upgrade
Net Income Growth,9.59%,17.78%,32.04%,-7.08%,-11.77%,-10.86%,-,-,2.07%,-5.10%,Upgrade
Shares Outstanding (Basic),466,465,464,467,490,489,487,485,443,441,Upgrade
Shares Change,0.24%,0.24%,-0.74%,-4.69%,0.26%,0.41%,0.44%,9.56%,0.40%,0.40%,Upgrade
EPS (Basic),1.26,1.20,1.02,0.77,0.79,0.90,1.01,-0.11,1.09,1.08,Upgrade
EPS (Diluted),1.26,1.20,1.02,0.77,0.79,0.90,1.01,-0.11,1.09,1.08,Upgrade
EPS Growth,5.00%,17.65%,32.47%,-2.53%,-12.22%,-10.89%,-,-,0.93%,-4.42%,Upgrade
Free Cash Flow Per Share,2.19,0.61,0.72,1.11,1.08,2.66,1.38,-0.94,1.47,3.04,Upgrade
Dividend Per Share,0.680,0.680,0.680,0.680,0.680,0.680,0.680,1.000,1.000,1.000,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,-32.00%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,54.70%,59.84%,53.50%,50.58%,50.50%,51.02%,54.39%,1.45%,56.82%,55.15%,Upgrade
Profit Margin,40.86%,41.80%,43.49%,35.01%,35.28%,33.72%,34.67%,-7.44%,35.68%,35.10%,Upgrade
Free Cash Flow Margin,67.75%,21.23%,30.48%,50.19%,48.04%,99.18%,47.00%,-71.82%,47.70%,98.82%,Upgrade
Effective Tax Rate,21.31%,26.05%,13.10%,24.47%,24.25%,30.23%,36.25%,-,37.21%,36.35%,Upgrade
EBITDA,849,827,612,550,589.99,701.23,812.33,-95.17,809.16,791,Upgrade
EBITDA Margin,56.23%,61.40%,55.69%,53.19%,53.43%,53.54%,56.86%,-15.02%,59.47%,58.39%,Upgrade
Depreciation & Amortization,23,21,24,27,32.32,33.01,35.2,36.84,36.09,43.88,Upgrade
EBIT,826,806,588,523,557.67,668.22,777.13,-132.01,773.07,747.13,Upgrade
EBIT Margin,54.70%,59.84%,53.50%,50.58%,50.50%,51.02%,54.39%,-20.83%,56.82%,55.15%,Upgrade
