Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Revenue,81.54,72.55,56.63,61.92,59.66,58.36,51.88,50.96,41.64,36.26,Upgrade
Revenue Growth (YoY),12.39%,28.12%,-8.55%,3.79%,2.24%,12.49%,1.81%,22.36%,14.83%,18.75%,Upgrade
Cost of Revenue,19.87,33.98,17.94,5.33,29.5,17.77,11.17,11.98,9.7,7.88,Upgrade
Gross Profit,61.68,38.58,38.68,56.6,30.17,40.59,40.71,38.98,31.95,28.38,Upgrade
"Selling, General & Admin",7,6.4,5.88,6.42,6.12,4.12,4.19,4.24,3.26,3.13,Upgrade
Operating Expenses,7,6.4,5.88,6.42,6.12,4.12,4.19,4.24,3.26,3.13,Upgrade
Operating Income,54.68,32.18,32.8,50.17,24.05,36.47,36.52,34.74,28.69,25.26,Upgrade
Interest Expense / Income,15.88,13.08,4.44,3.96,6.15,4.03,3.54,4.15,3.54,2.08,Upgrade
Other Expense / Income,3.26,-83.22,-14.09,53.45,-63.69,-28.25,-11.78,5.73,-25.07,24.51,Upgrade
Pretax Income,35.55,102.32,42.45,-7.23,81.59,60.69,44.76,24.85,50.21,-1.33,Upgrade
Net Income,35.55,102.32,42.45,-7.23,81.59,60.69,44.76,24.85,50.21,-1.33,Upgrade
Net Income Growth,-65.26%,141.00%,-,-,34.44%,35.57%,80.10%,-50.50%,-,-,Upgrade
Shares Outstanding (Basic),33,33,33,33,33,32,30,30,27,26,Upgrade
Shares Outstanding (Diluted),33,33,33,33,33,32,30,30,27,26,Upgrade
Shares Change,0.32%,0.09%,0.95%,0.18%,1.67%,6.60%,0.01%,13.51%,0.72%,9.45%,Upgrade
EPS (Basic),1.07,3.08,1.28,-0.22,2.49,1.88,1.48,0.82,1.88,-0.05,Upgrade
EPS (Diluted),1.07,3.08,1.28,-0.22,2.49,1.88,1.48,0.82,1.88,-0.05,Upgrade
EPS Growth,-65.26%,140.63%,-,-,32.45%,27.03%,80.49%,-56.38%,-,-,Upgrade
Free Cash Flow Per Share,-0.14,1.10,-0.90,1.07,2.85,-0.92,1.08,0.14,-3.66,-1.27,Upgrade
Dividend Per Share,1.410,1.170,0.930,1.032,0.930,0.894,0.750,0.752,0.720,0.710,Upgrade
Dividend Growth,20.51%,25.81%,-9.88%,10.97%,4.03%,19.20%,-0.27%,4.44%,1.41%,18.33%,Upgrade
Gross Margin,75.64%,53.17%,68.31%,91.39%,50.56%,69.55%,78.47%,76.49%,76.72%,78.27%,Upgrade
Operating Margin,67.06%,44.35%,57.93%,81.02%,40.30%,62.49%,70.40%,68.18%,68.89%,69.64%,Upgrade
Profit Margin,43.59%,141.02%,74.97%,-11.68%,136.75%,104.00%,86.29%,48.78%,120.58%,-3.66%,Upgrade
Free Cash Flow Margin,-5.52%,50.45%,-52.50%,57.02%,156.91%,-50.95%,62.85%,8.01%,-234.26%,-92.69%,Upgrade
EBITDA,51.42,115.39,46.89,-3.28,87.74,64.72,48.3,29.01,53.75,0.75,Upgrade
EBITDA Margin,63.06%,159.05%,82.81%,-5.29%,147.05%,110.91%,93.11%,56.93%,129.08%,2.06%,Upgrade
EBIT,51.42,115.39,46.89,-3.28,87.74,64.72,48.3,29.01,53.75,0.75,Upgrade
EBIT Margin,63.06%,159.05%,82.81%,-5.29%,147.05%,110.91%,93.11%,56.93%,129.08%,2.06%,Upgrade
