Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,533.68,414.55,259.11,281.52,223.61,201.57,160.95,140.63,128.51,140.72,Upgrade
Revenue Growth (YoY),28.74%,59.99%,-7.96%,25.90%,10.93%,25.24%,14.45%,9.43%,-8.68%,9.43%,Upgrade
Gross Profit,533.68,414.55,259.11,281.52,223.61,201.57,160.95,140.63,128.51,140.72,Upgrade
"Selling, General & Admin",178.18,153.43,114.8,102,81.91,76.72,61.46,57.01,58.24,58.69,Upgrade
Other Operating Expenses,96.03,92.49,52.36,63.48,37.12,38.33,24.65,25.22,29.22,31.95,Upgrade
Operating Expenses,274.22,245.92,167.16,165.49,119.03,115.05,86.11,82.23,87.46,90.64,Upgrade
Operating Income,259.46,168.63,91.95,116.04,104.58,86.52,74.84,58.4,41.04,50.08,Upgrade
Pretax Income,259.46,168.63,91.95,116.04,104.58,86.52,74.84,58.4,41.04,50.08,Upgrade
Income Tax,56.42,35.58,17.56,23.3,15.36,38.33,26,19.95,13.87,16.98,Upgrade
Net Income,203.04,133.06,74.38,92.74,89.22,48.19,48.84,38.45,27.17,33.1,Upgrade
Preferred Dividends,4.04,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,199,133.06,74.38,92.74,89.22,48.19,48.84,38.45,27.17,33.1,Upgrade
Net Income Growth,49.56%,78.88%,-19.79%,3.95%,85.14%,-1.32%,27.01%,41.50%,-17.92%,31.88%,Upgrade
Shares Outstanding (Basic),37,38,26,27,23,23,20,20,20,19,Upgrade
Shares Change,-2.99%,46.40%,-1.17%,14.93%,0.04%,15.26%,-0.06%,1.20%,2.64%,7.31%,Upgrade
EPS (Basic),5.32,3.86,2.76,3.56,3.86,2.10,2.44,1.92,1.38,1.78,Upgrade
EPS (Diluted),5.31,3.86,2.76,3.55,3.83,2.07,2.41,1.89,1.35,1.73,Upgrade
EPS Growth,37.56%,39.86%,-22.25%,-7.31%,85.02%,-14.11%,27.51%,40.00%,-21.97%,26.28%,Upgrade
Free Cash Flow Per Share,5.81,4.12,5.08,3.25,4.58,1.88,4.00,2.25,1.50,1.45,Upgrade
Dividend Per Share,0.900,0.750,0.720,0.620,0.470,0.440,0.410,0.262,0.209,0.210,Upgrade
Dividend Growth,20.00%,4.17%,16.13%,31.91%,6.82%,7.32%,56.49%,25.36%,-0.48%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.62%,40.68%,35.49%,41.22%,46.77%,42.92%,46.50%,41.53%,31.94%,35.59%,Upgrade
Profit Margin,37.29%,32.10%,28.71%,32.94%,39.90%,23.91%,30.34%,27.34%,21.15%,23.52%,Upgrade
Free Cash Flow Margin,40.55%,38.13%,51.43%,30.59%,47.30%,21.45%,49.72%,32.05%,23.03%,19.88%,Upgrade
Effective Tax Rate,21.74%,21.10%,19.10%,20.08%,14.69%,44.30%,34.74%,34.16%,33.80%,33.90%,Upgrade
EBITDA,270.4,180.47,103.77,127.3,110.61,92.41,78.19,61.51,44.54,54.77,Upgrade
EBITDA Margin,50.67%,43.53%,40.05%,45.22%,49.47%,45.84%,48.58%,43.74%,34.66%,38.92%,Upgrade
Depreciation & Amortization,10.94,11.84,11.83,11.26,6.04,5.89,3.35,3.11,3.49,4.69,Upgrade
EBIT,259.46,168.63,91.95,116.04,104.58,86.52,74.84,58.4,41.04,50.08,Upgrade
EBIT Margin,48.62%,40.68%,35.49%,41.22%,46.77%,42.92%,46.50%,41.53%,31.94%,35.59%,Upgrade
