Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,218.06,210.38,164.88,165.31,131.85,108.54,95.02,82.44,78.56,78.18,Upgrade
Revenue Growth (YoY),3.65%,27.60%,-0.26%,25.38%,21.47%,14.23%,15.26%,4.94%,0.49%,17.43%,Upgrade
Gross Profit,218.06,210.38,164.88,165.31,131.85,108.54,95.02,82.44,78.56,78.18,Upgrade
"Selling, General & Admin",110.46,101.5,91.06,92.62,78.18,68.6,60.15,56.57,53.74,51.33,Upgrade
Other Operating Expenses,15.25,23.59,14.41,16.63,19.67,12.52,12.26,21.51,10.42,9.41,Upgrade
Operating Expenses,125.71,125.09,105.47,109.24,97.85,81.12,72.42,78.08,64.16,60.74,Upgrade
Operating Income,92.35,85.29,59.41,56.07,34,27.42,22.61,4.36,14.41,17.44,Upgrade
Other Expense / Income,-,0.8,2.16,-,-,-,-,-,-,8.69,Upgrade
Pretax Income,92.35,84.5,57.25,56.07,34,27.42,22.61,4.36,14.41,8.76,Upgrade
Income Tax,24.8,21.26,12.29,13.93,14.4,8.82,6.78,-1.27,4.22,2.25,Upgrade
Net Income,67.55,63.23,44.97,42.14,19.6,18.6,15.82,5.63,10.19,6.51,Upgrade
Net Income Growth,6.82%,40.63%,6.70%,115.05%,5.34%,17.58%,181.08%,-44.75%,56.59%,28.12%,Upgrade
Shares Outstanding (Basic),71,82,82,91,83,85,90,92,91,91,Upgrade
Shares Outstanding (Diluted),71,82,82,91,83,85,90,92,91,91,Upgrade
Shares Change,-13.91%,-0.05%,-9.52%,10.23%,-2.38%,-5.54%,-2.41%,1.06%,-0.48%,-0.49%,Upgrade
EPS (Basic),0.95,0.77,0.55,0.46,0.24,0.22,0.18,0.06,0.11,0.07,Upgrade
EPS (Diluted),0.95,0.77,0.55,0.46,0.24,0.22,0.18,0.06,0.11,0.07,Upgrade
EPS Growth,23.38%,40.00%,19.57%,91.67%,9.09%,22.22%,200.00%,-45.45%,57.14%,20.69%,Upgrade
Free Cash Flow Per Share,1.11,0.91,0.17,0.36,0.45,0.41,0.41,0.20,0.25,0.32,Upgrade
Dividend Per Share,0.430,0.350,0.290,0.370,0.250,0.100,0.080,-,-,-,Upgrade
Dividend Growth,22.86%,20.69%,-21.62%,48.00%,150.00%,25.00%,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,42.35%,40.54%,36.03%,33.92%,25.79%,25.27%,23.79%,5.29%,18.34%,22.31%,Upgrade
Profit Margin,30.98%,30.06%,27.27%,25.49%,14.86%,17.14%,16.65%,6.83%,12.97%,8.32%,Upgrade
Free Cash Flow Margin,36.23%,35.56%,8.35%,19.95%,27.93%,31.78%,38.94%,22.44%,28.57%,37.22%,Upgrade
Effective Tax Rate,26.86%,25.16%,21.46%,24.84%,42.36%,32.16%,30.01%,-29.11%,29.27%,25.70%,Upgrade
EBITDA,99,91.34,63.06,61.53,37.59,30.4,25.76,7.5,17.17,11.5,Upgrade
EBITDA Margin,45.40%,43.42%,38.25%,37.22%,28.51%,28.01%,27.11%,9.09%,21.86%,14.71%,Upgrade
Depreciation & Amortization,6.66,6.84,5.81,5.46,3.59,2.98,3.16,3.14,2.77,2.75,Upgrade
EBIT,92.35,84.5,57.25,56.07,34,27.42,22.61,4.36,14.41,8.76,Upgrade
EBIT Margin,42.35%,40.16%,34.72%,33.92%,25.79%,25.27%,23.79%,5.29%,18.34%,11.20%,Upgrade
