Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Revenue,301.35,304.32,249.91,266.53,274.12,228.3,218.92,298.94,183.76,149.47,Upgrade
Revenue Growth (YoY),-0.98%,21.77%,-6.23%,-2.77%,20.07%,4.28%,-26.77%,62.68%,22.94%,76.26%,Upgrade
Gross Profit,301.35,304.32,249.91,266.53,274.12,228.3,218.92,298.94,183.76,149.47,Upgrade
"Selling, General & Admin",193.73,175.7,159.54,182.77,176.43,162.52,144.43,149.94,104.27,91.6,Upgrade
Other Operating Expenses,47.53,39.56,35.29,30.22,36.41,16.69,11.04,11.82,5.95,6.33,Upgrade
Operating Expenses,241.26,215.26,194.83,212.99,212.84,179.21,155.47,161.76,110.21,97.93,Upgrade
Operating Income,60.09,89.06,55.08,53.53,61.28,49.09,63.45,137.19,73.55,51.54,Upgrade
Interest Expense / Income,14.94,12.33,9.67,11.24,7.96,0,0,0,0,0,Upgrade
Other Expense / Income,5.2,20.06,80.64,42.17,2.28,-9.1,7.89,-,-,-,Upgrade
Pretax Income,39.95,56.67,-35.22,0.12,51.04,58.19,55.56,137.19,73.55,51.54,Upgrade
Income Tax,-10.73,6.87,0.43,10.55,14.41,30.99,29.41,57.13,12.5,0,Upgrade
Net Income,50.68,49.8,-35.66,-10.43,36.63,27.2,26.16,80.05,61.05,51.54,Upgrade
Net Income Growth,1.78%,-,-,-,34.69%,3.99%,-67.33%,31.12%,18.46%,367.24%,Upgrade
Shares Outstanding (Basic),143,144,149,152,147,135,134,137,132,127,Upgrade
Shares Outstanding (Diluted),159,161,149,152,158,136,136,139,139,140,Upgrade
Shares Change,-1.46%,8.46%,-2.07%,-4.16%,16.48%,0.34%,-2.37%,0.20%,-0.89%,1.33%,Upgrade
EPS (Basic),0.31,0.31,-0.25,-0.08,0.23,0.20,0.19,0.58,0.46,0.41,Upgrade
EPS (Diluted),0.31,0.31,-0.25,-0.08,0.23,0.20,0.19,0.58,0.44,0.37,Upgrade
EPS Growth,0%,-,-,-,15.00%,5.26%,-67.24%,31.82%,18.92%,362.50%,Upgrade
Free Cash Flow Per Share,0.38,0.52,0.31,0.38,0.26,0.36,0.40,1.11,0.59,0.51,Upgrade
Dividend Per Share,0.120,0.120,0.120,0.120,0.120,0.320,0.320,0.570,0.080,-,Upgrade
Dividend Growth,0%,0%,0%,0%,-62.50%,0%,-43.86%,612.50%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,19.94%,29.26%,22.04%,20.09%,22.36%,21.50%,28.98%,45.89%,40.02%,34.48%,Upgrade
Profit Margin,16.82%,16.36%,-14.27%,-3.91%,13.36%,11.91%,11.95%,26.78%,33.22%,34.48%,Upgrade
Free Cash Flow Margin,18.21%,24.65%,18.67%,21.55%,13.64%,21.12%,24.59%,51.01%,42.30%,42.76%,Upgrade
Effective Tax Rate,-26.87%,12.13%,-,8715.70%,28.23%,53.26%,52.93%,41.65%,16.99%,-,Upgrade
EBITDA,56.11,71.69,-21.35,15.58,60.3,59.59,56.87,138.19,74.37,51.98,Upgrade
EBITDA Margin,18.62%,23.56%,-8.54%,5.85%,22.00%,26.10%,25.98%,46.23%,40.47%,34.77%,Upgrade
Depreciation & Amortization,1.23,2.69,4.2,4.22,1.3,1.4,1.31,1.01,0.82,0.44,Upgrade
EBIT,54.89,69,-25.55,11.36,59,58.19,55.56,137.19,73.55,51.54,Upgrade
EBIT Margin,18.21%,22.67%,-10.23%,4.26%,21.52%,25.49%,25.38%,45.89%,40.02%,34.48%,Upgrade
