Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"94,950","89,113","85,528","91,244","91,020","87,126","83,701","82,965","85,894","88,942",Upgrade
Revenue Growth (YoY),6.55%,4.19%,-6.26%,0.25%,4.47%,4.09%,0.89%,-3.41%,-3.43%,6.73%,Upgrade
Gross Profit,"94,950","89,113","85,528","91,244","91,020","87,126","83,701","82,965","85,894","88,942",Upgrade
"Selling, General & Admin","51,506","50,081","46,558","47,492","45,742","46,946","55,083","57,617","74,720","68,128",Upgrade
Other Operating Expenses,"9,932","9,650","8,655","7,408","7,412","7,571",0,0,936,"1,086",Upgrade
Operating Expenses,"61,438","59,731","55,213","54,900","53,154","54,517","55,083","57,617","75,656","69,214",Upgrade
Operating Income,"33,512","29,382","30,315","36,344","37,866","32,609","28,618","25,348","10,238","19,728",Upgrade
Other Expense / Income,"2,543","-4,594","11,320","3,590","3,282","3,396","3,597","3,161","2,275","3,556",Upgrade
Pretax Income,"30,969","33,976","18,995","32,754","34,584","29,213","25,021","22,187","7,963","16,172",Upgrade
Income Tax,"3,441","1,998","1,101","5,324","6,437","10,981","7,199","6,277","2,443","4,741",Upgrade
Net Income,"27,528","31,978","17,894","27,430","28,147","18,232","17,822","15,910","5,520","11,431",Upgrade
Preferred Dividends,"1,513","1,421","1,421","1,432","1,451","1,614","1,682","1,483","1,044","1,349",Upgrade
Net Income Common,"26,015","30,557","16,473","25,998","26,696","16,618","16,140","14,427","4,476","10,082",Upgrade
Net Income Growth,-14.86%,85.50%,-36.64%,-2.61%,60.65%,2.96%,11.87%,222.32%,-55.60%,265.29%,Upgrade
Shares Outstanding (Basic),"8,114","8,493","8,753","9,391","10,097","10,196","10,284","10,462","10,528","10,731",Upgrade
Shares Outstanding (Diluted),"8,168","8,558","8,797","9,443","10,237","10,778","11,047","11,236","10,585","11,491",Upgrade
Shares Change,-4.57%,-2.71%,-6.84%,-7.76%,-5.02%,-2.43%,-1.69%,6.16%,-7.89%,6.00%,Upgrade
EPS (Basic),3.21,3.60,1.88,2.77,2.64,1.63,1.57,1.38,0.43,0.94,Upgrade
EPS (Diluted),3.19,3.57,1.87,2.75,2.61,1.56,1.49,1.31,0.42,0.90,Upgrade
EPS Growth,-10.64%,90.91%,-32.00%,5.36%,67.31%,4.70%,13.74%,211.90%,-53.33%,260.00%,Upgrade
Free Cash Flow Per Share,-0.78,-0.85,4.34,6.58,3.91,0.97,1.68,2.71,2.92,8.65,Upgrade
Dividend Per Share,0.860,0.780,0.720,0.660,0.540,0.390,0.250,0.200,0.120,0.040,Upgrade
Dividend Growth,10.26%,8.33%,9.09%,22.22%,38.46%,56.00%,25.00%,66.67%,200.00%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.29%,32.97%,35.44%,39.83%,41.60%,37.43%,34.19%,30.55%,11.92%,22.18%,Upgrade
Profit Margin,27.40%,34.29%,19.26%,28.49%,29.33%,19.07%,19.28%,17.39%,5.21%,11.34%,Upgrade
Free Cash Flow Margin,-6.66%,-8.07%,44.42%,67.71%,43.42%,11.32%,20.64%,34.23%,35.85%,104.36%,Upgrade
Effective Tax Rate,11.11%,5.88%,5.80%,16.25%,18.61%,37.59%,28.77%,28.29%,30.68%,29.32%,Upgrade
EBITDA,"32,947","35,874","20,838","34,483","36,647","31,316","27,262","24,576","10,485","18,855",Upgrade
EBITDA Margin,34.70%,40.26%,24.36%,37.79%,40.26%,35.94%,32.57%,29.62%,12.21%,21.20%,Upgrade
Depreciation & Amortization,"1,978","1,898","1,843","1,729","2,063","2,103","2,241","2,389","2,522","2,683",Upgrade
EBIT,"30,969","33,976","18,995","32,754","34,584","29,213","25,021","22,187","7,963","16,172",Upgrade
EBIT Margin,32.62%,38.13%,22.21%,35.90%,38.00%,33.53%,29.89%,26.74%,9.27%,18.18%,Upgrade
