Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,332.2,268.09,207.58,220.7,191.46,184.58,162.76,135.86,125.42,116.16,Upgrade
Revenue Growth (YoY),23.91%,29.15%,-5.95%,15.27%,3.72%,13.41%,19.80%,8.32%,7.97%,16.73%,Upgrade
Gross Profit,332.2,268.09,207.58,220.7,191.46,184.58,162.76,135.86,125.42,116.16,Upgrade
"Selling, General & Admin",145.29,112.82,103.31,99.97,95.49,86.75,80.98,70.61,66.7,62.54,Upgrade
Other Operating Expenses,42.92,27.94,29.49,26.79,15.52,14.78,18.82,14.01,12.21,14.97,Upgrade
Operating Expenses,188.21,140.76,132.8,126.76,111.01,101.53,99.8,84.62,78.9,77.51,Upgrade
Operating Income,143.99,127.34,74.78,93.94,80.45,83.06,62.96,51.24,46.52,38.65,Upgrade
Other Expense / Income,-,-,-,-,0.16,3.01,0.12,2.59,0.23,1.23,Upgrade
Pretax Income,143.99,127.34,74.78,93.94,80.29,80.05,62.84,48.65,46.29,37.42,Upgrade
Income Tax,36.62,32.29,17.26,23.27,16.89,27.47,21.32,16.17,15.16,12.45,Upgrade
Net Income,107.37,95.04,57.52,70.67,63.4,52.58,41.52,32.48,31.13,24.97,Upgrade
Net Income Growth,12.97%,65.24%,-18.61%,11.47%,20.58%,26.64%,27.82%,4.34%,24.67%,18.21%,Upgrade
Shares Outstanding (Basic),65,51,50,50,47,47,44,38,38,38,Upgrade
Shares Change,28.07%,0.27%,-0.06%,6.34%,0.28%,6.55%,17.24%,-0.01%,0.76%,20.68%,Upgrade
EPS (Basic),1.64,1.85,1.13,1.39,1.32,1.10,0.96,0.85,0.82,0.71,Upgrade
EPS (Diluted),1.63,1.85,1.13,1.38,1.32,1.09,0.95,0.85,0.82,0.71,Upgrade
EPS Growth,-11.89%,63.72%,-18.12%,4.55%,21.10%,14.74%,11.76%,3.66%,15.49%,-1.39%,Upgrade
Free Cash Flow Per Share,1.82,1.79,1.54,1.64,1.57,1.38,1.04,0.97,1.14,1.29,Upgrade
Dividend Per Share,0.570,0.530,0.500,0.490,0.445,0.395,0.370,0.330,0.293,0.271,Upgrade
Dividend Growth,7.55%,6.00%,2.04%,10.11%,12.66%,6.76%,12.12%,12.63%,8.12%,15.32%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.34%,47.50%,36.02%,42.57%,42.02%,45.00%,38.68%,37.71%,37.09%,33.27%,Upgrade
Profit Margin,32.32%,35.45%,27.71%,32.02%,33.12%,28.49%,25.51%,23.91%,24.82%,21.50%,Upgrade
Free Cash Flow Margin,35.60%,33.77%,37.34%,37.62%,38.97%,35.29%,28.34%,26.96%,34.49%,41.67%,Upgrade
Effective Tax Rate,25.43%,25.36%,23.08%,24.77%,21.03%,34.32%,33.93%,33.23%,32.75%,33.27%,Upgrade
EBITDA,160.8,135.6,82.33,99.36,86.44,85.24,67.53,52.47,50.21,41.33,Upgrade
EBITDA Margin,48.40%,50.58%,39.66%,45.02%,45.15%,46.18%,41.49%,38.62%,40.03%,35.58%,Upgrade
Depreciation & Amortization,16.81,8.26,7.55,5.42,6.15,5.19,4.7,3.83,3.92,3.91,Upgrade
EBIT,143.99,127.34,74.78,93.94,80.29,80.05,62.84,48.65,46.29,37.42,Upgrade
EBIT Margin,43.34%,47.50%,36.02%,42.57%,41.94%,43.37%,38.61%,35.81%,36.91%,32.21%,Upgrade
