Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,206.13,208.34,191.89,169.49,156.59,130.52,123.25,117.83,115.17,126.78,Upgrade
Revenue Growth (YoY),-1.06%,8.57%,13.22%,8.24%,19.98%,5.90%,4.60%,2.31%,-9.16%,-11.30%,Upgrade
Gross Profit,206.13,208.34,191.89,169.49,156.59,130.52,123.25,117.83,115.17,126.78,Upgrade
"Selling, General & Admin",111.18,110.82,103.79,96.74,90.17,81.2,76.21,75.48,74.89,76.89,Upgrade
Other Operating Expenses,17.16,20.2,18.62,14.99,17.29,11.49,13.82,12.97,15.06,27.23,Upgrade
Operating Expenses,128.34,131.02,122.41,111.73,107.46,92.69,90.03,88.45,89.95,104.12,Upgrade
Operating Income,77.79,77.31,69.48,57.76,49.13,37.83,33.22,29.38,25.22,22.66,Upgrade
Other Expense / Income,-,-,-,-,-,-0.61,0.32,-,-,-,Upgrade
Pretax Income,77.79,77.31,69.48,57.76,49.13,38.44,32.9,29.38,25.22,22.66,Upgrade
Income Tax,14.44,14.42,13.33,11.33,9.29,17.96,10.14,9.36,7.2,-54.85,Upgrade
Net Income,63.35,62.9,56.15,46.44,39.84,20.48,22.77,20.02,18.02,77.51,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,-4.55,Upgrade
Net Income Common,63.35,62.9,56.15,46.44,39.84,20.48,22.77,20.02,18.02,82.06,Upgrade
Net Income Growth,0.73%,12.01%,20.93%,16.56%,94.57%,-10.06%,13.73%,11.08%,-78.04%,275.55%,Upgrade
Shares Outstanding (Basic),21,21,22,22,24,21,21,22,23,23,Upgrade
Shares Change,-1.00%,-2.78%,-2.66%,-6.74%,13.00%,0.41%,-4.72%,-2.85%,0.61%,156.12%,Upgrade
EPS (Basic),3.00,2.91,2.56,2.03,1.70,0.96,1.06,0.88,0.79,5.87,Upgrade
EPS (Diluted),2.97,2.88,2.53,2.00,1.68,0.95,1.05,0.86,0.77,3.55,Upgrade
EPS Growth,3.13%,13.83%,26.50%,19.05%,76.84%,-9.52%,22.09%,11.69%,-78.31%,343.75%,Upgrade
Free Cash Flow Per Share,4.31,4.91,2.53,1.32,1.71,1.61,0.97,0.85,0.40,1.92,Upgrade
Dividend Per Share,0.880,0.840,0.800,0.720,0.600,0.420,0.340,0.260,0.180,-,Upgrade
Dividend Growth,4.76%,5.00%,11.11%,20.00%,42.86%,23.53%,30.77%,44.44%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.74%,37.11%,36.21%,34.08%,31.38%,28.99%,26.95%,24.93%,21.90%,17.87%,Upgrade
Profit Margin,30.73%,30.19%,29.26%,27.40%,25.44%,15.69%,18.47%,16.99%,15.65%,64.73%,Upgrade
Free Cash Flow Margin,44.04%,50.10%,28.89%,17.48%,26.29%,26.35%,16.76%,16.17%,7.89%,34.51%,Upgrade
Effective Tax Rate,18.56%,18.65%,19.18%,19.61%,18.92%,46.73%,30.80%,31.87%,28.53%,-242.08%,Upgrade
EBITDA,88.62,89.44,78.64,63.82,55.17,45.4,38.12,33.93,25.22,22.66,Upgrade
EBITDA Margin,42.99%,42.93%,40.98%,37.65%,35.23%,34.78%,30.93%,28.80%,21.90%,17.87%,Upgrade
Depreciation & Amortization,10.83,12.13,9.16,6.06,6.03,6.96,5.22,4.55,0,0,Upgrade
EBIT,77.79,77.31,69.48,57.76,49.13,38.44,32.9,29.38,25.22,22.66,Upgrade
EBIT Margin,37.74%,37.11%,36.21%,34.08%,31.38%,29.45%,26.69%,24.93%,21.90%,17.87%,Upgrade
