Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,108.04,108.52,89.04,84.53,80.8,77.93,72.62,69.02,69.04,42.6,Upgrade
Revenue Growth (YoY),-0.44%,21.87%,5.34%,4.62%,3.68%,7.31%,5.21%,-0.03%,62.06%,-0.34%,Upgrade
Gross Profit,108.04,108.52,89.04,84.53,80.8,77.93,72.62,69.02,69.04,42.6,Upgrade
"Selling, General & Admin",52.85,44.72,45.07,45.04,41.72,38.92,33.98,32.85,28.75,19.97,Upgrade
Other Operating Expenses,10.31,10.49,9.8,10.6,10.77,12.37,14.05,13.93,17.18,16.43,Upgrade
Operating Expenses,63.16,55.21,54.87,55.64,52.49,51.29,48.03,46.78,45.93,36.4,Upgrade
Operating Income,44.89,53.31,34.18,28.89,28.31,26.64,24.59,22.24,23.11,6.21,Upgrade
Other Expense / Income,-0.48,-0.21,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,45.37,53.52,34.18,28.89,28.31,26.64,24.59,22.24,23.11,6.21,Upgrade
Income Tax,7.28,10,4.82,3.16,3.39,8.18,5.01,4.52,5.46,0.49,Upgrade
Net Income,38.09,43.52,29.35,25.74,24.92,18.46,19.58,17.72,17.65,5.72,Upgrade
Net Income Growth,-12.48%,48.26%,14.06%,3.27%,35.02%,-5.75%,10.49%,0.42%,208.50%,-45.97%,Upgrade
Shares Outstanding (Basic),7,7,7,7,7,7,7,8,8,5,Upgrade
Shares Outstanding (Diluted),7,7,7,7,7,7,7,8,8,5,Upgrade
Shares Change,-0.33%,-1.40%,-1.01%,0.13%,0.10%,-0.01%,-1.59%,-0.60%,59.77%,5.94%,Upgrade
EPS (Basic),5.31,6.05,4.02,3.48,3.37,2.50,2.65,2.36,2.34,1.21,Upgrade
EPS (Diluted),5.28,6.02,4.00,3.47,3.37,2.50,2.65,2.36,2.34,1.21,Upgrade
EPS Growth,-12.29%,50.50%,15.27%,2.97%,34.80%,-5.66%,12.29%,0.85%,93.39%,-48.95%,Upgrade
Free Cash Flow Per Share,4.84,5.00,4.83,4.26,3.92,3.02,2.88,3.30,3.07,2.63,Upgrade
Dividend Per Share,1.580,1.500,1.440,1.370,1.310,1.260,1.240,1.240,0.930,0.920,Upgrade
Dividend Growth,5.33%,4.17%,5.11%,4.58%,3.97%,1.61%,0%,33.33%,1.09%,6.98%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.55%,49.12%,38.38%,34.18%,35.04%,34.18%,33.86%,32.23%,33.47%,14.57%,Upgrade
Profit Margin,35.25%,40.10%,32.97%,30.44%,30.84%,23.68%,26.97%,25.68%,25.56%,13.43%,Upgrade
Free Cash Flow Margin,32.11%,33.12%,39.67%,37.24%,35.84%,28.67%,29.32%,35.89%,33.53%,29.21%,Upgrade
Effective Tax Rate,16.04%,18.68%,14.11%,10.92%,11.98%,30.71%,20.37%,20.32%,23.62%,7.82%,Upgrade
EBITDA,49.4,57.16,38.43,33.1,31.53,29.62,27.44,25.03,26.11,7.46,Upgrade
EBITDA Margin,45.72%,52.67%,43.15%,39.16%,39.02%,38.01%,37.78%,36.27%,37.82%,17.50%,Upgrade
Depreciation & Amortization,4.03,3.64,4.25,4.21,3.21,2.98,2.85,2.79,3.01,1.25,Upgrade
EBIT,45.37,53.52,34.18,28.89,28.31,26.64,24.59,22.24,23.11,6.21,Upgrade
EBIT Margin,41.99%,49.31%,38.38%,34.18%,35.04%,34.18%,33.86%,32.23%,33.47%,14.57%,Upgrade
