Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 2004
Revenue,"1,525,191","2,917,161","2,031,331","2,083,879","2,602,975","2,237,682","2,854,098","2,907,115","2,230,298","2,309,996",Upgrade
Revenue Growth (YoY),-47.72%,43.61%,-2.52%,-19.94%,16.32%,-21.60%,-1.82%,30.35%,-3.45%,8.23%,Upgrade
Gross Profit,"1,525,191","2,917,161","2,031,331","2,083,879","2,602,975","2,237,682","2,854,098","2,907,115","2,230,298","2,309,996",Upgrade
"Selling, General & Admin","1,686,744","1,706,383","1,735,691","1,841,709","1,655,252","1,606,024","1,541,521","1,459,218","1,368,494","1,292,724",Upgrade
Other Operating Expenses,"80,935","182,014","142,150","157,110","108,425","151,283","115,972","180,244","135,461","132,092",Upgrade
Operating Expenses,"1,767,679","1,888,397","1,877,841","1,998,819","1,763,677","1,757,307","1,657,493","1,639,462","1,503,955","1,424,816",Upgrade
Operating Income,"-242,488","1,028,764","153,490","85,060","839,298","480,375","1,196,605","1,267,653","726,343","885,180",Upgrade
Other Expense / Income,"3,251","236,283","-43,880","-8,746","24,086","26,691",-429,"27,185","1,751","5,744",Upgrade
Pretax Income,"-245,739","792,481","197,370","93,806","815,212","453,684","1,197,034","1,240,468","724,592","879,436",Upgrade
Income Tax,"-141,017","210,716","47,175","9,335","237,604","91,244","346,542","437,420","226,108","4,024",Upgrade
Net Income,"-104,722","581,765","150,195","84,471","577,608","362,440","850,492","803,048","498,484","875,412",Upgrade
Net Income Growth,-,287.34%,77.81%,-85.38%,59.37%,-57.38%,5.91%,61.10%,-43.06%,33.37%,Upgrade
Shares Outstanding (Basic),"2,539","2,539","2,539","2,539","2,539","2,503","2,462","2,426","2,416","2,405",Upgrade
Shares Change,-,-,0.01%,0.01%,1.42%,1.66%,1.48%,0.41%,0.49%,10.40%,Upgrade
EPS (Basic),-8.26,45.85,11.84,6.66,45.54,28.66,68.38,65.50,40.66,72.10,Upgrade
EPS (Diluted),-8.26,45.85,11.84,6.66,45.52,28.56,67.00,63.28,39.28,68.94,Upgrade
EPS Growth,-,287.33%,77.75%,-85.37%,59.38%,-57.37%,5.88%,61.10%,-43.02%,28.72%,Upgrade
Free Cash Flow Per Share,423.79,21.34,-336.11,40.26,-33.95,63.15,-8.07,68.21,457.99,-119.87,Upgrade
Dividend Per Share,-,-,-,0.067,0.135,0.126,0.061,0.051,0.114,0.123,Upgrade
Dividend Growth,-,-,-,-50.37%,7.14%,106.56%,19.61%,-55.26%,-7.32%,-12.14%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,-15.90%,35.27%,7.56%,4.08%,32.24%,21.47%,41.93%,43.61%,32.57%,38.32%,Upgrade
Profit Margin,-6.87%,19.94%,7.39%,4.05%,22.19%,16.20%,29.80%,27.62%,22.35%,37.90%,Upgrade
Free Cash Flow Margin,352.78%,9.29%,-210.07%,24.53%,-16.56%,35.32%,-3.48%,28.47%,248.11%,-62.40%,Upgrade
Effective Tax Rate,-,26.59%,23.90%,9.95%,29.15%,20.11%,28.95%,35.26%,31.20%,0.46%,Upgrade
EBITDA,"-17,342","1,024,158","441,094","448,970","994,370","624,886","1,364,964","1,406,996","885,850","1,036,601",Upgrade
EBITDA Margin,-1.14%,35.11%,21.71%,21.54%,38.20%,27.93%,47.82%,48.40%,39.72%,44.87%,Upgrade
Depreciation & Amortization,"228,397","231,677","243,724","355,164","179,158","171,202","167,930","166,528","161,258","157,165",Upgrade
EBIT,"-245,739","792,481","197,370","93,806","815,212","453,684","1,197,034","1,240,468","724,592","879,436",Upgrade
EBIT Margin,-16.11%,27.17%,9.72%,4.50%,31.32%,20.27%,41.94%,42.67%,32.49%,38.07%,Upgrade
