Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Revenue,142.45,122.54,114.53,110.36,102.56,97.36,92.7,87.56,84.08,83.68,Upgrade
Revenue Growth (YoY),16.25%,7.00%,3.77%,7.61%,5.34%,5.02%,5.87%,4.15%,0.48%,0.58%,Upgrade
Gross Profit,142.45,122.54,114.53,110.36,102.56,97.36,92.7,87.56,84.08,83.68,Upgrade
"Selling, General & Admin",62.14,56.64,54.24,52.89,51.34,58.53,56.24,52.91,52.12,50.81,Upgrade
Other Operating Expenses,15.91,14.04,13.21,12.17,11.37,1.08,1.19,1.12,1.08,1.03,Upgrade
Operating Expenses,78.05,70.68,67.45,65.06,62.71,59.61,57.43,54.03,53.2,51.84,Upgrade
Operating Income,64.4,51.86,47.08,45.31,39.86,37.75,35.27,33.53,30.87,31.84,Upgrade
Pretax Income,64.4,51.86,47.08,45.31,39.86,37.75,35.27,33.53,30.87,31.84,Upgrade
Income Tax,14.55,11.04,9.6,9.03,10.53,11.22,10.61,10.17,9.08,9.66,Upgrade
Net Income,49.86,40.83,37.48,36.28,29.33,26.53,24.66,23.36,21.8,22.18,Upgrade
Net Income Growth,22.12%,8.94%,3.30%,23.71%,10.52%,7.59%,5.57%,7.18%,-1.73%,1.12%,Upgrade
Shares Outstanding (Basic),16,16,16,16,16,16,16,16,16,16,Upgrade
Shares Outstanding (Diluted),17,16,16,16,16,16,16,16,16,16,Upgrade
Shares Change,0.81%,0.30%,0.41%,0.57%,0.76%,1.10%,0.44%,0.47%,0.57%,0.29%,Upgrade
EPS (Basic),3.02,2.48,2.29,2.23,1.82,1.66,1.55,1.47,1.38,1.42,Upgrade
EPS (Diluted),3.01,2.48,2.29,2.23,1.81,1.65,1.55,1.47,1.38,1.41,Upgrade
EPS Growth,21.13%,8.47%,2.97%,22.79%,9.62%,6.44%,5.36%,6.66%,-2.06%,0.86%,Upgrade
Free Cash Flow Per Share,3.79,2.42,2.31,2.39,2.27,2.20,1.84,1.92,2.30,1.64,Upgrade
Dividend Per Share,0.988,0.959,0.931,0.887,0.844,0.819,0.801,0.785,0.770,0.755,Upgrade
Dividend Growth,3.02%,3.01%,4.96%,5.09%,3.05%,2.25%,2.04%,1.95%,1.99%,2.72%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,45.21%,42.32%,41.10%,41.05%,38.86%,38.77%,38.05%,38.30%,36.72%,38.05%,Upgrade
Profit Margin,35.00%,33.32%,32.72%,32.87%,28.59%,27.25%,26.60%,26.68%,25.92%,26.51%,Upgrade
Free Cash Flow Margin,43.96%,32.36%,32.89%,35.07%,35.72%,36.20%,31.51%,34.73%,43.09%,30.65%,Upgrade
Effective Tax Rate,22.59%,21.28%,20.39%,19.92%,26.42%,29.71%,30.08%,30.34%,29.41%,30.34%,Upgrade
EBITDA,72.23,58.73,52.58,50.06,45.25,43.69,41.57,40.58,39.74,40.7,Upgrade
EBITDA Margin,50.70%,47.93%,45.91%,45.36%,44.12%,44.87%,44.84%,46.34%,47.27%,48.64%,Upgrade
Depreciation & Amortization,7.83,6.87,5.5,4.75,5.4,5.94,6.29,7.04,8.87,8.86,Upgrade
EBIT,64.4,51.86,47.08,45.31,39.86,37.75,35.27,33.53,30.87,31.84,Upgrade
EBIT Margin,45.21%,42.32%,41.10%,41.05%,38.86%,38.77%,38.05%,38.30%,36.72%,38.05%,Upgrade
