Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,-152.65,360.31,79.89,256.96,-28.49,174.85,118.04,-12.61,34.5,147.86,Upgrade
Revenue Growth (YoY),-,350.98%,-68.91%,-,-,48.13%,-,-,-76.66%,747.46%,Upgrade
Gross Profit,-152.65,360.31,79.89,256.96,0,0,0,0,0,0,Upgrade
General & Administrative,5.82,6.53,5.98,5.77,5.61,5.49,5.25,4.27,4.22,4.55,Upgrade
Other Operating Expenses,0.2,0.2,0.2,0.18,0.18,0.15,0.16,0.16,0.16,0.14,Upgrade
Operating Expenses,6.02,6.73,6.18,5.95,5.79,5.64,5.4,4.43,4.38,4.69,Upgrade
Operating Income,-158.67,353.58,73.72,251.01,0,0,0,0,0,0,Upgrade
Interest Income,0.91,0.01,0.2,0.83,0.79,0.42,0.12,0.02,0.01,0.01,Upgrade
Other Expense / Income,0.91,0.01,0.2,0.83,35.06,-168.79,-112.52,17.06,-30.11,-143.16,Upgrade
Pretax Income,-158.67,353.58,73.72,251.01,-34.28,169.21,112.64,-17.04,30.13,143.17,Upgrade
Net Income,-158.67,353.58,73.72,251.01,-34.28,169.21,112.64,-17.04,30.13,143.17,Upgrade
Net Income Growth,-,379.65%,-70.63%,-,-,50.23%,-,-,-78.96%,1006.45%,Upgrade
Shares Outstanding (Basic),25,26,25,25,25,25,24,25,26,24,Upgrade
Shares Outstanding (Diluted),25,26,25,25,25,25,24,25,26,24,Upgrade
Shares Change,-2.92%,3.27%,-0.25%,1.85%,0.55%,1.62%,-0.85%,-5.73%,8.87%,-5.16%,Upgrade
EPS (Basic),-6.23,13.47,2.90,9.85,-1.37,6.80,4.60,-0.69,1.15,5.95,Upgrade
EPS (Diluted),-6.23,13.47,2.90,9.85,-1.37,6.80,4.60,-0.69,1.15,5.95,Upgrade
EPS Growth,-,364.48%,-70.56%,-,-,47.83%,-,-,-80.67%,1066.67%,Upgrade
Free Cash Flow Per Share,1.62,2.19,1.29,0.88,0.98,0.72,0.94,1.47,1.13,2.03,Upgrade
Gross Margin,-,100.00%,100.00%,100.00%,-,-,-,-,-,-,Upgrade
Operating Margin,-,98.13%,92.27%,97.68%,-,-,-,-,-,-,Upgrade
Profit Margin,-,98.13%,92.27%,97.68%,-,96.77%,95.42%,-,87.32%,96.83%,Upgrade
Free Cash Flow Margin,-,15.94%,40.93%,8.76%,-,10.28%,19.43%,-,85.77%,32.99%,Upgrade
EBITDA,-158.66,353.58,73.72,251.02,-34.27,169.21,112.64,-17.03,30.16,143.22,Upgrade
EBITDA Margin,-,98.13%,92.28%,97.69%,-,96.78%,95.43%,-,87.40%,96.86%,Upgrade
Depreciation & Amortization,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.03,0.05,Upgrade
EBIT,-158.67,353.58,73.72,251.01,-34.28,169.21,112.64,-17.04,30.13,143.17,Upgrade
EBIT Margin,-,98.13%,92.27%,97.68%,-,96.77%,95.42%,-,87.32%,96.83%,Upgrade
