Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,101.05,117.23,77.56,79.95,68.45,58.21,51.55,43.75,34.65,29.35,Upgrade
Revenue Growth (YoY),-13.81%,51.15%,-2.99%,16.80%,17.59%,12.94%,17.83%,26.27%,18.05%,16.42%,Upgrade
Gross Profit,101.05,117.23,77.56,79.95,68.45,58.21,51.55,43.75,34.65,29.35,Upgrade
"Selling, General & Admin",51.75,46.55,43.88,37.89,33.62,28.01,24.57,22.22,18.75,19.35,Upgrade
Other Operating Expenses,11.19,9.88,9.87,6.58,6.15,6.54,6.61,5.99,6.16,2.46,Upgrade
Operating Expenses,62.93,56.43,53.74,44.47,39.76,34.55,31.18,28.21,24.91,21.81,Upgrade
Operating Income,38.11,60.8,23.82,35.48,28.69,23.66,20.37,15.54,9.74,7.54,Upgrade
Pretax Income,38.11,60.8,23.82,35.48,28.69,23.66,20.37,15.54,9.74,7.54,Upgrade
Income Tax,9,14.09,5.49,7.62,6.4,10.62,7.33,5.37,3.11,2.42,Upgrade
Net Income,29.12,46.71,18.33,27.86,22.29,13.05,13.04,10.17,6.63,5.12,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0.92,0.75,Upgrade
Net Income Common,29.12,46.71,18.33,27.86,22.29,13.05,13.04,10.17,5.71,4.37,Upgrade
Net Income Growth,-37.67%,154.86%,-34.21%,24.99%,70.86%,0.07%,28.22%,78.06%,30.69%,58.41%,Upgrade
Shares Outstanding (Basic),8,8,8,8,7,7,6,6,5,4,Upgrade
Shares Outstanding (Diluted),8,8,8,8,8,7,7,7,5,4,Upgrade
Shares Change,1.04%,2.11%,0.66%,0.45%,4.65%,10.01%,2.44%,26.18%,16.61%,2.74%,Upgrade
EPS (Basic),3.66,5.96,2.37,3.70,3.02,1.86,2.06,1.64,1.15,1.02,Upgrade
EPS (Diluted),3.61,5.85,2.34,3.58,2.88,1.76,1.94,1.55,1.10,0.98,Upgrade
EPS Growth,-38.29%,150.00%,-34.64%,24.31%,63.64%,-9.28%,25.16%,40.91%,12.24%,53.13%,Upgrade
Free Cash Flow Per Share,4.58,6.58,2.10,1.31,4.03,1.69,1.85,2.49,0.50,1.47,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.72%,51.87%,30.71%,44.38%,41.91%,40.65%,39.52%,35.51%,28.11%,25.68%,Upgrade
Profit Margin,28.81%,39.84%,23.63%,34.84%,32.56%,22.41%,25.29%,23.24%,16.48%,14.89%,Upgrade
Free Cash Flow Margin,36.07%,44.02%,20.94%,12.35%,43.48%,20.29%,22.62%,35.33%,7.24%,21.43%,Upgrade
Effective Tax Rate,23.61%,23.18%,23.05%,21.48%,22.31%,44.87%,36.00%,34.56%,31.97%,32.06%,Upgrade
EBITDA,41.81,63.12,26.01,37.39,30.45,25.12,21.62,16.85,10.95,8.74,Upgrade
EBITDA Margin,41.38%,53.84%,33.53%,46.77%,44.48%,43.15%,41.94%,38.51%,31.59%,29.78%,Upgrade
Depreciation & Amortization,3.7,2.32,2.19,1.92,1.76,1.46,1.25,1.31,1.21,1.21,Upgrade
EBIT,38.11,60.8,23.82,35.48,28.69,23.66,20.37,15.54,9.74,7.54,Upgrade
EBIT Margin,37.72%,51.87%,30.71%,44.38%,41.91%,40.65%,39.52%,35.51%,28.11%,25.68%,Upgrade
