Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,713.5,703.1,711.4,835.9,800.4,801.4,779.8,752.1,773.5,723.5,Upgrade
Revenue Growth (YoY),1.48%,-1.17%,-14.89%,4.44%,-0.12%,2.77%,3.68%,-2.77%,6.91%,24.92%,Upgrade
Cost of Revenue,391,315.2,302.4,365.9,376.7,417.2,417.9,429.4,453.4,463.6,Upgrade
Gross Profit,322.5,387.9,409,470,423.7,384.2,361.9,322.7,320.1,259.9,Upgrade
"Selling, General & Admin",263.2,236.3,260.1,275.6,252.7,231.3,219.6,220.6,210.5,203.6,Upgrade
Other Operating Expenses,0,4.1,0.8,0,0,7.5,0,0,0,0,Upgrade
Operating Expenses,263.2,240.4,260.9,275.6,252.7,238.8,219.6,220.6,210.5,203.6,Upgrade
Operating Income,59.3,147.5,148.1,194.4,171,145.4,142.3,102.1,109.6,56.3,Upgrade
Interest Expense / Income,3.5,0.5,0.4,0.6,1.5,1.4,1.6,2.7,3,3.2,Upgrade
Pretax Income,55.8,147,147.7,193.8,169.5,144,140.7,99.4,106.6,53.1,Upgrade
Income Tax,7.4,27.7,27.9,36.7,28.2,42.8,34,5,5.9,-10.7,Upgrade
Net Income,48.4,119.3,119.8,157.1,141.3,101.2,106.7,94.4,100.7,63.8,Upgrade
Net Income Growth,-59.43%,-0.42%,-23.74%,11.18%,39.62%,-5.15%,13.03%,-6.26%,57.84%,-40.31%,Upgrade
Shares Outstanding (Basic),27,28,29,32,33,32,32,32,31,31,Upgrade
Shares Change,-2.75%,-3.64%,-8.78%,-3.00%,1.14%,1.07%,0.03%,1.87%,0.89%,1.58%,Upgrade
EPS (Basic),1.76,4.22,4.01,4.89,4.30,3.11,3.29,2.94,3.19,2.05,Upgrade
EPS (Diluted),1.75,4.17,3.97,4.83,4.24,3.06,3.24,2.90,3.14,2.00,Upgrade
EPS Growth,-58.03%,5.04%,-17.81%,13.92%,38.56%,-5.56%,11.72%,-7.64%,57.00%,-40.65%,Upgrade
Free Cash Flow Per Share,3.57,0.26,0.95,3.47,5.18,4.13,3.67,3.27,5.13,5.20,Upgrade
Dividend Per Share,3.280,1.000,1.000,0.880,0.800,0.600,0.360,0.240,0.240,0.240,Upgrade
Dividend Growth,228.00%,0%,13.64%,10.00%,33.33%,66.67%,50.00%,0%,0%,0%,Upgrade
Gross Margin,45.20%,55.17%,57.49%,56.23%,52.94%,47.94%,46.41%,42.91%,41.38%,35.92%,Upgrade
Operating Margin,8.31%,20.98%,20.82%,23.26%,21.36%,18.14%,18.25%,13.58%,14.17%,7.78%,Upgrade
Profit Margin,6.78%,16.97%,16.84%,18.79%,17.65%,12.63%,13.68%,12.55%,13.02%,8.82%,Upgrade
Free Cash Flow Margin,13.62%,1.02%,3.87%,13.21%,21.24%,16.73%,15.11%,13.95%,20.87%,22.43%,Upgrade
Effective Tax Rate,13.26%,18.84%,18.89%,18.94%,16.64%,29.72%,24.16%,5.03%,5.53%,-20.15%,Upgrade
EBITDA,64.6,154.9,156.3,203.4,177.3,153.6,150.8,110.4,116.6,62.4,Upgrade
EBITDA Margin,9.05%,22.03%,21.97%,24.33%,22.15%,19.17%,19.34%,14.68%,15.07%,8.62%,Upgrade
Depreciation & Amortization,5.3,7.4,8.2,9,6.3,8.2,8.5,8.3,7,6.1,Upgrade
EBIT,59.3,147.5,148.1,194.4,171,145.4,142.3,102.1,109.6,56.3,Upgrade
EBIT Margin,8.31%,20.98%,20.82%,23.26%,21.36%,18.14%,18.25%,13.58%,14.17%,7.78%,Upgrade
