Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,38.65,36.82,34.01,31.12,31.57,27.44,26.79,24.56,22.51,20.88,Upgrade
Revenue Growth (YoY),4.96%,8.29%,9.29%,-1.43%,15.04%,2.41%,9.08%,9.15%,7.80%,28.48%,Upgrade
Gross Profit,38.65,36.82,34.01,31.12,31.57,27.44,26.79,24.56,22.51,20.88,Upgrade
"Selling, General & Admin",21.51,19.27,16.62,16.57,16.83,14.36,13.82,12.43,11.41,9.81,Upgrade
Other Operating Expenses,6.26,6.13,6.06,6.22,5.99,4.89,4.91,5.05,4.52,5.31,Upgrade
Operating Expenses,27.78,25.4,22.68,22.79,22.82,19.25,18.72,17.49,15.93,15.12,Upgrade
Operating Income,10.88,11.43,11.33,8.33,8.75,8.19,8.07,7.08,6.58,5.76,Upgrade
Pretax Income,10.88,11.43,11.33,8.33,8.75,8.19,8.07,7.08,6.58,5.76,Upgrade
Income Tax,2.07,2.27,2.39,1.65,1.71,3.07,2.7,2.29,2.34,1.82,Upgrade
Net Income,8.8,9.16,8.94,6.68,7.04,5.13,5.38,4.79,4.24,3.94,Upgrade
Net Income Growth,-3.84%,2.45%,33.81%,-5.11%,37.35%,-4.70%,12.28%,12.97%,7.61%,49.24%,Upgrade
Shares Outstanding (Basic),3,3,3,3,2,3,2,2,3,3,Upgrade
Shares Outstanding (Diluted),3,3,3,3,3,3,3,3,3,3,Upgrade
Shares Change,-0.50%,1.31%,0.36%,0.63%,-0.04%,0.04%,-0.49%,-0.87%,-0.90%,0.25%,Upgrade
EPS (Basic),3.39,3.52,3.46,2.63,2.82,2.05,2.16,1.92,1.69,1.52,Upgrade
EPS (Diluted),3.35,3.46,3.42,2.57,2.74,2.00,2.09,1.86,1.63,1.49,Upgrade
EPS Growth,-3.18%,1.17%,33.07%,-6.20%,37.00%,-4.31%,12.37%,14.11%,9.40%,49.00%,Upgrade
Free Cash Flow Per Share,3.75,7.30,-0.35,4.12,3.88,1.74,2.47,1.06,1.13,2.89,Upgrade
Dividend Per Share,0.780,0.780,0.800,0.560,0.540,0.600,0.300,0.230,0.200,0.150,Upgrade
Dividend Growth,0%,-2.50%,42.86%,3.70%,-10.00%,100.00%,30.43%,15.00%,33.33%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,28.14%,31.03%,33.31%,26.77%,27.70%,29.86%,30.13%,28.82%,29.23%,27.57%,Upgrade
Profit Margin,22.78%,24.86%,26.28%,21.47%,22.30%,18.68%,20.07%,19.50%,18.84%,18.87%,Upgrade
Free Cash Flow Margin,24.98%,51.18%,-2.62%,33.45%,30.68%,15.85%,22.92%,10.74%,12.58%,35.56%,Upgrade
Effective Tax Rate,19.05%,19.88%,21.11%,19.82%,19.51%,37.45%,33.38%,32.34%,35.54%,31.54%,Upgrade
EBITDA,12.48,13.02,13.15,9.85,9.73,9.14,8.87,7.7,7.92,7.23,Upgrade
EBITDA Margin,32.28%,35.34%,38.68%,31.67%,30.84%,33.29%,33.09%,31.34%,35.20%,34.61%,Upgrade
Depreciation & Amortization,1.6,1.59,1.82,1.52,0.99,0.94,0.79,0.62,1.34,1.47,Upgrade
EBIT,10.88,11.43,11.33,8.33,8.75,8.19,8.07,7.08,6.58,5.76,Upgrade
EBIT Margin,28.14%,31.03%,33.31%,26.77%,27.70%,29.86%,30.13%,28.82%,29.23%,27.57%,Upgrade
