Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Revenue,582.39,525.53,590.03,544.54,502.67,490.82,557.48,610.21,599.26,563.64,Upgrade
Revenue Growth (YoY),10.82%,-10.93%,8.35%,8.33%,2.41%,-11.96%,-8.64%,1.83%,6.32%,4.35%,Upgrade
Gross Profit,582.39,525.53,590.03,544.54,502.67,490.82,557.48,610.21,599.26,563.64,Upgrade
"Selling, General & Admin",297.18,302.19,347.49,288.3,269.11,244.27,269.14,292.05,281.25,265.63,Upgrade
Other Operating Expenses,186.21,86.24,181.73,148.43,117.62,119.1,123.6,118.83,126.58,114.32,Upgrade
Operating Expenses,483.38,388.43,529.22,436.73,386.73,363.37,392.74,410.88,407.82,379.95,Upgrade
Operating Income,99,137.1,60.81,107.81,115.94,127.45,164.74,199.33,191.44,183.68,Upgrade
Interest Expense / Income,33.42,25.7,25.9,17.93,19.09,21.5,26.85,23.3,21.2,17.39,Upgrade
Other Expense / Income,-,-,-,36.66,-4.6,-5.81,-,-,-,-,Upgrade
Pretax Income,65.58,111.4,34.91,53.22,101.45,111.76,137.89,176.03,170.24,166.29,Upgrade
Income Tax,11.66,23.12,6.75,15.98,47.76,38.16,50.49,65.2,63.64,62.2,Upgrade
Net Income,53.92,88.28,28.16,37.24,53.69,73.6,87.4,110.83,106.61,104.09,Upgrade
Net Income Growth,-38.92%,213.53%,-24.38%,-30.65%,-27.05%,-15.78%,-21.15%,3.96%,2.42%,3.37%,Upgrade
Shares Outstanding (Basic),6,6,8,10,9,9,9,9,11,13,Upgrade
Shares Outstanding (Diluted),6,7,8,-,9,9,9,9,11,13,Upgrade
Shares Change,-4.62%,-16.10%,-17.35%,7.41%,2.06%,0.99%,-6.70%,-16.11%,-14.59%,-14.95%,Upgrade
EPS (Basic),8.88,13.59,3.66,4.14,6.11,8.45,10.12,12.12,9.80,8.18,Upgrade
EPS (Diluted),8.47,13.23,3.54,4.05,5.99,8.38,10.05,11.90,9.60,8.00,Upgrade
EPS Growth,-35.98%,273.73%,-12.59%,-32.39%,-28.52%,-16.62%,-15.55%,23.96%,20.00%,21.40%,Upgrade
Free Cash Flow Per Share,45.40,31.71,35.12,24.45,23.79,24.51,22.96,25.55,21.93,17.69,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,17.00%,26.09%,10.31%,19.80%,23.07%,25.97%,29.55%,32.67%,31.95%,32.59%,Upgrade
Profit Margin,9.26%,16.80%,4.77%,6.84%,10.68%,15.00%,15.68%,18.16%,17.79%,18.47%,Upgrade
Free Cash Flow Margin,47.33%,39.18%,45.76%,43.22%,41.61%,43.47%,35.57%,38.30%,39.81%,39.95%,Upgrade
Effective Tax Rate,17.78%,20.75%,19.34%,30.03%,47.08%,34.14%,36.62%,37.04%,37.38%,37.40%,Upgrade
EBITDA,110.27,149.11,72.62,79.29,128.87,140.67,171.77,206.59,198.78,191.49,Upgrade
EBITDA Margin,18.93%,28.37%,12.31%,14.56%,25.64%,28.66%,30.81%,33.86%,33.17%,33.97%,Upgrade
Depreciation & Amortization,11.26,12.01,11.81,8.14,8.33,7.41,7.03,7.26,7.34,7.81,Upgrade
EBIT,99,137.1,60.81,71.15,120.54,133.26,164.74,199.33,191.44,183.68,Upgrade
EBIT Margin,17.00%,26.09%,10.31%,13.07%,23.98%,27.15%,29.55%,32.67%,31.95%,32.59%,Upgrade
