Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,886.38,979.23,603.9,563.25,552.24,425.61,322.55,381.98,450.6,389.22,Upgrade
Revenue Growth (YoY),-9.48%,62.15%,7.22%,1.99%,29.75%,31.95%,-15.56%,-15.23%,15.77%,38.96%,Upgrade
Gross Profit,886.38,979.23,603.9,563.25,552.24,425.61,322.55,381.98,450.6,389.22,Upgrade
"Selling, General & Admin",483.87,499.27,344.31,322.62,330.94,263.38,204.69,226.83,263.47,229.55,Upgrade
Other Operating Expenses,197.03,142.08,116.42,115.92,108.19,104.19,67.05,74.77,56.4,46.16,Upgrade
Operating Expenses,680.9,641.35,460.73,438.54,439.14,367.57,271.74,301.6,319.88,275.71,Upgrade
Operating Income,205.48,337.89,143.16,124.71,113.1,58.04,50.81,80.38,130.72,113.5,Upgrade
Interest Expense / Income,93.41,69.64,97.33,111.48,84.23,47.25,11.97,1.01,0.54,0.78,Upgrade
Other Expense / Income,-62.73,-30.72,-78.06,-117.59,-79.62,-66.72,-30.7,7.29,-6.87,-7.25,Upgrade
Pretax Income,174.8,298.97,123.89,130.83,108.49,77.5,69.55,72.08,137.05,119.97,Upgrade
Income Tax,57.26,90.84,43.94,35.18,32.96,40.49,21.04,36.97,39.35,44.78,Upgrade
Net Income,117.54,208.13,79.96,95.65,75.53,37.01,48.5,35.11,97.7,75.19,Upgrade
Preferred Dividends,0,0,0,8.34,8.34,8.34,0,0,0,0,Upgrade
Net Income Common,117.54,208.13,79.96,87.31,67.19,28.68,48.5,35.11,97.7,75.19,Upgrade
Net Income Growth,-43.53%,160.30%,-8.42%,29.94%,134.31%,-40.88%,38.16%,-64.07%,29.94%,99.93%,Upgrade
Shares Outstanding (Basic),7,8,8,7,7,7,8,9,9,8,Upgrade
Shares Outstanding (Diluted),8,8,8,8,9,7,8,9,9,8,Upgrade
Shares Change,-5.26%,0.34%,-2.12%,-4.43%,17.66%,-7.35%,-12.70%,-3.57%,10.19%,4.46%,Upgrade
EPS (Basic),15.90,27.13,10.49,12.54,9.37,4.09,6.34,3.99,10.75,9.18,Upgrade
EPS (Diluted),15.50,26.01,10.02,11.74,8.86,3.96,6.20,3.92,10.51,8.92,Upgrade
EPS Growth,-40.41%,159.58%,-14.65%,32.51%,123.74%,-36.13%,58.16%,-62.70%,17.83%,91.42%,Upgrade
Free Cash Flow Per Share,17.06,86.01,-29.81,-6.36,-10.35,-26.29,2.47,-24.34,-6.74,3.28,Upgrade
Dividend Per Share,6.150,3.960,2.830,2.320,1.900,1.800,1.800,1.800,0.900,-,Upgrade
Dividend Growth,55.30%,39.93%,21.98%,22.11%,5.56%,0%,0%,100.00%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,23.18%,34.51%,23.71%,22.14%,20.48%,13.64%,15.75%,21.04%,29.01%,29.16%,Upgrade
Profit Margin,13.26%,21.25%,13.24%,15.50%,12.17%,6.74%,15.04%,9.19%,21.68%,19.32%,Upgrade
Free Cash Flow Margin,14.23%,67.39%,-37.61%,-7.86%,-13.45%,-43.32%,5.86%,-56.05%,-13.60%,6.89%,Upgrade
Effective Tax Rate,32.76%,30.38%,35.46%,26.89%,30.38%,52.24%,30.26%,51.29%,28.71%,37.32%,Upgrade
EBITDA,332.42,419.37,260.08,281.95,226.15,143.08,87.31,80.05,144.35,127.8,Upgrade
EBITDA Margin,37.50%,42.83%,43.07%,50.06%,40.95%,33.62%,27.07%,20.96%,32.03%,32.83%,Upgrade
Depreciation & Amortization,64.22,50.77,38.85,39.64,33.43,18.33,5.8,6.97,6.76,7.05,Upgrade
EBIT,268.21,368.6,221.22,242.3,192.72,124.75,81.52,73.09,137.59,120.75,Upgrade
EBIT Margin,30.26%,37.64%,36.63%,43.02%,34.90%,29.31%,25.27%,19.13%,30.53%,31.02%,Upgrade
