Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,166.67,104.21,99.16,126.66,127.59,138.31,167.97,173.86,167.61,134.88,Upgrade
Revenue Growth (YoY),59.94%,5.09%,-21.71%,-0.73%,-7.75%,-17.66%,-3.38%,3.73%,24.27%,-9.97%,Upgrade
Gross Profit,166.67,104.21,99.16,126.66,127.59,138.31,167.97,173.86,167.61,134.88,Upgrade
"Selling, General & Admin",34.22,21.65,21.46,24.18,27.99,27.65,25.2,30.44,31.57,39.83,Upgrade
Other Operating Expenses,20.89,18.27,15.86,16.5,20.93,19.22,20.62,39.44,33.68,14.48,Upgrade
Operating Expenses,55.11,39.92,37.32,40.67,48.92,46.88,45.81,69.87,65.24,54.31,Upgrade
Operating Income,111.56,64.28,61.83,85.98,78.67,91.44,122.16,103.98,102.37,80.57,Upgrade
Other Expense / Income,19.52,1.59,-1.76,-0.07,67.53,9.44,35.12,-,-,-4.18,Upgrade
Pretax Income,92.04,62.7,63.59,86.05,11.14,82,87.05,103.98,102.37,84.75,Upgrade
Net Income,92.04,62.7,63.59,86.05,11.14,82,87.05,103.98,102.37,84.75,Upgrade
Net Income Growth,46.80%,-1.41%,-26.10%,672.61%,-86.42%,-5.80%,-16.29%,1.58%,20.78%,-8.90%,Upgrade
Shares Outstanding (Basic),36,39,40,40,40,39,39,39,39,38,Upgrade
Shares Outstanding (Diluted),36,39,40,40,40,39,39,39,39,39,Upgrade
Shares Change,-6.42%,-2.17%,0.20%,0.08%,0.54%,0.30%,0.25%,0.59%,0.91%,1.57%,Upgrade
EPS (Basic),2.54,1.62,1.60,2.17,0.28,2.09,2.23,2.67,2.65,2.21,Upgrade
EPS (Diluted),2.54,1.62,1.60,2.17,0.28,2.08,2.22,2.66,2.63,2.20,Upgrade
EPS Growth,56.79%,1.25%,-26.27%,675.00%,-86.54%,-6.31%,-16.54%,1.14%,19.55%,-10.20%,Upgrade
Free Cash Flow Per Share,-25.54,-25.08,28.83,-4.89,-7.04,14.79,15.98,6.88,-6.89,1.41,Upgrade
Dividend Per Share,1.000,1.000,1.135,1.540,1.540,1.540,1.540,1.155,1.785,1.200,Upgrade
Dividend Growth,0%,-11.89%,-26.30%,0%,0%,0%,33.33%,-35.29%,48.75%,14.29%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,66.93%,61.69%,62.36%,67.89%,61.66%,66.11%,72.73%,59.81%,61.07%,59.74%,Upgrade
Profit Margin,55.22%,60.17%,64.13%,67.94%,8.73%,59.29%,51.82%,59.81%,61.07%,62.84%,Upgrade
Free Cash Flow Margin,-556.19%,-933.86%,1153.02%,-152.95%,-218.29%,420.32%,371.92%,154.03%,-159.06%,40.09%,Upgrade
EBITDA,94.76,66.19,67.93,89.61,13.6,84.42,89.13,105.95,104.85,87.5,Upgrade
EBITDA Margin,56.85%,63.52%,68.51%,70.75%,10.66%,61.03%,53.06%,60.94%,62.56%,64.87%,Upgrade
Depreciation & Amortization,2.72,3.49,4.34,3.56,2.46,2.42,2.09,1.97,2.49,2.75,Upgrade
EBIT,92.04,62.7,63.59,86.05,11.14,82,87.05,103.98,102.37,84.75,Upgrade
EBIT Margin,55.22%,60.17%,64.13%,67.94%,8.73%,59.29%,51.82%,59.81%,61.07%,62.84%,Upgrade
