Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,154.5,182.19,126.39,136.62,145.63,145.2,136.1,124.43,104.56,81.43,Upgrade
Revenue Growth (YoY),-15.20%,44.15%,-7.49%,-6.18%,0.29%,6.69%,9.38%,19.00%,28.40%,22.16%,Upgrade
Cost of Revenue,70.51,73.59,58.29,60.26,55.98,52.47,52.26,47.95,43.89,40.85,Upgrade
Gross Profit,83.99,108.6,68.1,76.36,89.65,92.73,83.84,76.47,60.67,40.58,Upgrade
"Selling, General & Admin",24.06,25.26,20.34,22.45,20.52,23.34,20.77,17.76,13.21,9.9,Upgrade
Other Operating Expenses,-4.4,7.08,2.22,5.98,-2.12,2.38,0,0,0,0,Upgrade
Operating Expenses,19.66,32.34,22.56,28.42,18.4,25.73,20.77,17.76,13.21,9.9,Upgrade
Operating Income,64.33,76.26,45.54,47.94,71.26,67,63.07,58.72,47.46,30.68,Upgrade
Other Expense / Income,9.81,-23.99,-7.08,-25.71,5.21,-12.4,-9.65,0.74,-2.91,-4.95,Upgrade
Pretax Income,54.52,100.25,52.62,73.65,66.05,79.41,72.72,57.98,50.37,35.63,Upgrade
Income Tax,14.09,26.05,13.96,18.69,18.67,29.42,26.67,20.91,18.79,13.48,Upgrade
Net Income,40.43,74.2,38.66,54.96,47.38,49.99,46.05,37.07,31.58,22.15,Upgrade
Net Income Growth,-45.51%,91.93%,-29.66%,16.01%,-5.23%,8.55%,24.21%,17.40%,42.55%,30.85%,Upgrade
Shares Outstanding (Basic),3,3,3,3,4,3,3,3,3,3,Upgrade
Shares Outstanding (Diluted),3,3,3,3,4,3,3,3,3,3,Upgrade
Shares Change,-2.26%,-1.09%,-6.46%,-2.22%,1.82%,1.13%,1.60%,2.87%,2.25%,2.67%,Upgrade
EPS (Basic),13.01,23.34,12.03,15.99,13.49,14.49,13.52,11.31,9.88,7.05,Upgrade
EPS (Diluted),13.01,23.34,12.03,15.99,13.48,14.48,13.49,11.03,9.67,6.94,Upgrade
EPS Growth,-44.26%,94.01%,-24.77%,18.62%,-6.91%,7.34%,22.30%,14.06%,39.34%,27.57%,Upgrade
Free Cash Flow Per Share,12.67,7.93,17.83,16.37,7.79,17.34,5.75,15.40,12.86,10.84,Upgrade
Dividend Per Share,10.000,23.000,12.000,9.000,8.000,7.000,6.000,5.000,4.000,3.000,Upgrade
Dividend Growth,-56.52%,91.67%,33.33%,12.50%,14.29%,16.67%,20.00%,25.00%,33.33%,-62.50%,Upgrade
Gross Margin,54.36%,59.61%,53.88%,55.89%,61.56%,63.86%,61.60%,61.46%,58.02%,49.83%,Upgrade
Operating Margin,41.64%,41.86%,36.03%,35.09%,48.93%,46.14%,46.34%,47.19%,45.39%,37.68%,Upgrade
Profit Margin,26.17%,40.73%,30.59%,40.23%,32.53%,34.43%,33.84%,29.80%,30.20%,27.21%,Upgrade
Free Cash Flow Margin,25.49%,13.84%,45.35%,41.18%,18.78%,41.19%,14.39%,40.57%,39.32%,41.82%,Upgrade
Effective Tax Rate,25.84%,25.98%,26.53%,25.38%,28.27%,37.05%,36.67%,36.06%,37.30%,37.82%,Upgrade
EBITDA,55.9,101.53,53.61,74.81,67.2,80.29,73.43,58.61,50.67,35.94,Upgrade
EBITDA Margin,36.18%,55.73%,42.42%,54.76%,46.15%,55.30%,53.95%,47.10%,48.46%,44.13%,Upgrade
Depreciation & Amortization,1.38,1.28,0.99,1.16,1.16,0.89,0.71,0.63,0.3,0.31,Upgrade
EBIT,54.52,100.25,52.62,73.65,66.05,79.41,72.72,57.98,50.37,35.63,Upgrade
EBIT Margin,35.29%,55.02%,41.63%,53.91%,45.35%,54.69%,53.43%,46.60%,48.17%,43.76%,Upgrade
