Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,"1,658","2,199","1,527","1,783","1,572","1,782","2,095","2,542","2,927","3,214",Upgrade
Revenue Growth (YoY),-24.60%,44.01%,-14.36%,13.42%,-11.78%,-14.94%,-17.58%,-13.15%,-8.93%,35.50%,Upgrade
Gross Profit,"1,658","2,199","1,527","1,783","1,572","1,782","2,095","2,542","2,927","3,214",Upgrade
"Selling, General & Admin",444,569,497,488,507,519,500,467,479,504,Upgrade
Other Operating Expenses,387,694,498,532,537,499,487,495,630,623,Upgrade
Operating Expenses,831,"1,263",995,"1,020","1,044","1,018",987,962,"1,109","1,127",Upgrade
Operating Income,827,936,532,763,528,764,"1,108","1,580","1,818","2,087",Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-1,-,-107,Upgrade
Pretax Income,827,936,532,763,528,764,"1,108","1,581","1,818","2,194",Upgrade
Income Tax,182,219,120,166,133,472,427,597,681,776,Upgrade
Net Income,645,717,412,597,395,292,681,984,"1,137","1,418",Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,6,20,Upgrade
Net Income Common,645,717,412,597,395,292,681,984,"1,131","1,398",Upgrade
Net Income Growth,-10.04%,74.03%,-30.99%,51.14%,35.27%,-57.12%,-30.79%,-13.00%,-19.10%,52.12%,Upgrade
Shares Outstanding (Basic),142,170,193,230,260,275,316,376,417,440,Upgrade
Shares Outstanding (Diluted),144,172,195,233,264,281,322,382,425,449,Upgrade
Shares Change,-16.28%,-11.79%,-16.31%,-11.74%,-6.05%,-12.73%,-15.71%,-10.12%,-5.35%,-7.04%,Upgrade
EPS (Basic),4.54,4.23,2.14,2.59,1.52,1.06,2.15,2.62,2.71,3.18,Upgrade
EPS (Diluted),4.49,4.18,2.12,2.56,1.49,1.04,2.12,2.58,2.66,3.12,Upgrade
EPS Growth,7.42%,97.17%,-17.19%,71.81%,43.27%,-50.94%,-17.83%,-3.01%,-14.74%,64.21%,Upgrade
Free Cash Flow Per Share,2.15,4.13,5.11,4.43,4.38,4.21,4.26,5.08,3.99,4.54,Upgrade
Dividend Per Share,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.450,-,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,42.22%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,49.88%,42.56%,34.84%,42.79%,33.59%,42.87%,52.89%,62.16%,62.11%,64.93%,Upgrade
Profit Margin,38.90%,32.61%,26.98%,33.48%,25.13%,16.39%,32.51%,38.71%,38.64%,43.50%,Upgrade
Free Cash Flow Margin,18.40%,31.92%,64.64%,57.15%,72.52%,64.98%,64.30%,75.14%,56.85%,62.23%,Upgrade
Effective Tax Rate,22.01%,23.40%,22.56%,21.76%,25.19%,61.78%,38.54%,37.76%,37.46%,35.37%,Upgrade
EBITDA,827,936,532,763,528,764,"1,108","1,581","1,818","2,194",Upgrade
EBITDA Margin,49.88%,42.56%,34.84%,42.79%,33.59%,42.87%,52.89%,62.20%,62.11%,68.26%,Upgrade
EBIT,827,936,532,763,528,764,"1,108","1,581","1,818","2,194",Upgrade
EBIT Margin,49.88%,42.56%,34.84%,42.79%,33.59%,42.87%,52.89%,62.20%,62.11%,68.26%,Upgrade
