Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,40.07,46.59,41.49,38.22,36.51,34.06,34.6,27.76,33.68,34.89,Upgrade
Revenue Growth (YoY),-13.99%,12.29%,8.56%,4.69%,7.20%,-1.57%,24.63%,-17.58%,-3.45%,15.82%,Upgrade
Gross Profit,40.07,46.59,41.49,38.22,36.51,34.06,34.6,27.76,33.68,34.89,Upgrade
"Selling, General & Admin",24.36,23.37,22.79,22.94,21.44,21.47,21.22,19.58,19.25,17.31,Upgrade
Other Operating Expenses,4.44,4.29,4.33,4.17,3.95,3.79,2.91,3.61,2.15,5.32,Upgrade
Operating Expenses,28.8,27.66,27.12,27.11,25.39,25.25,24.13,23.2,21.4,22.62,Upgrade
Operating Income,11.27,18.93,14.37,11.12,11.12,8.81,10.47,4.57,12.28,12.26,Upgrade
Pretax Income,11.27,18.93,14.37,11.12,11.12,8.81,10.47,4.57,12.28,12.26,Upgrade
Income Tax,3.23,5.37,4.07,3.32,2.89,4.4,4.12,1.61,4.9,-14.41,Upgrade
Net Income,8.05,13.56,10.3,7.79,8.24,4.4,6.35,2.96,7.38,26.67,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0.11,1.71,2.07,Upgrade
Net Income Common,8.05,13.56,10.3,7.79,8.24,4.4,6.35,2.85,5.67,24.6,Upgrade
Net Income Growth,-40.69%,31.66%,32.20%,-5.38%,87.01%,-30.65%,122.96%,-49.76%,-76.96%,611.04%,Upgrade
Shares Outstanding (Basic),4,5,5,5,5,4,4,4,4,4,Upgrade
Shares Change,-2.47%,-5.00%,-0.15%,0.40%,7.27%,0.19%,0.13%,0.28%,1.04%,0.02%,Upgrade
EPS (Basic),1.85,3.03,2.23,1.69,1.89,1.04,1.52,0.69,1.40,6.15,Upgrade
EPS (Diluted),1.83,3.01,2.22,1.68,1.71,0.90,1.34,0.61,1.23,5.71,Upgrade
EPS Growth,-39.20%,35.59%,32.14%,-1.75%,90.00%,-32.84%,119.67%,-50.41%,-78.46%,563.95%,Upgrade
Free Cash Flow Per Share,7.00,3.95,3.44,2.72,3.25,3.57,5.33,2.23,4.77,5.50,Upgrade
Dividend Per Share,0.240,-,-,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,28.13%,40.63%,34.63%,29.09%,30.47%,25.85%,30.26%,16.45%,36.46%,35.15%,Upgrade
Profit Margin,20.08%,29.11%,24.83%,20.39%,22.56%,12.93%,18.35%,10.26%,16.83%,70.52%,Upgrade
Free Cash Flow Margin,78.31%,38.93%,40.14%,34.44%,42.94%,47.09%,69.09%,36.08%,63.27%,69.81%,Upgrade
Effective Tax Rate,28.62%,28.34%,28.31%,29.90%,25.96%,49.99%,39.36%,35.27%,39.92%,-117.47%,Upgrade
EBITDA,13.41,21.21,16.9,13.13,12.85,10.41,12.02,5.86,13.37,13.74,Upgrade
EBITDA Margin,33.46%,45.53%,40.72%,34.34%,35.20%,30.56%,34.72%,21.09%,39.70%,39.37%,Upgrade
Depreciation & Amortization,2.14,2.28,2.53,2.01,1.73,1.6,1.54,1.29,1.09,1.47,Upgrade
EBIT,11.27,18.93,14.37,11.12,11.12,8.81,10.47,4.57,12.28,12.26,Upgrade
EBIT Margin,28.13%,40.63%,34.63%,29.09%,30.47%,25.85%,30.26%,16.45%,36.46%,35.15%,Upgrade
