Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"12,148","12,027","11,703","11,756","12,131","11,266","10,207","10,360","10,274","9,864",Upgrade
Revenue Growth (YoY),1.01%,2.77%,-0.45%,-3.09%,7.68%,10.38%,-1.48%,0.84%,4.16%,2.23%,Upgrade
Gross Profit,"12,148","12,027","11,703","11,756","12,131","11,266","10,207","10,360","10,274","9,864",Upgrade
"Selling, General & Admin","4,822","4,998","4,939","5,011","5,280","4,855","4,793","4,995","4,961","4,659",Upgrade
Other Operating Expenses,"3,979","3,891","3,777","4,023","3,735","3,414","3,284","3,055","2,866","2,533",Upgrade
Operating Expenses,"8,801","8,889","8,716","9,034","9,015","8,269","8,077","8,050","7,827","7,192",Upgrade
Operating Income,"3,347","3,138","2,987","2,722","3,116","2,997","2,130","2,310","2,447","2,672",Upgrade
Other Expense / Income,134,88,251,243,204,186,184,144,74,40,Upgrade
Pretax Income,"3,213","3,050","2,736","2,479","2,912","2,811","1,946","2,166","2,373","2,632",Upgrade
Income Tax,553,478,479,470,508,839,-22,318,415,616,Upgrade
Net Income,"2,660","2,572","2,257","2,009","2,404","1,972","1,968","1,848","1,958","2,016",Upgrade
Net Income Growth,3.42%,13.96%,12.34%,-16.43%,21.91%,0.20%,6.49%,-5.62%,-2.88%,-0.15%,Upgrade
Shares Outstanding (Basic),365,353,353,370,372,375,391,408,424,446,Upgrade
Shares Outstanding (Diluted),370,358,357,374,376,380,396,414,432,455,Upgrade
Shares Change,3.39%,0.24%,-4.43%,-0.75%,-0.98%,-4.01%,-4.24%,-4.25%,-5.09%,-5.40%,Upgrade
EPS (Basic),7.28,7.30,6.40,5.43,6.46,5.26,5.03,4.53,4.62,4.52,Upgrade
EPS (Diluted),7.19,7.19,6.32,5.38,6.39,5.19,4.97,4.47,4.53,4.43,Upgrade
EPS Growth,0%,13.77%,17.47%,-15.81%,23.12%,4.43%,11.19%,-1.32%,2.26%,5.48%,Upgrade
Free Cash Flow Per Share,30.72,-21.33,8.42,13.41,25.72,16.82,4.28,-5.16,-2.33,-5.41,Upgrade
Dividend Per Share,2.400,2.180,2.080,1.980,1.780,1.600,1.440,1.320,1.160,1.040,Upgrade
Dividend Growth,10.09%,4.81%,5.05%,11.24%,11.25%,11.11%,9.09%,13.79%,11.54%,8.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,27.55%,26.09%,25.52%,23.15%,25.69%,26.60%,20.87%,22.30%,23.82%,27.09%,Upgrade
Profit Margin,21.90%,21.39%,19.29%,17.09%,19.82%,17.50%,19.28%,17.84%,19.06%,20.44%,Upgrade
Free Cash Flow Margin,92.36%,-62.53%,25.40%,42.19%,78.86%,55.95%,16.43%,-20.33%,-9.62%,-24.45%,Upgrade
Effective Tax Rate,17.21%,15.67%,17.51%,18.96%,17.45%,29.85%,-1.13%,14.68%,17.49%,23.40%,Upgrade
EBITDA,"4,131","4,362","4,012","3,580","3,889","3,682","2,668","2,770","2,850","3,093",Upgrade
EBITDA Margin,34.01%,36.27%,34.28%,30.45%,32.06%,32.68%,26.14%,26.74%,27.74%,31.36%,Upgrade
Depreciation & Amortization,918,"1,312","1,276","1,101",977,871,722,604,477,461,Upgrade
EBIT,"3,213","3,050","2,736","2,479","2,912","2,811","1,946","2,166","2,373","2,632",Upgrade
EBIT Margin,26.45%,25.36%,23.38%,21.09%,24.00%,24.95%,19.07%,20.91%,23.10%,26.68%,Upgrade
