Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,412.65,393.47,172.81,142.25,146.55,131.21,131.37,104.78,73.42,57.7,Upgrade
Revenue Growth (YoY),4.87%,127.68%,21.49%,-2.93%,11.69%,-0.12%,25.38%,42.72%,27.24%,9.63%,Upgrade
Gross Profit,412.65,393.47,172.81,142.25,146.55,131.21,131.37,104.78,73.42,57.7,Upgrade
"Selling, General & Admin",179.47,169.61,90.11,82.66,78.77,74.21,66.95,53.97,40.87,32.7,Upgrade
Other Operating Expenses,20.52,73.94,26.61,8.95,19.41,17.52,10.14,18.92,11.55,5.23,Upgrade
Operating Expenses,199.99,243.55,116.72,91.61,98.18,91.73,77.08,72.89,52.41,37.94,Upgrade
Operating Income,212.66,149.92,56.09,50.64,48.37,39.49,54.29,31.89,21,19.76,Upgrade
Other Expense / Income,0.74,1.75,1.1,3.78,-,-,-,-,-,-,Upgrade
Pretax Income,211.92,148.17,54.98,46.86,48.37,39.49,54.29,31.89,21,19.76,Upgrade
Income Tax,59.36,44.17,12.67,10.68,9.14,18.95,18.8,10.78,7.24,6.67,Upgrade
Net Income,152.56,104,42.32,36.19,39.23,20.54,35.49,21.11,13.76,13.09,Upgrade
Preferred Dividends,7.29,7.29,4.78,0,0,0,0,0,0,0,Upgrade
Net Income Common,145.27,96.71,37.54,36.19,39.23,20.54,35.49,21.11,13.76,13.09,Upgrade
Net Income Growth,50.21%,157.65%,3.73%,-7.75%,90.99%,-42.13%,68.12%,53.39%,5.12%,2.51%,Upgrade
Shares Outstanding (Basic),39,40,20,20,20,20,17,17,12,11,Upgrade
Shares Change,-4.65%,104.73%,-0.38%,0.22%,0.42%,12.76%,0.54%,49.21%,4.25%,26.92%,Upgrade
EPS (Basic),3.73,2.45,1.74,1.56,1.97,1.04,2.01,1.43,1.18,1.36,Upgrade
EPS (Diluted),3.73,2.45,1.74,1.55,1.97,1.04,2.00,1.43,1.18,1.36,Upgrade
EPS Growth,52.24%,40.80%,12.26%,-21.32%,89.42%,-48.00%,39.86%,21.19%,-13.24%,-8.11%,Upgrade
Free Cash Flow Per Share,7.61,3.62,2.98,3.37,2.68,2.27,2.29,1.56,1.77,1.88,Upgrade
Dividend Per Share,0.960,0.960,0.960,0.920,0.920,0.920,0.920,0.920,0.920,0.690,Upgrade
Dividend Growth,0%,0%,4.35%,0%,0%,0%,0%,0%,33.33%,-40.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,51.53%,38.10%,32.46%,35.60%,33.00%,30.09%,41.32%,30.43%,28.61%,34.25%,Upgrade
Profit Margin,35.20%,24.58%,21.72%,25.44%,26.77%,15.65%,27.02%,20.15%,18.75%,22.69%,Upgrade
Free Cash Flow Margin,71.09%,37.19%,34.13%,46.94%,36.21%,34.11%,30.42%,25.96%,28.03%,36.40%,Upgrade
Effective Tax Rate,28.01%,29.81%,23.04%,22.78%,18.90%,47.98%,34.62%,33.80%,34.47%,33.75%,Upgrade
EBITDA,220.23,155.97,60.05,51.94,52.19,43.31,60.4,29.55,21.78,21.67,Upgrade
EBITDA Margin,53.37%,39.64%,34.75%,36.51%,35.61%,33.01%,45.98%,28.20%,29.67%,37.56%,Upgrade
Depreciation & Amortization,8.31,7.81,5.07,5.08,3.82,3.83,6.12,-2.34,0.78,1.91,Upgrade
EBIT,211.92,148.17,54.98,46.86,48.37,39.49,54.29,31.89,21,19.76,Upgrade
EBIT Margin,51.36%,37.66%,31.82%,32.94%,33.00%,30.09%,41.32%,30.43%,28.61%,34.25%,Upgrade
