Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,283.98,281.74,211.9,226.14,197.93,192.52,165.37,142.54,116.93,108.02,Upgrade
Revenue Growth (YoY),0.80%,32.96%,-6.30%,14.26%,2.81%,16.42%,16.01%,21.90%,8.25%,5.17%,Upgrade
Gross Profit,283.98,281.74,211.9,226.14,197.93,192.52,165.37,142.54,116.93,108.02,Upgrade
"Selling, General & Admin",156.91,140.98,126.05,121.29,111.94,106.47,95.91,80.45,60.48,55.68,Upgrade
Other Operating Expenses,29.86,26.43,28.95,24.8,25.3,24.24,46.07,25.07,26.77,25.46,Upgrade
Operating Expenses,186.77,167.41,155,146.09,137.24,130.71,141.98,105.52,87.25,81.13,Upgrade
Operating Income,97.21,114.33,56.9,80.05,60.69,61.81,23.39,37.03,29.68,26.89,Upgrade
Pretax Income,97.21,114.33,56.9,80.05,60.69,61.81,23.39,37.03,29.68,26.89,Upgrade
Income Tax,19.09,22.53,9.98,14.33,10.14,17.72,3.88,9.76,7.45,5.7,Upgrade
Net Income,78.12,91.8,46.92,65.72,50.54,44.09,19.51,27.27,22.23,21.19,Upgrade
Net Income Growth,-14.90%,95.67%,-28.61%,30.03%,14.63%,126.07%,-28.47%,22.66%,4.92%,1.52%,Upgrade
Shares Outstanding (Basic),29,29,29,29,29,27,27,20,16,16,Upgrade
Shares Change,-0.70%,0.62%,-0.20%,0.04%,9.86%,0.41%,36.10%,20.42%,-0.42%,-2.87%,Upgrade
EPS (Basic),2.66,3.12,1.60,2.24,1.72,1.64,0.85,1.39,1.37,1.28,Upgrade
EPS (Diluted),2.64,3.11,1.60,2.24,1.72,1.64,0.84,1.39,1.37,1.28,Upgrade
EPS Growth,-15.11%,94.37%,-28.57%,30.23%,4.88%,95.24%,-39.57%,1.46%,7.03%,3.23%,Upgrade
Free Cash Flow Per Share,3.80,3.27,1.62,2.41,2.83,2.42,0.78,1.71,1.49,1.78,Upgrade
Dividend Per Share,0.830,0.800,0.600,0.800,0.800,0.800,0.800,0.800,0.800,0.800,Upgrade
Dividend Growth,3.75%,33.33%,-25.00%,0%,0%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.23%,40.58%,26.85%,35.40%,30.66%,32.11%,14.14%,25.98%,25.38%,24.89%,Upgrade
Profit Margin,27.51%,32.58%,22.14%,29.06%,25.54%,22.90%,11.79%,19.13%,19.01%,19.62%,Upgrade
Free Cash Flow Margin,39.11%,34.24%,22.38%,31.26%,41.88%,33.61%,12.49%,23.47%,20.63%,26.82%,Upgrade
Effective Tax Rate,19.64%,19.71%,17.54%,17.91%,16.71%,28.66%,16.60%,26.35%,25.10%,21.19%,Upgrade
EBITDA,101.68,118.99,61.68,85.33,66.27,67.37,27.48,40.78,32.92,29.81,Upgrade
EBITDA Margin,35.80%,42.23%,29.11%,37.73%,33.48%,34.99%,16.61%,28.61%,28.15%,27.60%,Upgrade
Depreciation & Amortization,4.47,4.66,4.78,5.28,5.58,5.56,4.09,3.76,3.24,2.93,Upgrade
EBIT,97.21,114.33,56.9,80.05,60.69,61.81,23.39,37.03,29.68,26.89,Upgrade
EBIT Margin,34.23%,40.58%,26.85%,35.40%,30.66%,32.11%,14.14%,25.98%,25.38%,24.89%,Upgrade
