Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,966.52,"1,095.73","1,065.41",993.06,874.83,816.31,832.12,942.02,880.97,735.14,Upgrade
Revenue Growth (YoY),-11.79%,2.85%,7.29%,13.51%,7.17%,-1.90%,-11.67%,6.93%,19.84%,24.01%,Upgrade
Gross Profit,966.52,"1,095.73","1,065.41",993.06,874.83,816.31,832.12,942.02,880.97,735.14,Upgrade
"Selling, General & Admin",614.7,644.4,649.82,681.09,622.81,538.71,548.55,542.97,490.51,391.01,Upgrade
Other Operating Expenses,66.02,76.33,65.89,64.28,66.77,63.87,63.83,88.7,48.4,46.6,Upgrade
Operating Expenses,680.72,720.74,715.71,745.37,689.57,602.57,612.37,631.67,538.9,437.61,Upgrade
Operating Income,285.8,375,349.7,247.69,185.26,213.73,219.75,310.34,342.07,297.53,Upgrade
Interest Expense / Income,130.68,124.14,141.71,141.92,121.08,98.04,80.86,60.34,35.23,14.47,Upgrade
Other Expense / Income,1.19,12.88,17.45,-0.07,-15.14,-37.77,9.05,-7.31,5.83,1.6,Upgrade
Pretax Income,153.93,237.98,190.54,105.84,79.33,153.46,129.83,257.32,301.01,281.46,Upgrade
Income Tax,36.79,54.82,41.2,19.68,13.76,-10.85,43.58,89.39,124.51,106.15,Upgrade
Net Income,117.15,183.16,149.34,86.16,65.56,164.32,86.26,167.93,176.51,175.31,Upgrade
Net Income Growth,-36.04%,22.65%,73.33%,31.41%,-60.10%,90.50%,-48.64%,-4.86%,0.68%,38.49%,Upgrade
Shares Outstanding (Basic),40,45,46,45,45,46,46,48,50,50,Upgrade
Shares Outstanding (Diluted),40,45,46,46,45,46,46,48,50,51,Upgrade
Shares Change,-12.01%,-1.16%,0.62%,0.36%,-0.89%,-1.22%,-4.17%,-4.00%,-0.89%,-0.97%,Upgrade
EPS (Basic),2.96,4.07,3.28,1.90,1.45,3.60,1.86,3.49,3.53,3.48,Upgrade
EPS (Diluted),2.94,4.04,3.26,1.89,1.44,3.59,1.86,3.47,3.50,3.45,Upgrade
EPS Growth,-27.23%,23.93%,72.49%,31.25%,-59.89%,93.01%,-46.40%,-0.86%,1.45%,40.24%,Upgrade
Free Cash Flow Per Share,0.21,1.64,2.73,2.54,1.33,-0.16,4.14,3.92,4.87,4.16,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,29.57%,34.22%,32.82%,24.94%,21.18%,26.18%,26.41%,32.94%,38.83%,40.47%,Upgrade
Profit Margin,12.12%,16.72%,14.02%,8.68%,7.49%,20.13%,10.37%,17.83%,20.04%,23.85%,Upgrade
Free Cash Flow Margin,0.86%,6.73%,11.68%,11.62%,6.90%,-0.90%,23.04%,20.01%,27.64%,28.46%,Upgrade
Effective Tax Rate,23.90%,23.03%,21.62%,18.59%,17.35%,-7.07%,33.56%,34.74%,41.36%,37.71%,Upgrade
EBITDA,299.85,377.37,350.72,265.22,219.73,271.27,235.06,337.53,354.65,310.34,Upgrade
EBITDA Margin,31.02%,34.44%,32.92%,26.71%,25.12%,33.23%,28.25%,35.83%,40.26%,42.22%,Upgrade
Depreciation & Amortization,15.24,15.26,18.47,17.46,19.32,19.76,24.36,19.87,18.41,14.42,Upgrade
EBIT,284.61,362.12,332.25,247.76,200.4,251.5,210.7,317.65,336.24,295.93,Upgrade
EBIT Margin,29.45%,33.05%,31.19%,24.95%,22.91%,30.81%,25.32%,33.72%,38.17%,40.25%,Upgrade
