Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"33,710","27,186","25,186","25,483","22,905","22,107","21,087","19,389","18,223","16,830",Upgrade
Revenue Growth (YoY),24.00%,7.94%,-1.17%,11.26%,3.61%,4.84%,8.76%,6.40%,8.28%,5.66%,Upgrade
Gross Profit,"33,710","27,186","25,186","25,483","22,905","22,107","21,087","19,389","18,223","16,830",Upgrade
"Selling, General & Admin","13,735","12,722","12,085","12,524","11,305","11,068","10,944","10,418","9,314","8,716",Upgrade
Other Operating Expenses,"2,089","4,206","6,753","5,687","4,186","3,662","3,640","3,630","3,673","2,864",Upgrade
Operating Expenses,"15,824","16,928","18,838","18,211","15,491","14,730","14,584","14,048","12,987","11,580",Upgrade
Operating Income,"17,886","10,258","6,348","7,272","7,414","7,377","6,503","5,341","5,236","5,250",Upgrade
Other Expense / Income,-,-,-,-,-,748,780,35,56,65,Upgrade
Pretax Income,"17,886","10,258","6,348","7,272","7,414","6,629","5,723","5,306","5,180","5,185",Upgrade
Income Tax,"4,349","2,504","1,251","1,514","1,961","1,292","1,101",936,903,"1,055",Upgrade
Net Income,"13,537","7,754","5,097","5,758","5,453","5,337","4,622","4,370","4,277","4,130",Upgrade
Net Income Growth,74.58%,52.13%,-11.48%,5.59%,2.17%,15.47%,5.77%,2.17%,3.56%,1.18%,Upgrade
Shares Outstanding (Basic),674,648,639,648,648,646,643,644,644,651,Upgrade
Shares Change,4.05%,1.39%,-1.33%,-,0.32%,0.49%,-0.24%,-,-1.01%,1.84%,Upgrade
EPS (Basic),20.04,11.60,7.56,8.68,8.19,7.93,6.94,6.59,6.44,6.19,Upgrade
EPS (Diluted),19.99,11.58,7.55,8.66,8.17,7.90,6.92,6.57,6.41,6.17,Upgrade
EPS Growth,72.63%,53.38%,-12.82%,6.00%,3.42%,14.16%,5.33%,2.50%,3.89%,1.15%,Upgrade
Free Cash Flow Per Share,5.20,66.45,77.91,43.49,26.28,3.28,-5.20,2.68,-5.69,16.64,Upgrade
Dividend Per Share,4.186,3.394,3.978,3.563,2.943,2.736,2.554,2.558,2.789,2.869,Upgrade
Dividend Growth,23.34%,-14.68%,11.65%,21.07%,7.57%,7.13%,-0.16%,-8.28%,-2.79%,1.34%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,53.06%,37.73%,25.20%,28.54%,32.37%,33.37%,30.84%,27.55%,28.73%,31.19%,Upgrade
Profit Margin,40.16%,28.52%,20.24%,22.60%,23.81%,24.14%,21.92%,22.54%,23.47%,24.54%,Upgrade
Free Cash Flow Margin,10.41%,158.41%,197.74%,110.56%,74.33%,9.58%,-15.83%,8.90%,-20.11%,64.34%,Upgrade
Effective Tax Rate,24.32%,24.41%,19.71%,20.82%,26.45%,19.49%,19.24%,17.64%,17.43%,20.35%,Upgrade
EBITDA,"19,366","11,823","7,966","8,477","8,541","7,732","6,770","6,094","5,927","5,879",Upgrade
EBITDA Margin,57.45%,43.49%,31.63%,33.27%,37.29%,34.98%,32.11%,31.43%,32.52%,34.93%,Upgrade
Depreciation & Amortization,"1,480","1,565","1,618","1,205","1,127","1,103","1,047",788,747,694,Upgrade
EBIT,"17,886","10,258","6,348","7,272","7,414","6,629","5,723","5,306","5,180","5,185",Upgrade
EBIT Margin,53.06%,37.73%,25.20%,28.54%,32.37%,29.99%,27.14%,27.37%,28.43%,30.81%,Upgrade
