Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,290.2,295.93,292.52,295.89,313.48,315.75,303.37,297.39,274.33,260.02,Upgrade
Revenue Growth (YoY),-1.94%,1.17%,-1.14%,-5.61%,-0.72%,4.08%,2.01%,8.40%,5.50%,40.80%,Upgrade
Gross Profit,290.2,295.93,292.52,295.89,313.48,315.75,303.37,297.39,274.33,260.02,Upgrade
"Selling, General & Admin",157.39,153.75,145.82,149.79,147.47,138.87,136.38,137.59,125.28,120.46,Upgrade
Other Operating Expenses,40.76,42.08,46.46,43.89,44.85,43.54,44.62,50.4,50.19,57.2,Upgrade
Operating Expenses,198.15,195.84,192.27,193.67,192.31,182.4,181,187.99,175.48,177.66,Upgrade
Operating Income,92.05,100.09,100.25,102.21,121.16,133.34,122.36,109.4,98.86,82.36,Upgrade
Pretax Income,92.05,100.09,100.25,102.21,121.16,133.34,122.36,109.4,98.86,82.36,Upgrade
Income Tax,17.49,19.09,16.93,21.98,35.76,44.46,41.81,36.8,32.97,26.4,Upgrade
Net Income,74.57,81.01,83.32,80.24,85.41,88.88,80.55,72.59,65.89,55.96,Upgrade
Net Income Growth,-7.95%,-2.77%,3.84%,-6.05%,-3.90%,10.33%,10.97%,10.17%,17.75%,387.49%,Upgrade
Shares Outstanding (Basic),277,277,276,275,276,277,282,290,299,302,Upgrade
Shares Outstanding (Diluted),279,279,278,277,277,279,284,292,301,303,Upgrade
Shares Change,0.04%,0.28%,0.15%,0.03%,-0.71%,-1.59%,-2.88%,-2.78%,-0.72%,0.32%,Upgrade
EPS (Basic),0.26,0.29,0.30,0.29,0.31,0.32,0.28,0.25,0.22,0.18,Upgrade
EPS (Diluted),0.26,0.29,0.29,0.28,0.30,0.32,0.28,0.25,0.22,0.18,Upgrade
EPS Growth,-10.34%,0%,3.57%,-6.67%,-6.25%,14.29%,12.00%,13.64%,22.22%,350.00%,Upgrade
Free Cash Flow Per Share,0.13,0.30,0.52,0.36,0.30,0.35,0.27,0.33,0.34,0.46,Upgrade
Dividend Per Share,1.130,1.123,1.110,1.020,0.760,0.545,0.425,0.310,0.070,-,Upgrade
Dividend Growth,0.62%,1.17%,8.82%,34.21%,39.45%,28.24%,37.10%,342.86%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,31.72%,33.82%,34.27%,34.54%,38.65%,42.23%,40.33%,36.79%,36.04%,31.67%,Upgrade
Profit Margin,25.69%,27.37%,28.48%,27.12%,27.25%,28.15%,26.55%,24.41%,24.02%,21.52%,Upgrade
Free Cash Flow Margin,12.62%,27.65%,48.72%,33.53%,26.71%,30.73%,24.98%,32.48%,36.70%,53.07%,Upgrade
Effective Tax Rate,19.00%,19.07%,16.89%,21.50%,29.51%,33.35%,34.17%,33.64%,33.35%,32.06%,Upgrade
EBITDA,119.09,132.66,133.07,125.16,146.35,154.23,141.73,126.85,112.14,103.68,Upgrade
EBITDA Margin,41.04%,44.83%,45.49%,42.30%,46.69%,48.85%,46.72%,42.65%,40.88%,39.87%,Upgrade
Depreciation & Amortization,27.04,32.57,32.82,22.95,25.19,20.89,19.37,17.45,13.29,21.32,Upgrade
EBIT,92.05,100.09,100.25,102.21,121.16,133.34,122.36,109.4,98.86,82.36,Upgrade
EBIT Margin,31.72%,33.82%,34.27%,34.54%,38.65%,42.23%,40.33%,36.79%,36.04%,31.67%,Upgrade
