Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,813.7,772.88,668.69,907.13,885.6,817.63,586.23,504.92,439,386.29,Upgrade
Revenue Growth (YoY),5.28%,15.58%,-26.28%,2.43%,8.31%,39.47%,16.10%,15.02%,13.65%,-7.57%,Upgrade
Cost of Revenue,544.81,792.35,478.55,672.1,600.28,555.38,325.42,279.02,237.37,184.49,Upgrade
Gross Profit,268.88,-19.47,190.14,235.02,285.32,262.25,260.81,225.91,201.64,201.81,Upgrade
Other Operating Expenses,201.92,167.64,168.17,172.56,202.93,198.13,173.02,159.13,149.66,117.95,Upgrade
Operating Expenses,201.92,167.64,168.17,172.56,202.93,198.13,173.02,159.13,149.66,117.95,Upgrade
Operating Income,66.97,-187.11,21.97,62.46,82.39,64.12,87.79,66.78,51.97,83.86,Upgrade
Interest Expense / Income,17.58,8.92,10.03,10.6,11.55,8.97,8.45,7,6.35,6.78,Upgrade
Pretax Income,49.39,-196.03,11.94,51.87,70.84,55.15,79.34,59.78,45.62,77.08,Upgrade
Income Tax,18.41,-23.24,7.11,13.53,7.01,11.58,4.87,6.28,0.94,9.74,Upgrade
Net Income,30.97,-172.8,4.82,38.34,63.83,43.57,74.47,53.5,44.69,67.34,Upgrade
Preferred Dividends,8.75,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,22.22,-172.8,4.82,38.34,63.83,43.57,74.47,53.5,44.69,67.34,Upgrade
Net Income Growth,-,-,-87.42%,-39.94%,46.51%,-41.50%,39.21%,19.72%,-33.64%,677.20%,Upgrade
Shares Outstanding (Basic),37,35,31,30,30,29,29,29,29,30,Upgrade
Shares Outstanding (Diluted),38,35,31,31,30,30,30,29,29,31,Upgrade
Shares Change,7.71%,13.19%,0.69%,1.21%,0.11%,1.27%,1.91%,1.82%,-5.54%,-14.64%,Upgrade
EPS (Basic),0.59,-4.94,0.16,1.27,2.14,1.48,2.56,1.87,1.57,2.21,Upgrade
EPS (Diluted),0.59,-4.94,0.16,1.25,2.11,1.44,2.49,1.82,1.55,2.21,Upgrade
EPS Growth,-,-,-87.20%,-40.76%,46.53%,-42.17%,36.81%,17.42%,-29.86%,820.83%,Upgrade
Free Cash Flow Per Share,5.73,-26.31,-8.98,49.17,9.70,7.05,5.31,4.19,4.57,3.47,Upgrade
Dividend Per Share,0.200,1.200,1.200,1.200,1.200,1.700,2.250,0.640,-,-,Upgrade
Dividend Growth,-83.33%,0%,0%,0%,-29.41%,-24.44%,251.56%,-,-,-,Upgrade
Gross Margin,33.04%,-2.52%,28.44%,25.91%,32.22%,32.07%,44.49%,44.74%,45.93%,52.24%,Upgrade
Operating Margin,8.23%,-24.21%,3.29%,6.89%,9.30%,7.84%,14.98%,13.22%,11.84%,21.71%,Upgrade
Profit Margin,2.73%,-22.36%,0.72%,4.23%,7.21%,5.33%,12.70%,10.60%,10.18%,17.43%,Upgrade
Free Cash Flow Margin,26.36%,-119.02%,-41.03%,164.09%,32.75%,25.42%,26.33%,23.76%,29.70%,27.35%,Upgrade
Effective Tax Rate,37.29%,-,59.59%,26.08%,9.89%,21.00%,6.14%,10.50%,2.06%,12.64%,Upgrade
EBITDA,68.01,-182.4,26.99,66.53,86.61,66.24,90.21,68.78,54.73,87.42,Upgrade
EBITDA Margin,8.36%,-23.60%,4.04%,7.33%,9.78%,8.10%,15.39%,13.62%,12.47%,22.63%,Upgrade
Depreciation & Amortization,1.05,4.72,5.02,4.06,4.22,2.12,2.41,2,2.76,3.57,Upgrade
EBIT,66.97,-187.11,21.97,62.46,82.39,64.12,87.79,66.78,51.97,83.86,Upgrade
EBIT Margin,8.23%,-24.21%,3.29%,6.89%,9.30%,7.84%,14.98%,13.22%,11.84%,21.71%,Upgrade
