Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,43.85,38.79,33.57,31.22,27.7,24.41,22.41,21.52,19.94,18.93,Upgrade
Revenue Growth (YoY),13.04%,15.53%,7.55%,12.72%,13.48%,8.92%,4.11%,7.96%,5.33%,10.90%,Upgrade
Gross Profit,43.85,38.79,33.57,31.22,27.7,24.41,22.41,21.52,19.94,18.93,Upgrade
"Selling, General & Admin",28.55,26.08,24.26,21.75,18.79,17.08,15.73,14.31,13.49,12.43,Upgrade
Other Operating Expenses,4.19,3.26,3.14,2.53,1.2,1.97,1.87,1.87,1.75,2.39,Upgrade
Operating Expenses,32.74,29.34,27.39,24.28,19.99,19.05,17.59,16.18,15.24,14.83,Upgrade
Operating Income,11.11,9.45,6.18,6.93,7.71,5.36,4.81,5.34,4.7,4.1,Upgrade
Other Expense / Income,-,-,-,-,1.08,-,-,-,-,-,Upgrade
Pretax Income,11.11,9.45,6.18,6.93,6.63,5.36,4.81,5.34,4.7,4.1,Upgrade
Income Tax,2.15,1.86,1.2,1.33,1.33,2.44,1.53,1.65,1.29,1.04,Upgrade
Net Income,8.96,7.59,4.98,5.61,5.3,2.92,3.29,3.69,3.41,3.06,Upgrade
Net Income Growth,18.05%,52.39%,-11.15%,5.71%,81.45%,-11.08%,-11.00%,8.17%,11.54%,43.53%,Upgrade
Shares Outstanding (Basic),5,5,5,5,5,5,5,4,4,4,Upgrade
Shares Outstanding (Diluted),5,5,5,5,5,5,5,4,4,4,Upgrade
Shares Change,-1.05%,-0.58%,-0.91%,0.07%,-0.00%,0.00%,26.86%,2.56%,0.31%,0.34%,Upgrade
EPS (Basic),1.91,1.60,1.04,1.16,1.10,0.61,0.68,0.97,0.92,0.83,Upgrade
EPS (Diluted),1.91,1.60,1.04,1.16,1.10,0.61,0.68,0.97,0.92,0.83,Upgrade
EPS Growth,19.37%,53.85%,-10.65%,5.82%,80.62%,-10.70%,-29.91%,5.99%,11.00%,42.10%,Upgrade
Free Cash Flow Per Share,1.74,2.83,0.72,0.25,1.30,0.99,0.22,0.48,1.16,1.08,Upgrade
Dividend Per Share,0.290,0.267,0.255,0.255,0.218,0.218,0.218,0.200,0.136,-,Upgrade
Dividend Growth,8.61%,4.71%,0%,16.97%,0%,0%,9.00%,47.06%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,25.34%,24.37%,18.40%,22.21%,27.82%,21.96%,21.48%,24.83%,23.58%,21.67%,Upgrade
Profit Margin,20.43%,19.57%,14.83%,17.95%,19.14%,11.97%,14.67%,17.15%,17.12%,16.17%,Upgrade
Free Cash Flow Margin,18.59%,34.65%,10.27%,3.82%,22.65%,19.50%,4.81%,8.41%,21.48%,21.05%,Upgrade
Effective Tax Rate,19.36%,19.70%,19.40%,19.17%,20.04%,45.49%,31.73%,30.90%,27.40%,25.40%,Upgrade
EBITDA,13.72,11.51,8.21,8.6,7.56,6.17,5.58,6.11,5.46,4.82,Upgrade
EBITDA Margin,31.29%,29.67%,24.45%,27.55%,27.30%,25.28%,24.90%,28.39%,27.37%,25.48%,Upgrade
Depreciation & Amortization,2.61,2.06,2.03,1.67,0.93,0.81,0.77,0.77,0.76,0.72,Upgrade
EBIT,11.11,9.45,6.18,6.93,6.63,5.36,4.81,5.34,4.7,4.1,Upgrade
EBIT Margin,25.34%,24.37%,18.40%,22.21%,23.94%,21.96%,21.48%,24.83%,23.58%,21.67%,Upgrade
