Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,63.15,53.79,47.96,50.04,45.58,39.23,39.11,38.06,36.59,36.15,Upgrade
Revenue Growth (YoY),17.39%,12.17%,-4.15%,9.77%,16.18%,0.31%,2.77%,4.03%,1.19%,-10.34%,Upgrade
Cost of Revenue,12.96,11.47,7.79,9.62,9.3,6.43,7.89,8.09,8.07,8.44,Upgrade
Gross Profit,50.2,42.33,40.17,40.42,36.28,32.8,31.22,29.97,28.52,27.71,Upgrade
"Selling, General & Admin",3.78,3.35,3.54,3.35,3.22,3.05,3.64,3.22,2.94,2.19,Upgrade
Operating Expenses,3.78,3.35,3.54,3.35,3.22,3.05,3.64,3.22,2.94,2.19,Upgrade
Operating Income,46.42,38.98,36.64,37.07,33.07,29.75,27.58,26.75,25.58,25.52,Upgrade
Interest Expense / Income,12.97,11.51,9.99,8.04,5.86,3.07,2.9,3.83,2.63,3.18,Upgrade
Other Expense / Income,13.54,-56.83,28.52,9.16,8.56,9.5,13.31,14.44,11.72,-9.88,Upgrade
Pretax Income,19.91,84.3,-1.87,19.87,18.65,17.18,11.37,8.48,11.23,32.22,Upgrade
Net Income,19.91,84.3,-1.87,19.87,18.65,17.18,11.37,8.48,11.23,32.22,Upgrade
Net Income Growth,-76.38%,-,-,6.55%,8.54%,51.14%,33.98%,-24.47%,-65.14%,-,Upgrade
Shares Outstanding (Basic),34,33,31,29,27,25,23,21,21,21,Upgrade
Shares Outstanding (Diluted),34,33,31,29,27,25,23,21,21,21,Upgrade
Shares Change,3.36%,7.07%,6.05%,7.99%,6.31%,9.89%,10.13%,0.32%,-,-0.05%,Upgrade
EPS (Basic),0.58,2.54,-0.06,0.68,0.69,0.67,0.49,0.40,0.53,1.53,Upgrade
EPS (Diluted),0.58,2.54,-0.06,0.68,0.69,0.67,0.49,0.40,0.53,1.53,Upgrade
EPS Growth,-77.17%,-,-,-1.45%,2.99%,36.73%,22.50%,-24.53%,-65.36%,-,Upgrade
Free Cash Flow Per Share,-2.22,-0.42,-1.49,0.32,-0.66,-0.51,2.59,-3.54,0.02,1.53,Upgrade
Dividend Per Share,0.795,0.780,0.810,0.840,0.840,0.840,0.840,0.840,0.840,0.840,Upgrade
Dividend Growth,1.92%,-3.70%,-3.57%,0%,0%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,79.49%,78.68%,83.77%,80.77%,79.60%,83.60%,79.82%,78.75%,77.95%,76.64%,Upgrade
Operating Margin,73.51%,72.47%,76.39%,74.09%,72.54%,75.83%,70.51%,70.29%,69.92%,70.60%,Upgrade
Profit Margin,31.53%,156.71%,-3.91%,39.71%,40.91%,43.79%,29.06%,22.29%,30.70%,89.12%,Upgrade
Free Cash Flow Margin,-120.98%,-26.14%,-96.11%,18.50%,-39.04%,-33.20%,153.46%,-195.70%,1.29%,88.89%,Upgrade
EBITDA,32.88,95.81,8.12,27.91,24.51,20.25,14.27,12.31,13.86,35.4,Upgrade
EBITDA Margin,52.07%,178.11%,16.93%,55.77%,53.76%,51.62%,36.47%,32.35%,37.89%,97.92%,Upgrade
EBIT,32.88,95.81,8.12,27.91,24.51,20.25,14.27,12.31,13.86,35.4,Upgrade
EBIT Margin,52.07%,178.11%,16.93%,55.77%,53.76%,51.62%,36.47%,32.35%,37.89%,97.92%,Upgrade
