Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Revenue,44.39,146.37,130.11,49.67,49.39,47.54,55.35,46.16,55.75,57.52,Upgrade
Revenue Growth (YoY),-69.67%,12.50%,161.97%,0.57%,3.88%,-14.10%,19.92%,-17.21%,-3.07%,-39.61%,Upgrade
Gross Profit,44.39,146.37,130.11,49.67,49.39,47.54,55.35,46.16,55.75,57.52,Upgrade
"Selling, General & Admin",55.37,88.41,62.61,29.37,28.38,25.25,33.73,31.42,33.66,52.98,Upgrade
Other Operating Expenses,16.98,18.36,25.17,16.25,17.35,14.89,13.04,16.4,21.8,25.64,Upgrade
Operating Expenses,72.35,106.78,87.78,45.63,45.73,40.14,46.76,47.82,55.46,78.62,Upgrade
Operating Income,-27.96,39.59,42.33,4.04,3.66,7.4,8.59,-1.66,0.29,-21.1,Upgrade
Interest Expense / Income,4.98,7.23,9.59,7.58,8.49,6.18,4.74,3.92,4.4,4.19,Upgrade
Other Expense / Income,-24.35,24.09,27.2,-0.97,-1.52,0.37,1.16,-1.59,-1.11,-8.41,Upgrade
Pretax Income,-8.6,8.27,5.54,-2.58,-3.3,0.85,2.69,-3.99,-3,-16.88,Upgrade
Income Tax,4.79,-3.54,-8.67,-0.52,-0.84,-1.21,0.42,0.09,-0.41,-3.57,Upgrade
Net Income,-13.39,11.81,14.21,-2.05,-2.46,2.06,2.27,-4.08,-2.59,-13.32,Upgrade
Net Income Growth,-,-16.87%,-,-,-,-8.95%,-,-,-,-,Upgrade
Shares Outstanding (Basic),1,1,1,1,1,1,1,1,1,1,Upgrade
Shares Outstanding (Diluted),1,5,5,2,2,3,2,2,2,2,Upgrade
Shares Change,-73.12%,3.81%,202.83%,-0.20%,-35.02%,47.04%,-12.35%,-1.02%,15.05%,10.51%,Upgrade
EPS (Basic),-9.43,9.95,12.56,-1.81,-2.14,1.71,1.86,-2.76,-1.70,-10.80,Upgrade
EPS (Diluted),-9.43,7.83,7.66,-1.81,-2.14,1.60,1.85,-2.76,-1.70,-10.80,Upgrade
EPS Growth,-,2.22%,-,-,-,-13.51%,-,-,-,-,Upgrade
Free Cash Flow Per Share,-16.94,14.57,36.44,-13.69,-6.95,-9.99,-7.34,-2.91,2.62,-7.36,Upgrade
Dividend Per Share,1.750,0.500,-,0.400,0.800,0.800,0.800,0.800,0.800,0.800,Upgrade
Dividend Growth,250.00%,-,-,-50.00%,0%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,-63.00%,27.05%,32.53%,8.14%,7.41%,15.57%,15.51%,-3.60%,0.52%,-36.69%,Upgrade
Profit Margin,-30.16%,8.07%,10.92%,-4.14%,-4.99%,4.34%,4.10%,-8.84%,-4.64%,-23.15%,Upgrade
Free Cash Flow Margin,-54.21%,11.81%,31.68%,-31.34%,-16.20%,-25.36%,-16.18%,-9.32%,7.05%,-15.79%,Upgrade
Effective Tax Rate,-,-42.83%,-156.59%,-,-,-141.97%,15.69%,-,-,-,Upgrade
EBITDA,-3.06,15.87,15.46,5.33,5.44,7.28,7.72,0.66,2.51,-11.29,Upgrade
EBITDA Margin,-6.88%,10.84%,11.88%,10.72%,11.02%,15.31%,13.94%,1.43%,4.49%,-19.62%,Upgrade
Depreciation & Amortization,0.56,0.37,0.33,0.32,0.26,0.25,0.29,0.73,1.1,1.41,Upgrade
EBIT,-3.61,15.5,15.13,5.01,5.18,7.03,7.42,-0.07,1.4,-12.69,Upgrade
EBIT Margin,-8.14%,10.59%,11.62%,10.08%,10.49%,14.79%,13.41%,-0.16%,2.51%,-22.06%,Upgrade
