Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"49,032","42,693","43,646","41,065","38,892","36,202","34,315","31,426","29,961","27,259",Upgrade
Revenue Growth (YoY),14.85%,-2.18%,6.29%,5.59%,7.43%,5.50%,9.19%,4.89%,9.91%,6.71%,Upgrade
Gross Profit,"49,032","42,693","43,646","41,065","38,892","36,202","34,315","31,426","29,961","27,259",Upgrade
"Selling, General & Admin","18,599","17,083","16,521","15,959","15,212","14,649","14,042","13,414","12,557","11,648",Upgrade
Other Operating Expenses,"10,009","8,476","15,211","11,877","9,907","9,232","9,627","8,842","8,329","8,108",Upgrade
Operating Expenses,"28,608","25,559","31,732","27,836","25,119","23,881","23,669","22,256","20,886","19,756",Upgrade
Operating Income,"20,424","17,134","11,914","13,229","13,773","12,321","10,646","9,170","9,075","7,503",Upgrade
Other Expense / Income,-991,-785,"-1,133","-1,174",-671,-328,-318,-265,-213,-167,Upgrade
Pretax Income,"21,415","17,919","13,047","14,403","14,444","12,649","10,964","9,435","9,288","7,670",Upgrade
Income Tax,"3,986","3,621","1,152","2,735","3,182","2,253","2,143","1,523","1,512","1,135",Upgrade
Net Income,"17,429","14,298","11,895","11,668","11,262","10,396","8,821","7,912","7,776","6,535",Upgrade
Preferred Dividends,259,249,267,252,214,193,141,99,143,185,Upgrade
Net Income Common,"17,170","14,049","11,628","11,434","11,120","10,324","8,795","7,925","7,740","6,455",Upgrade
Net Income Growth,22.22%,20.82%,1.70%,2.82%,7.71%,17.38%,10.98%,2.39%,19.91%,3.05%,Upgrade
Shares Outstanding (Basic),"1,813","1,816","1,812","1,830","1,842","1,858","1,856","1,849","1,839","1,838",Upgrade
Shares Outstanding (Diluted),-,-,-,-,-,-,-,"1,854","1,845","1,845",Upgrade
Shares Change,-0.17%,0.20%,-0.98%,-0.66%,-0.81%,0.08%,0.11%,0.48%,0.01%,0.84%,Upgrade
EPS (Basic),9.48,7.73,6.43,6.26,6.02,5.51,4.68,4.22,4.15,3.46,Upgrade
EPS (Diluted),9.47,7.72,6.43,6.25,6.01,5.50,4.67,4.21,4.14,3.44,Upgrade
EPS Growth,22.67%,20.06%,2.88%,3.99%,9.27%,17.77%,10.93%,1.69%,20.35%,1.78%,Upgrade
Free Cash Flow Per Share,20.68,26.98,125.98,-0.30,2.77,13.83,19.72,18.57,13.64,14.44,Upgrade
Dividend Per Share,2.748,2.512,2.913,2.890,2.610,2.350,2.160,2.000,2.270,3.240,Upgrade
Dividend Growth,9.39%,-13.77%,0.80%,10.73%,11.06%,8.80%,8.00%,-11.89%,-29.94%,12.11%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.65%,40.13%,27.30%,32.21%,35.41%,34.03%,31.02%,29.18%,30.29%,27.52%,Upgrade
Profit Margin,35.02%,32.91%,26.64%,27.84%,28.59%,28.52%,25.63%,25.22%,25.83%,23.68%,Upgrade
Free Cash Flow Margin,76.47%,114.77%,523.18%,-1.35%,13.13%,70.97%,106.67%,109.26%,83.73%,97.34%,Upgrade
Effective Tax Rate,18.61%,20.21%,8.83%,18.99%,22.03%,17.81%,19.55%,16.14%,16.28%,14.80%,Upgrade
EBITDA,"23,181","19,985","15,188","15,808","15,835","13,956","12,301","10,685","10,419","8,709",Upgrade
EBITDA Margin,47.28%,46.81%,34.80%,38.50%,40.72%,38.55%,35.85%,34.00%,34.78%,31.95%,Upgrade
Depreciation & Amortization,"1,766","2,066","2,141","1,405","1,391","1,307","1,337","1,250","1,131","1,039",Upgrade
EBIT,"21,415","17,919","13,047","14,403","14,444","12,649","10,964","9,435","9,288","7,670",Upgrade
EBIT Margin,43.68%,41.97%,29.89%,35.07%,37.14%,34.94%,31.95%,30.02%,31.00%,28.14%,Upgrade
