Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,"17,147","61,821","78,908","79,570","38,972","58,323","53,337","34,430","54,388","18,639",Upgrade
Revenue Growth (YoY),-72.26%,-21.65%,-0.83%,104.17%,-33.18%,9.35%,54.91%,-36.70%,191.80%,-35.97%,Upgrade
Cost of Revenue,"-9,299","35,822","55,235","55,915","15,934","39,301","34,134","17,341","38,365","3,853",Upgrade
Gross Profit,"26,446","25,999","23,673","23,655","23,038","19,022","19,203","17,089","16,023","14,786",Upgrade
"Selling, General & Admin","7,782","7,828","7,510","7,686","7,957","7,233","6,995","6,221","4,772","4,618",Upgrade
Other Operating Expenses,"8,567","9,035","8,211","8,430","8,287","8,149","7,866","7,149","5,856","5,376",Upgrade
Operating Expenses,"16,349","16,863","15,721","16,116","16,244","15,382","14,861","13,370","10,628","9,994",Upgrade
Operating Income,"10,097","9,136","7,952","7,539","6,794","3,640","4,342","3,719","5,395","4,792",Upgrade
Interest Expense / Income,"1,350","1,011","1,181","1,319","1,275","1,139","1,013","1,101","1,131","1,045",Upgrade
Other Expense / Income,-112,-193,-295,-100,87,158,204,99,92,36,Upgrade
Pretax Income,"8,859","8,318","7,066","6,320","5,432","2,343","3,125","2,519","4,172","3,711",Upgrade
Income Tax,"1,565","1,213","1,195",718,632,239,196,328,671,581,Upgrade
Net Income,"7,294","7,105","5,871","5,602","4,800","2,104","2,929","2,191","3,501","3,130",Upgrade
Preferred Dividends,260,215,171,172,168,159,133,116,126,131,Upgrade
Net Income Common,"7,034","6,890","5,700","5,430","4,632","1,945","2,796","2,075","3,375","2,999",Upgrade
Net Income Growth,2.09%,20.88%,4.97%,17.23%,138.15%,-30.44%,34.75%,-38.52%,12.54%,76.62%,Upgrade
Shares Outstanding (Basic),"1,884","1,942","2,105","2,127","2,128","2,121","2,082","1,988","1,972","1,944",Upgrade
Shares Change,-3.01%,-7.74%,-1.04%,-0.04%,0.30%,1.90%,4.72%,0.81%,1.47%,2.95%,Upgrade
EPS (Basic),3.68,3.55,2.94,2.77,2.34,0.98,1.42,1.06,1.82,1.63,Upgrade
EPS (Diluted),3.68,3.54,2.93,2.77,2.33,0.98,1.41,1.05,1.80,1.62,Upgrade
EPS Growth,3.95%,20.82%,5.78%,18.88%,137.76%,-30.50%,34.29%,-41.67%,11.11%,76.09%,Upgrade
Free Cash Flow Per Share,9.41,11.92,9.53,9.66,9.02,8.39,8.17,5.22,5.48,4.89,Upgrade
Dividend Per Share,1.017,0.936,1.054,0.940,0.706,0.629,0.558,0.524,0.515,0.509,Upgrade
Dividend Growth,8.65%,-11.20%,12.13%,33.14%,12.24%,12.72%,6.49%,1.75%,1.18%,-2.30%,Upgrade
Gross Margin,154.23%,42.06%,30.00%,29.73%,59.11%,32.61%,36.00%,49.63%,29.46%,79.33%,Upgrade
Operating Margin,58.88%,14.78%,10.08%,9.47%,17.43%,6.24%,8.14%,10.80%,9.92%,25.71%,Upgrade
Profit Margin,41.02%,11.15%,7.22%,6.82%,11.89%,3.33%,5.24%,6.03%,6.21%,16.09%,Upgrade
Free Cash Flow Margin,103.43%,37.45%,25.41%,25.82%,49.24%,30.50%,31.90%,30.13%,19.87%,50.98%,Upgrade
Effective Tax Rate,17.67%,14.58%,16.91%,11.36%,11.63%,10.20%,6.27%,13.02%,16.08%,15.66%,Upgrade
EBITDA,"10,747","9,858","8,903","8,265","7,454","4,042","4,831","4,200","5,765","5,182",Upgrade
EBITDA Margin,62.68%,15.95%,11.28%,10.39%,19.13%,6.93%,9.06%,12.20%,10.60%,27.80%,Upgrade
Depreciation & Amortization,538,529,656,626,747,560,693,580,462,426,Upgrade
EBIT,"10,209","9,329","8,247","7,639","6,707","3,482","4,138","3,620","5,303","4,756",Upgrade
EBIT Margin,59.54%,15.09%,10.45%,9.60%,17.21%,5.97%,7.76%,10.51%,9.75%,25.52%,Upgrade
