Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,45.67,44.27,42.11,34.81,35.17,36,34.83,35.66,35.6,33.65,Upgrade
Revenue Growth (YoY),3.16%,5.14%,20.95%,-1.00%,-2.32%,3.37%,-2.33%,0.16%,5.81%,-2.57%,Upgrade
Gross Profit,45.67,44.27,42.11,34.81,35.17,36,34.83,35.66,35.6,33.65,Upgrade
"Selling, General & Admin",34.13,34.43,33.2,27.56,27.66,28.23,26.48,25.59,26.32,24.73,Upgrade
Other Operating Expenses,0.04,0.91,0.23,0,0,0,0,0,0,0,Upgrade
Operating Expenses,34.17,35.35,33.43,27.56,27.66,28.23,26.48,25.59,26.32,24.73,Upgrade
Operating Income,11.5,8.93,8.68,7.26,7.5,7.78,8.35,10.07,9.28,8.92,Upgrade
Pretax Income,11.5,8.93,8.68,7.26,7.5,7.78,8.35,10.07,9.28,8.92,Upgrade
Income Tax,1.88,1.43,1.75,1.35,0.83,4.07,1.61,2.48,1.83,1.77,Upgrade
Net Income,9.62,7.49,6.93,5.9,6.67,3.7,6.74,7.59,7.45,7.15,Upgrade
Net Income Growth,28.37%,8.12%,17.43%,-11.55%,80.16%,-45.02%,-11.23%,1.87%,4.19%,5.39%,Upgrade
Shares Outstanding (Basic),6,6,6,5,5,5,5,5,5,5,Upgrade
Shares Outstanding (Diluted),6,6,6,5,5,5,5,5,5,5,Upgrade
Shares Change,0.15%,0.08%,10.14%,3.41%,0.07%,0.41%,0.03%,0.07%,0.02%,0.08%,Upgrade
EPS (Basic),1.72,1.34,1.24,1.17,1.36,0.76,1.38,1.56,1.53,1.47,Upgrade
EPS (Diluted),1.72,1.34,1.24,1.17,1.36,0.76,1.38,1.56,1.53,1.47,Upgrade
EPS Growth,28.36%,8.06%,5.98%,-13.97%,78.95%,-44.93%,-11.54%,1.96%,4.08%,5.76%,Upgrade
Free Cash Flow Per Share,2.09,2.75,2.18,2.46,2.47,1.58,1.87,2.04,1.62,2.23,Upgrade
Dividend Per Share,0.960,1.200,0.960,0.960,0.960,0.960,0.960,0.930,0.230,0.660,Upgrade
Dividend Growth,-20.00%,25.00%,0%,0%,0%,0%,3.23%,304.35%,-65.15%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,25.18%,20.16%,20.62%,20.84%,21.33%,21.60%,23.97%,28.23%,26.06%,26.51%,Upgrade
Profit Margin,21.06%,16.93%,16.46%,16.95%,18.98%,10.29%,19.34%,21.28%,20.93%,21.25%,Upgrade
Free Cash Flow Margin,25.54%,34.75%,28.85%,35.78%,34.38%,21.41%,26.10%,27.89%,22.14%,32.31%,Upgrade
Effective Tax Rate,16.36%,16.03%,20.18%,18.66%,11.04%,52.36%,19.31%,24.62%,19.70%,19.84%,Upgrade
EBITDA,12.78,10.1,9.8,8.17,8.44,8.78,9.33,11.11,10.47,10.06,Upgrade
EBITDA Margin,27.97%,22.81%,23.28%,23.46%,24.00%,24.38%,26.79%,31.15%,29.40%,29.90%,Upgrade
Depreciation & Amortization,1.28,1.17,1.12,0.91,0.94,1,0.98,1.04,1.19,1.14,Upgrade
EBIT,11.5,8.93,8.68,7.26,7.5,7.78,8.35,10.07,9.28,8.92,Upgrade
EBIT Margin,25.18%,20.16%,20.62%,20.84%,21.33%,21.60%,23.97%,28.23%,26.06%,26.51%,Upgrade
